時間,コメント,予測値
1308.672,草,1
1308.804,草,1
1309.079,声は出てた,0
1309.567,ひでぇww,1
1310.091,ww,1
1310.879,うるさい言われたw,1
1310.888,草,1
1310.954,うるさすぎるww,1
1311.268,騒がしかったねｗｗ,1
1313.098,2人w,1
1313.568,ちょっとうるさすぎるか…,0
1313.592,草,1
1313.712,フラッシュ多くない？,0
1313.734,草,1
1313.797,無限フラバン編,0
1313.946,メイいるほんまにw,1
1316.17,失明するわw,1
1316.555,ｗｗ,1
1316.732,w w,1
1316.983,気付いたら2人飛んどる,0
1317.084,草,1
1317.731,草,1
1318.329,w,1
1318.499,スラッシュ多すぎww,1
1318.746,フラッシュ多いww,1
1319.078,フラッシュ連打してたw,1
1319.164,グレで死んでるw,1
1319.182,無限フラッシュ編,0
1321.435,これは賑やかし担当チームｗ,1
1321.916,無限フラッシュ編,0
1322.03,草,1
1322.146,常時光ってたw,1
1322.236,フラッシュ多すぎww,1
1322.282,まぶしいっす,0
1323.08,コーチ諦めとるやんw,1
1323.94,一瞬クソガキおったなw,1
1324.219,草,1
1324.296,今日ゲーム音ない？,0
1324.349,草,1
1324.5,フラッシュ死ぬほどあったな,0
1324.626,ｗｗ,1
1324.792,一旦無限大か,0
1324.983,テッカテカに照らしてあげような,0
1325.465,無限フラッシュ,0
1326.183,草,1
1326.465,フラッシュは多ければ多いほど強いしな,0
1328.062,無限フラッシュ笑う,0
1329.135,サングラス必要かw,1
1329.137,草,1
1329.742,女だから,0
1330.073,ピッカピカ,0
1331.198,チームワーク平気か？,0
1333.548,ある意味1キル,0
1336.864,先生が困ってますw,1
1337.86,フラッシュなんぼ出すのw,1
1339.578,はえ～,0
1340.134,（逆だったかもしれねぇ...）,0
1340.796,やあ,0
1340.83,ほう,0
1341.85,へー,0
1342.937,ゲーム音は下げてます！,0
1343.098,多ければ多いほど良いよな,0
1344.8,ほぉ～,0
1345.112,もでーらありがとう,0
1347.48,次は大将にサングラスあげるかw,1
1347.649,これはコーチの胃が心配ですww,0
1348.004,あ,0
1348.434,へぇ,0
1348.791,葛葉頑張ってね。純戻るわ,0
1351.053,座学中なのでゲーム音下げてます～,0
1354.229,🫰にょー域展開！,0
1354.53,ほお,0
1355.129,やあ,0
1355.136,サングラス必須か,0
1355.213,あ,0
1357.046,ほぉ,0
1357.086,そうなんだ,0
1357.849,みんなの顔が光るw,1
1359.774,狭いエリアではカバーのがいいのか,0
1359.929,へー,0
1360.356,すまにょ純の介護頼むにょ(;o;),0
1362.702,そうなのか,0
1363.389,残せると強いのもあるしなー,0
1364.116,関さんテッカテカや,0
1364.224,ほう,0
1364.334,やあ,0
1364.517,そういう事故あるよなぁ,0
1365.402,へー！,0
1366.457,葛葉応援してるぞ！！！,0
1366.623,眩しいか,0
1367.666,葛葉普段の感じなら良さそうだけどね,0
1367.903,先生が困ってますw,1
1373.001,対よろ,0
1373.781,草,1
1374.305,頑張れ！,0
1374.691,対よろ,0
1375.948,New member,0
1376.161,草,1
1378.369,にょっす,0
1380.727,来てくれてありがとねぇ,0
1383.137,ゲーム音低め？,0
1383.704,がんばれ－！,0
1384.657,ゲーム音下げてるんですね！ありがとうございます！,0
1386.977,やあ,0
1389.412,煽り期待してるぞ,0
1390.737,あ,0
1390.824,草,1
1392.87,がんばれい,0
1393.901,やあ,0
1394.065,やぁ,0
1400.452,あったけぇコメあってすき,0
1400.585,対よろ,0
1402.052,草,1
1402.453,こういうコーチングタイムすき,0
1402.833,にょ、にょまれ〜,0
1404.324,草,1
1404.691,声ww,0
1405.005,コーチ助かりまくるー,0
1405.161,声ww,0
1406.118,あ,0
1406.969,声,0
1407.038,0か100しかない,0
1407.881,声w,0
1408.165,声？w,0
1408.207,声w,0
1408.288,声草,1
1408.416,ごちゃごちゃ言われたw,1
1408.737,調整あざす,0
1410.089,🫰にょー域展開！,0
1410.597,声w,0
1410.759,声か…,0
1411.044,声w,0
1411.08,ダメなとこ声w,1
1412.68,プロシーンのＶＣ気になるなぁ,0
1412.87,無言まじかw,1
1413.763,草,1
1413.876,草キッズ多いは結構効くからやめて,0
1413.917,草,1
1413.92,声w,0
1413.931,声無い方がいいw,1
1413.985,声,0
1414.469,こえ！？,0
1414.482,声が無理,0
1414.927,草,1
1416.155,声w,0
1417.504,声w,0
1417.485,声ww,0
1418.106,無言は草,1
1418.388,声ww,0
1418.91,報告は処理できるくらいがいいのかｗ,1
1418.927,じゃあ無理だあ,0
1418.993,何でがタバコ吸ってんだよ,0
1419.029,w,1
1421.124,無理かww,1
1421.328,声ダメか,0
1421.886,無理は草,1
1422.183,草,1
1423.062,ほな無理か…,0
1423.077,声w,0
1423.815,一旦無理か,0
1424.107,声w,0
1424.872,大騒ぎ,1
1424.926,このチームは声出てる方が強そうよねｗ,1
1425.958,賑やかだよねw,1
1426.064,0か100じゃないんだよ,0
1426.167,草,1
1426.311,無理かw,1
1426.467,声が無理,0
1426.933,声通るよーw,1
1427.687,絶対うるさくなる,0
1428.274,無理ｗ,1
1430.609,草,1
1431.882,草,1
1433.184,草,1
1433.802,声w,0
1434.039,ｗ,1
1434.801,声w,0
1436.9,極端でしか出ないのかよw,1
1438.035,草,1
1438.275,草,1
1438.696,死ぬんよねw,1
1438.727,無理か,0
1439.089,草,1
1439.922,草,1
1440.516,毎回w,1
1440.673,死ぬんすけどw,1
1441.087,草,1
1446.127,死ぬなｗｗ,1
1447.077,日本でうるさいで有名な人集めました,0
1448.586,草,1
1449.936,純とのチーム楽しみにしてたぞー！がんばれなー！,0
1450.555,草,1
1451.716,うぇい,0
1452.61,草,1
1452.67,ジェットいない前提草,0
1454.013,にょっす！,0
1457.568,じゃすが笑い死ぬ,0
1458.419,おおお,0
1458.762,草,1
1459.919,おお,0
1460.288,おおお,0
1460.631,お～,0
1461.494,おお,0
1461.562,おおおお,0
1462.599,おお～,0
1462.682,おおー,0
1463.059,おお,0
1463.068,加藤純一最強！加藤純一最強！加藤純一最強！,0
1463.223,おお！,0
1464.091,おおお,0
1464.95,おお！,0
1465.55,すげー,0
1465.707,おおおお,0
1466.517,おお,0
1467.9,すげぇ,0
1468.082,ペンさんかわええ,0
1469.456,流石大将！,0
1469.911,おおお,0
1470.177,知見,0
1471.591,おお！,0
1472.745,楽しみ、がんばれ〜,0
1473.23,やあ,0
1475.268,おお,0
1475.593,やってないフリ？！！,0
1476.131,ほー,0
1476.198,やあ,0
1476.526,おおお,0
1476.768,(◡＾‿＾◡)葛葉…すべ…♡,0
1477.975,すご,0
1479.167,テスト前のやつだ,1
1480.404,染み付いてら,0
1480.628,こんなのあるんだ！,0
1482.029,やあ,0
1482.039,練習してないアピ,1
1482.297,大将コソ練か〜,0
1483.077,いいねぇ,0
1484.969,おおー！,0
1490.06,ワッチャリウェイ言ってくれ！！,0
1491.131,音量感謝,0
1494.124,おー,0
1498.389,やぁ,0
1499.112,やあ,0
1503.878,確かにｗ,1
1505.234,がんばれ,0
1506.586,うるせえw,1
1506.797,んー？うんこちゃん！？まじ？？,0
1506.851,ww,1
1507.956,ボドが静かに思える,0
1509.05,やぁ,0
1510.679,ワクワクしてきたw,1
1514.461,コーチの胃がもたんてw,1
1514.613,時間がやばいｗ,1
1516.015,確かに,0
1517.092,ボドの声聞こえんな,0
1518.816,やあ,0
1521.905,にょっす,0
1525.251,アセントだけは取ろう,0
1528.134,なるほど,0
1528.21,時間が足りないw,1
1532.323,タンクジェットか,0
1533.354,にょっす,0
1533.473,あ,0
1534.75,アセントで終わっちまうw,1
1537.257,にょっすにょっす,0
1537.71,めいくん大忙しがんばれー,0
1539.472,何時開始なんだろ,0
1539.532,草,1
1539.631,草,1
1539.715,ｗｗ,1
1540.408,ww,1
1540.465,時間がw,1
1540.543,あと30分くらいだｗｗ,0
1541.023,草,1
1541.065,んふふw,1
1541.275,うしの子,0
1542.892,時間まずいかｗ,1
1546.192,終わっちゃうw,1
1546.973,Aはいれないw,1
1547.73,にょっす,0
1548.799,アセントでおわるw,1
1548.887,それはそう,1
1549.464,草,1
1549.561,時間やばいか,0
1551.258,時間ない～;;,0
1552.564,草,1
1552.948,ミッド編とＡ編で終わりか,0
1553.386,22:00開始,0
1554.198,草,1
1554.65,アセントに命かけてる,0
1554.748,がんばれー！！w,1
1556.833,Meiyくんがんばれ！,0
1557.748,あと35分か,0
1558.241,草,1
1559.555,草,1
1560.921,なんて？ｗ,1
1561.119,22時からだった気がする,0
1561.749,ここだけ勝ててもかw,1
1561.867,もう30分経っちまうよ,0
1562.853,加藤さんにタメ口！！？,0
1563.905,うしの子,0
1569.123,こんちは,0
1569.576,草,1
1571.573,にょっす,0
1572.151,草,1
1572.157,VCバグ怖いけどおもろいよねw,1
1575.377,対よろ,0
1578.058,にょっす！,0
1578.943,にょっす,0
1579.08,3マップらしいね,0
1580.91,3か,0
1582.093,こんばんは〜,0
1583.178,3マップ5試合やね,0
1583.872,3MAPnannda,0
1586.324,いけるよいけるよ,0
1586.573,GO,1
1587.211,頑張れ！！,0
1588.297,なんでヒソヒソｗｗ,1
1588.865,3いけるか？w,1
1588.867,にょっすにょっす,0
1589.088,小声w,1
1589.173,タメ口！？,0
1589.532,ささやきｗ,1
1589.671,にょっす,0
1589.996,一夜漬けナイス,0
1592.223,コソコソw,1
1592.56,にょっす,0
1593.562,にょっす,0
1594.601,こそこそｗｗ,1
1594.646,ヒソヒソw,1
1594.816,にょっす,0
1594.842,小声笑うｗ,1
1595.741,ひそひそｗｗ,0
1597.309,小声w,1
1597.473,声小さくなってるの不器用か,0
1597.77,3マップの5試合か,0
1598.451,やぁ,0
1601.375,小声たすかるw,1
1601.422,テスト範囲しぼってこーw,1
1603.422,かわいいｗ,1
1603.547,いいね,0
1605.964,アチチチ,0
1606.027,笑,0
1607.107,ｗ,1
1608.083,いててｗ,1
1608.208,ww,1
1609.888,牛さんかわいくていいね,0
1611.121,草,1
1612.911,🫵頑張れ！,0
1613.767,草,1
1614.132,ナイス,0
1615.474,声出してこーー！,0
1615.648,にょっすは身内ネタだから気にしなくていいにょ～,0
1615.712,今北産業,0
1615.718,草,1
1615.756,葛葉さん、にょっす,0
1616.679,草,1
1617.16,草,1
1617.624,にょっす,0
1617.733,えぐいえぐいｗ,1
1618.009,草,1
1618.582,w,1
1619.099,草,1
1620.411,やりすぎww,1
1620.97,始まったw,1
1621.732,わんちゃんやられてるw,1
1622.606,草,1
1622.668,やりすぎｗ,1
1622.743,キルログ草,1
1622.754,草,1
1623.214,w,1
1623.673,ログがえぐいw,1
1623.923,か,0
1624.208,たしかし,0
1624.27,たしかし,0
1625.556,草,1
1625.755,乱射w,1
1626.113,じゃす癒されるなw,1
1626.461,ほう,0
1626.989,たしかし,0
1627.038,たしかし,0
1627.933,草,1
1628.008,たかしきた,0
1628.302,草,1
1628.848,たしかし,0
1631.406,どまｗ,1
1631.906,たかし,0
1632.162,草,1
1632.206,お、ボムやん,0
1632.385,かわいそう,0
1632.492,スカイか,0
1633.056,w,1
1633.098,どんまいw,1
1634.13,設置頑張れ葛葉ｗ,1
1634.177,kore,0
1634.56,衛門がウキウキですまにょ,0
1634.823,加藤さーん,0
1635.026,はい設置奴隷,0
1635.118,ログw,1
1636.421,w,1
1637.263,どんま～いｗｗ,0
1637.428,草,1
1637.437,ｗ,1
1637.767,どんまい、、,0
1638.027,草,1
1638.775,純と遊んでくれてありがとうな,0
1638.901,葛葉がんばれ！ｗ,1
1638.974,草,1
1639.239,どんまい,0
1639.609,マジかｗ,1
1639.784,ドンマーイw,1
1639.934,草,1
1640.18,ドンマイｗ,1
1640.262,どんまーい,0
1640.484,どんまいが出たw,1
1640.665,草,1
1640.753,草,1
1640.767,お弁当もって〜,0
1640.858,お弁当持ち係,0
1640.988,草,1
1641.008,2回くらいエースしとる,0
1641.075,草,1
1641.212,草,1
1641.681,草,1
1642.653,あ,0
1643.119,草,1
1644.078,背負わされたｗｗ,0
1644.779,弁当係,1
1644.786,どんまいw,1
1644.797,葛葉ボムはまずいかもw,1
1644.986,葛葉マジで？！,0
1645.215,草,1
1645.268,がんばれw,1
1645.279,w,1
1645.352,設置奴隷きたw,0
1645.411,草,1
1645.516,草,1
1645.667,草,1
1645.825,キャリーか,0
1646.33,どんまーい,0
1646.586,草,1
1647.984,どんまいw,1
1648.719,忘れそう,0
1648.91,まじかw,1
1648.965,奴隷で草,1
1649.05,あ,0
1649.104,これ設置絶対忘れるぞ,0
1649.363,設置奴隷おつでーす,0
1649.453,設置忘れそうw,1
1650.108,イニシエータにか,0
1650.453,草,1
1650.522,やっばｗｗ,1
1650.601,忘れそうｗｗ,1
1650.743,草,1
1650.815,頑張れw,1
1651.067,がんばれw,1
1651.04,にょっす,0
1651.19,だっっりぃw,1
1651.226,草,1
1651.712,がんばれw,1
1651.921,えーどまです,0
1652.34,がんばれｗ,1
1652.306,奴隷確定ルート,0
1652.875,忘れそうだなぁ,0
1653.109,きつ,0
1653.433,どんまい,0
1653.988,設置奴隷珍しいなｗ,1
1654.33,嘘やんw,1
1654.52,設置奴隷葛葉,0
1654.563,どんまいw,1
1654.667,ソヴァじゃないんだな,0
1654.707,葛葉さんがんばれーー,0
1654.791,草,1
1655.058,草なんにょ,1
1655.074,にょっす,0
1655.931,忘れそうw,1
1656.251,設置係かぁ,0
1656.789,設置奴隷きちゃ,0
1656.805,マジかｗがんばれ～,0
1656.963,全部ww,1
1657.106,設置奴隷w,1
1657.435,設置忘れそうだなｗ,1
1658.383,ペンギンスタンプかわいい,0
1658.552,なにがあってもw,1
1658.77,葛葉お弁当忘れそうがんばれw,1
1658.986,#背負え葛葉,0
1659.206,設置奴隷かあw,1
1659.207,全部は草,1
1660.695,までぃかーで草,0
1660.862,草,1
1660.886,荷物持ち,0
1661.003,保険w,1
1662.131,がんばれｗ,1
1663.215,葛葉設置忘れるからなぁ,0
1663.571,うむ,0
1663.623,頑張れw,1
1663.926,きつ,0
1664.028,それはそう,1
1664.533,がんばw,1
1664.959,あんまりしないのにwがんばれー,1
1666.177,プレッシャーいいねw,1
1667.048,忘れないようにねw,1
1667.079,がんばれ,0
1667.578,こーれフラグです,0
1667.719,どんまーい,0
1667.911,一番！？,0
1668.157,草,1
1668.291,設置忘れるシーンありそうで不安だ,0
1668.672,葛葉の視聴者すまにょ,0
1669.086,がんばれw,1
1669.127,草,1
1669.169,どんまいw,1
1670.15,関さん？w,1
1670.577,一番ｗ,0
1670.69,新鮮な設置だな,0
1670.823,草,1
1672.984,プライドたっかｗ,1
1673.063,じゃす頼むわ〜,1
1673.142,ｗ,1
1673.539,草,1
1673.692,草,1
1673.699,関さんw,1
1673.983,関さんｗｗ,1
1674.165,草,1
1674.128,草,1
1674.24,大将気にしすぎっすｗｗ,1
1674.257,一番はじゃすじゃないんかｗｗ,0
1674.326,またランクの話してる,0
1674.473,草,1
1674.497,草,1
1674.515,関さんｗ,1
1674.61,w,1
1674.835,草,1
1674.914,喧嘩はやめてにょ,0
1675.734,じゃっさんが一番じゃねえの？ｗｗ,1
1675.74,草,1
1675.858,またランクの話してるｗｗ,1
1675.926,関さんw,1
1675.969,関さんw,1
1676.091,関さんw,1
1676.303,30分後 あ、俺設置か,0
1676.784,おもろいｗ,1
1677.202,草,1
1677.294,一番はじゃすだろｗ,1
1677.297,草,1
1677.701,関さんw,1
1677.714,イモータルおるて,0
1677.765,草,1
1677.862,w,1
1678.072,草,1
1678.094,草,1
1678.148,設置奴隷だ,0
1678.197,ww,1
1678.218,草,1
1678.263,関さん優しすぎる,0
1678.472,ランクw,1
1678.655,草,1
1679.228,関さんまじおもろいｗ,1
1679.932,ｗｗ,1
1680.274,草,1
1680.293,なんか効いてない？w,1
1680.521,関さんいるの嬉しいな,0
1681.478,草,1
1681.527,誰よりも気にしてて草,1
1681.69,ランク気にしすぎw,1
1682.389,草,1
1682.415,草,1
1682.597,草,1
1682.589,ランク気にするのｗ,1
1682.675,草,1
1682.859,草,1
1682.864,草,1
1683.124,関さんｗ,1
1683.668,大将ランクコンプやんw,1
1684.045,ww,1
1684.126,草,1
1684.366,コンプレックスやめてよw,1
1684.647,草,1
1684.686,ww,1
1684.843,草,1
1684.993,めっちゃ気にしてるやんw,1
1685.07,草,1
1685.081,やばｗ,1
1685.147,お守り持って最前で死ぬぞ,0
1685.176,草,1
1685.958,じゃすは？w,1
1686.069,草,1
1686.248,草,1
1686.304,草,1
1686.301,草,1
1686.351,草,1
1686.361,草,1
1686.581,草,1
1686.649,草,1
1686.724,草,1
1686.872,草,1
1687.24,大将w,1
1687.283,草,1
1687.29,草,1
1687.56,ww,1
1687.695,草,1
1688.31,草,1
1689.148,うるさww,0
1689.358,草,1
1689.474,草,1
1689.545,キレ始めたw,1
1690.228,草,1
1690.346,草,1
1690.408,草,1
1690.613,ww,1
1691.173,草,1
1691.367,大人が喧嘩してやがるw,1
1691.58, ww,1
1691.978,キレてますやんww,0
1692.515,急にｗｗ,1
1692.547,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1692.806,おもしろww,1
1692.978,草,1
1693.746,草,1
1694.12,草,1
1694.235,草,1
1694.459,急にキレたってw,1
1694.615,関さんつええw,1
1694.641,うっせ,0
1694.855,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1694.856,草,1
1695.652,草,1
1695.958,草,1
1696.137,イチャイチャ,0
1696.454,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1696.484,関さん笑,0
1697.106,草,1
1698.248,草,1
1698.536,草,1
1698.701,うるせぇww,1
1698.946,草,1
1699.787,草,1
1699.909,草,1
1699.923,味方のまとまりおわってるｗ,1
1699.93,草,1
1700.049,草,1
1700.601,草,1
1700.652,草,1
1700.808,草,1
1700.965,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1700.957,草,1
1701.034,関さんどうしたww,1
1702.131,煽りあいしてて草,1
1702.232,臭,0
1702.641,喧嘩はじまったw,1
1702.854,ww,1
1702.902,こういうムードでいいんだよ,0
1703.05,おっさん同士,0
1703.181,弱い同士草,1
1703.183,草,1
1703.258,純！？,1
1704.488,草,1
1706.082,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1706.471,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1707.205,弱い同士w,1
1707.847,関さんなんか今日変ですね？w,1
1708.5,終わってるw,1
1708.562,キレてて草,1
1709.196,焚き付けてる関優太,1
1709.316,頼みますよ葛葉さん,0
1710.203,チーム終わってます,0
1710.902,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1710.943,ニューヨーク4,0
1711.114,喧嘩はやめてにょ,0
1711.352,大人が喧嘩しないでww,1
1711.452,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1711.468,関さんいいねー,0
1711.949,ええやんええやん,0
1712.015,みんなキレッキレで草,0
1712.017,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1712.23,えらい,0
1713.232,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1713.415,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1713.835,草,1
1714.066,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1714.669,けんかはやめてよー,0
1715.037,オモロすぎるw,1
1715.77,ｹﾝｶﾊﾔﾒﾃﾖー,0
1716.128,草,1
1716.755,ｾｷｸﾝｰ,0
1717.128,この後絆深まる展開,0
1718.195,ｹﾝｶﾊﾜﾒﾃﾖｰ,0
1718.905,関さんがファイトしたがってるのおもろすぎ,1
1719.047,おお！がんばれー,0
1720.769,誰でもいいんかいww,1
1722.064,草ってなんですか？,0
1724.228,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1725.149,おっさん同士で喧嘩すなw,1
1727.098,めいくん？w,1
1729.298,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1732.114,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1733.037,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1734.818,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1735.42,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1735.731,ねえ、あと２マップw,1
1737.329,まんた先生大量発生,0
1738.576,一旦ランクでみるか？,0
1740.666,やあ,0
1742.024,こんなの良いからよ、PUBG出るよなあ！？,0
1743.538,まぁまぁ,0
1744.77,じゃすぱーさんがなんとかしてくれっか,0
1745.187,ｹﾝｶﾊﾔﾒﾃﾖｰ,0
1746.934,10時だね,0
1746.931,にょっす,0
1748.444,まぁまぁなのか？w,1
1752.39,あと30分w,1
1758.067,メイくんコーチだ！,0
1758.738,精神と時の部屋いくか,0
1758.738,葛葉の視聴者すまにょ,0
1759.201,にょっすにょっす,0
1765.165,がんばれ〜,0
1768.905,時間たりる？w,1
1769.614,えw,1
1770.866,草,1
1770.932,あｗｗ,1
1771.26,ｗ,1
1773.613,草,1
1773.658,えｗｗ,1
1773.972,じゃすと葛葉がこのチームのエースってことだよね！？,0
1775.785,草,1
1775.979,あっ,0
1777.839,レシートなってる,1
1777.894,純のコメ欄荒れてらあ,0
1777.993,コメ欄意外とこんくらいのほうが好きだわ,0
1777.997,え,0
1778.23,草,1
1778.248,w,1
1778.498,にょっす,0
1778.853,ええ,0
1778.972,あw,1
1779.715,まずはくん,0
1780.434,草,1
1780.916,ん？w,1
1780.938,草,1
1783.0,あw,1
1784.161,コ、コーチ,0
1785.733,あ,0
1786.071,あ,0
1786.52,あれ？w,1
1788.094,草,1
1788.277,草,1
1788.55,草,1
1790.418,あ,0
1791.565,がんばれー,0
1792.399,あ,0
1795.201,やあ,0
1796.489,対よろ！,0
1799.191,純を頼むにょ,1
1800.577,vdkもアセじゃなかったっけ,0
1800.795,あら,0
1804.096,前回のvccみたいに1vs5エースを見せてくれ！,0
1804.197,New member,0
1805.37,ｗｗ,1
1805.785,ｗ,1
1805.939,まぁ本番なったらまとまるだろうw,1
1806.693,葛葉がんばれー！！,0
1808.297,まつりじゃー,0
1808.602,草,1
1810.193,わあ！？,0
1815.09,わぉw,1
1817.537,きたきた,0
1819.348,草,1
1820.366,！？,0
1820.847,わあ！？,0
1826.124,純を頼むにょ,1
1826.2,きたあああああ,0
1827.799,もでーらありがとう,0
1828.668,盛り上がってきたな,0
1830.066,あざす,0
1830.574,もでーらいつもありがとう,0
1830.669,?,0
1833.345,祭りや,1
1833.562,荒らし多すぎ笑笑,0
1834.383,楽しい楽しいｗ,1
1840.628,本番は規制かな…,0
1840.879,もでーらいつもありがとう！,0
1841.784,まんぜう軍全軍撤退！！,0
1842.48,モデさんお疲れ様です,0
1843.595,もでーらいつもありがとう,0
1843.907,連投消す人頼みます,0
1843.969,こんばんわーーー,0
1846.151,もでーらの対応はええ,0
1847.722,やぁ,0
1848.344,これいつ面白くなりますか？,0
1849.457,ブロック又は無視推薦,0
1849.84,今北,0
1852.919,荒らしや,0
1853.482,対よろ,0
1854.553,もでらーさんありがとうです！,0
1860.764,にょっす,0
1862.914,もでーらありがとう,0
1866.305,モデさんあざ,0
1866.89,草,1
1867.986,あ、あれ…,0
1868.044,コーチ…？,0
1869.288,ｗｗ,1
1869.388,草,1
1869.885,あんまか,0
1870.035,草,1
1871.105,もでーらty,0
1871.301,草,1
1872.704,にょっす！,0
1872.957,もでーらいつもありがとう,0
1874.484,草,1
1874.601,にょっすは本当に気にしなくていい,0
1874.708,コーチ？,0
1874.976,・・・,0
1878.26,ロックマン越したか,0
1879.594,悪かった,0
1879.7,コメ消しは草,1
1880.407,Meiyくんw,1
1885.071,コーチ…？,0
1885.714,このチーム自我しかない,0
1887.415,へぇ〜！,0
1888.425,が、頑張ってコーチ…,0
1891.324,へえ,0
1892.043,いらないんだ,0
1893.514,いいぞ~,0
1893.686,もでーら,0
1894.915,へぇ,0
1896.606,結局登録者モードしなかったんだと開いた瞬間わかるコメ欄だ,0
1897.091,草,1
1897.101,喧嘩はやめてにょ喧嘩はやめてにょ,0
1897.78,ほー！,0
1898.034,コメ消しマ?⁇,0
1899.559,へぇ,0
1899.836,へー,0
1899.933,そーなんだ,0
1900.891,まだ座学だけど見てて楽しいｗ,1
1900.966,へー,0
1903.622,にょ、にょまれ〜！,0
1905.961,純のコメ欄の荒れ具合ここと比じゃねえww,0
1906.812,なるほど,0
1907.202,草←大麻の隠語は通報通報してます！,0
1908.541,なるほど,0
1908.686,スルースキル,0
1910.245,なるほどー,0
1910.267,モデさん今回忙しいそうですが頑張ってください,0
1910.48,ほう,0
1910.727,もでーらいつもにょっす,0
1912.386,スルーしよ,0
1914.254,言論統制です、か,0
1914.282,へー,0
1914.812,へー,0
1916.788,にょっすは他界隈の挨拶みたいなもんだからまじ気にしないでええ,0
1917.003,スルーskill please,0
1917.087,ナイスコーチング,0
1917.703,おおおおおお！！！！！,0
1918.465,草,1
1919.072,草,1
1919.126,うわあああ,0
1919.945,草,1
1921.092,あれ？w,1
1921.453,草,1
1921.816,草,1
1922.971,草,1
1923.035,ww,1
1923.205,草,1
1923.279,草,1
1923.43,草,1
1923.445,おおお,0
1923.531,ｗｗ,1
1923.645,草,1
1923.83,草,1
1923.922,ｗ,1
1923.956,草,1
1924.031,草,1
1924.06,草,1
1924.169,草,1
1924.266,草,1
1924.326,草,1
1924.552,草,1
1924.645,草,1
1924.747,草,1
1924.753,たっか,0
1924.771,草,1
1925.212,草,1
1925.357,草,1
1925.447,草,1
1925.507,ww,1
1925.542,草,1
1925.627,草,1
1926.09,おおー,0
1926.234,草,1
1926.843,うおおおおおおおおたけええええ,0
1926.918,草,1
1927.09,35ww,0
1927.813,うぇい,0
1928.229,うぇいうえい,0
1928.371,おおおお,0
1928.385,草,1
1928.505,草,1
1928.515,だいぶ見えてるw,1
1928.782,草,1
1928.974,にょっす？,0
1929.092,おおお～,0
1929.432,草,1
1929.446,コメ消しの基準がわからん,0
1929.966,うおおおおおおおおおおおお,0
1930.086,35ウェイｗ,1
1930.906,おおｗ,1
1930.939,草,1
1931.091,スカスカやん,0
1931.093,35way,0
1931.118,草,1
1931.626,草,1
1931.631,がばがば過ぎるww,0
1932.411,見晴らしよすぎたｗ,1
1932.52,草,1
1932.58,ちょっと見通しいいか,0
1932.72,草,1
1932.755,草,1
1932.881,35w,1
1932.895,草,1
1932.908,草,1
1932.957,草,1
1933.152,草,1
1934.094,なにあれ,0
1934.679,おお,0
1934.775,草,1
1935.435,草,1
1936.343,うぇ～いｗ,1
1936.59,草,1
1936.752,おお,0
1936.832,おおおお,0
1936.924,ギア用,0
1937.124,おお,0
1937.771,しゃがんでんのおもろいw,1
1937.754,もくもくしてんねえ,0
1938.73,w,1
1939.001,スパイギア用,0
1939.122,草,1
1939.785,おおおww,0
1940.058,おおおおおお！！,0
1940.369,おお！！,0
1940.775,モデありがとうとかもいらないぞ！！！スルーしろ！！！！！,0
1940.833,おお、ワンウェイだ！,0
1941.045,おおお,0
1941.94,おおお,0
1942.114,おおおおおお,0
1942.156,完璧！,0
1942.268,うぇい,0
1942.391,おおおお,0
1943.03,草,1
1943.049,おおおお！,0
1943.429,おお,0
1943.503,おお,0
1943.662,深すぎるモクやん,0
1944.053,きちゃあああああああああ,0
1944.667,うおおおお,0
1945.149,いけるぞこれ,0
1945.619,お,0
1945.688,すげ,0
1946.007,完璧や！,0
1946.498,おおおおw,1
1946.683,すご！,0
1946.998,おお！,0
1947.103,おおおお,0
1947.879,35way,0
1948.007,すごいな,0
1948.328,おおお,0
1949.122,おお,0
1949.198,盛り上がってるな,0
1949.215,おおおお,0
1949.294,うっま,0
1949.328,草,1
1950.133,すげー,0
1952.509,おおお,0
1952.588,すごい,0
1953.155,おお！,0
1954.041,おおおおお,0
1955.149,大盛り上がりで草,1
1955.644,実戦でいけるかー？,0
1955.738,ええやんええやん,0
1956.356,ギアさん用草生えた,1
1956.939,コメ消してんのモデレーターだからな〜,0
1957.991,ギアさんメタ草,0
1958.832,連投,0
1959.797,スルースキルを身につけるにょ,0
