時間,コメント,予測値
434.884,衛門達きたw,1.0
435.02,よろ,0.0
435.147,無しかあｗ,1.0
435.197,なしなんだw,1.0
435.602,安定のスカイ,0.0
435.61,対よろ！,0.0
435.617,がんばれー！,0.0
435.966,がんばえ～！,0.0
436.018,無しかぁw,1.0
436.023,きっぱり,0.0
436.124,ふぁいてぃん！,0.0
436.242,がんばれ~,0.0
436.819,いい絵被ってんね,0.0
437.124,にょっす,0.0
437.8,ばっさりw,1.0
438.385,今日は賑やかでもええやろ,0.0
438.404,無しです,0.0
438.701,なしですこれ,0.0
438.78,やあ＾＾、,0.0
438.82,ファイト,0.0
438.988,無しかｗ,1.0
439.035,チェンなしなんだ,0.0
439.231,がんばれ～!,0.0
440.264,チェンさん；；；,0.0
440.326,草,1.0
440.347,うんこちゃんと一緒で緊張してる,0.0
440.357,草,1.0
440.937,弱いか…,0.0
441.209,チェンバー；；,1.0
442.733,なしなんかw,1.0
442.952,草,1.0
443.115,チェンバーなしなんやw,1.0
443.386,がんばれー！,0.0
443.642,がんばれー！！,0.0
444.143,ああｗ,1.0
444.342,チェンさん；；,0.0
444.457,コーチのVC大きい,0.0
444.742,登録者のみにしてほしいわ…w,1.0
444.803,衛門とエセ衛門が混じっとるな,0.0
444.941,チェンさん駄目なんだ,0.0
445.039,ふぁいとおおおおおおお！！！,0.0
445.059,がんばれー！,0.0
447.869,最強メンツ,0.0
448.182,破壊してしまうか？,0.0
448.984,チェンバーくん...,0.0
449.027,葛葉頑張れー!モデレーターさんも頑張れー!,0.0
449.707,にょっす,0.0
450.219,がんばれー！,0.0
450.864,?????,0.0
452.321,やっぱりかｗ,1.0
453.144,だめかチェンバー,0.0
453.492,チェンさん；；,0.0
453.599,ズバァッ！！,0.0
453.599,チェンさん…,0.0
454.28,構成これでいんじゃね？w,1.0
454.709,チェンさん,0.0
455.132,なしか…w,1.0
455.171,人間の葛葉さんやぁ,0.0
455.159,始まればすぐ緊張溶けるから葛葉なら大丈夫,0.0
455.141,こん〜,0.0
455.418,チェンさん,0.0
455.683,言ってるだけか,1.0
455.88,コーチww,1.0
455.991,マジの衛門は高評価押して帰るぞ,0.0
456.012,今日ちょっと印象悪いかww,1.0
456.262,緊張してるらしいな,0.0
456.28,コメ欄全然荒れてないよ賑やかなだけ,0.0
457.19,やあ,0.0
457.415,ふぁいてぃ〜ん,0.0
457.602,ふぁいてぃーん！,0.0
457.713,まこう,0.0
457.773,スカイでキャリーするかあ,0.0
458.23,緊張してるな,0.0
458.385,葛葉がんばれ,0.0
458.509,チェンさんあかんか,0.0
458.657,チェンさん；；,0.0
458.871,思ったより荒れてないな,0.0
459.42,ケイオーやめた？,0.0
459.485,楽しみやぁ！！,0.0
459.981,がんば,0.0
460.679,適当なんだｗ,1.0
460.679,感謝,0.0
460.9,めいくん今日CRのスタジオかどっか居んのかな,0.0
462.557,かみと。さん。,0.0
463.94,加藤純一さんいる,0.0
464.057,すまにょ,0.0
464.74,こるちかっこいい,0.0
464.874,ロックマンよりマシだw,1.0
466.405,こん〜,0.0
466.486,葛葉がんばれ！,0.0
466.566,がんばれー！,0.0
467.098,すまにょ,0.0
467.378,めいさんのスペルミスってるかも！タイトル,0.0
468.103,適当なんだ,0.0
468.668,対よろ！！がんばれ！！,0.0
468.925,葛葉がんば～,0.0
469.059,良さげじゃないか？,0.0
469.962,今日はいつものいじりできてなくてすまにょ,0.0
470.088,自治無しで衛門とは仲良くいこう,0.0
470.756,そうやったんか…,0.0
472.461,楽しんでー,0.0
473.042,これで荒れてるってただ挨拶してるだけやん,0.0
473.727,お,0.0
474.036,おおお,0.0
474.229,荒らしちゃってすまにょ,1.0
474.245,人間の葛葉,0.0
474.701,おー,0.0
475.388,純いくわ,1.0
475.408,おお,0.0
476.191,お〜,0.0
476.47,おお,0.0
476.539,おお！！,1.0
476.553,いいねー！,0.0
476.56,まんぜう,0.0
477.17,高評価押して帰れな,0.0
477.451,いいやん,0.0
477.755,なんか新鮮だ,0.0
477.84,にゃっす,0.0
478.379,おおw,1.0
479.396,お〜,0.0
479.721,荒れてると聞いて,1.0
480.022,完成した,0.0
480.619,対よろ,0.0
481.132,いいね,0.0
481.698,いいね,0.0
481.835,いいねー！！,0.0
481.855,なにかあったの？病気？怪我？まさか事故じゃないよね！？心配だよ～声聞きたいよ～,0.0
482.078,っさんたちこんばんは,0.0
482.498,やあ,0.0
482.628,いいね,0.0
484.24,6人,0.0
484.376,六人チームや,0.0
484.51,6人ね,0.0
484.625,おお,0.0
484.821,ずるです,0.0
484.897,がんばれ葛葉,0.0
486.384,いいね,0.0
486.581,決まったかw,1.0
488.098,にょっす,0.0
488.168,6人ね,0.0
488.527,更新したら名前直ってますよ,0.0
491.512,にょっす,0.0
492.038,にょっす,0.0
492.192,ヨルマ？,1.0
492.421,やあ,0.0
492.781,kyoもいけるよな,0.0
493.822,にょっす！にょっす！にょっす！にょっす！にょっす！にょっす！にょっす！,0.0
494.225,六人！？？,0.0
494.679,緊張してるねぇ,0.0
494.788,Maiy→Meiy,0.0
494.845,にょっす！,0.0
495.689,かみ―とみてるとチェンクッソ強いと錯覚する,0.0
496.829,草,1.0
497.092,対立煽りやめてね,0.0
497.472,対よろ,0.0
497.746,草,1.0
498.216,ええやんええやん,0.0
499.037,草,1.0
499.159,名前は直ってますよ,0.0
499.167,草,1.0
500.478,びびってんの,0.0
500.679,にょ、にょまれ〜！,0.0
500.912,草,1.0
502.324,人間の葛葉,0.0
502.96,草,1.0
503.009,草,1.0
504.44,にょっす,0.0
504.574,草,1.0
504.586,コメ欄おもろw,1.0
504.992,草,1.0
504.997,草,1.0
505.15,草,1.0
505.202,にょっす,0.0
506.829,草,1.0
507.525,人間の葛葉,0.0
508.575,にょっす,0.0
509.002,皆のvcちょい大きいかも。,0.0
509.197,コーチ名は更新したらなおってるよ,0.0
510.882,壊しに行くか,0.0
512.993,2デュエガチ破壊？,0.0
513.166,草,1.0
513.196,草,1.0
513.486,賑やかやなあ,1.0
513.537,おい、おもろいこといえよ,0.0
514.016,やっす,1.0
514.313,嫌っすw,1.0
516.044,なんか着てて草,1.0
516.135,よろ,0.0
516.139,Noと言える葛葉,0.0
516.873,葛葉ジェットいくか,0.0
516.993,ジェットキャリープリーズ,0.0
517.834,草,1.0
518.299,にょっすってあいさつ可愛いね,0.0
518.475,くずはー？,0.0
518.497,名前直ってるよ リログしなね,0.0
518.951,葛葉さんゲーム音少し上げてください,0.0
519.175,いやっすw,1.0
519.349,せやな！,1.0
519.958,デュエは荷が重いなｗ,1.0
520.551,草,1.0
520.549,コーチー,0.0
520.541,草,1.0
520.679,草,1.0
520.834,関ジェットあり,0.0
520.871,おい！もっと喋れ！,0.0
520.887,草,1.0
521.124,拒否ww,1.0
521.201,草,1.0
521.765,草,1.0
522.587,いいね,0.0
522.735,草,1.0
522.781,おおおおお,0.0
522.845,いいね,0.0
523.036,草,1.0
523.2,わかる,0.0
524.082,それはそう,0.0
524.061,それはそう,0.0
524.118,草,1.0
524.419,ガチや！,0.0
524.764,勝とう,0.0
524.837,重すぎ重すぎw,1.0
524.985,嫌がってるw,1.0
525.909,草,1.0
526.263,んふふwそうよね～！,1.0
526.394,それはそうw,1.0
526.475,勝ちてえな,0.0
526.595,そうねww,1.0
526.733,草,1.0
526.873,ww,1.0
527.962,草,1.0
528.153,勝ちてぇよなぁ！,0.0
528.39,いいねー,0.0
528.435,それはそう,0.0
528.543,勝ちてえよなぁ,0.0
528.557,うおおおおおおおおおおおおおおお,1.0
528.645,どうせならねw,1.0
528.887,草,1.0
528.901,もう無いんだよね,0.0
529.104,いいねぇ,0.0
529.678,w,1.0
529.78,それはそう,0.0
530.407,いい意気込みだ,0.0
530.55,確かにw,1.0
530.714,草,1.0
530.735,草,1.0
531.023,草,1.0
532.326,大事にいこうｗ,1.0
532.353,頑張れー！,0.0
532.598,草,1.0
533.401,かみーとはチェンバフあるから,0.0
533.534,草,1.0
533.961,勝ちてぇ…！,0.0
534.322,楽しんでけw,1.0
534.518,草,1.0
534.789,勝ちたいよなぁ！！,0.0
534.814,がんばれー！,0.0
534.82,あ タイトルの名前修正してるよ,0.0
535.053,草,1.0
535.128,う,1.0
535.87,そうよなそうよな,0.0
536.564,そうだ,0.0
536.926,ジェットは荷が重いw,1.0
536.965,勝ちたい！,0.0
537.027,草,1.0
537.126,加藤ね,0.0
537.171,ジャージ臭そう,1.0
537.212,それはそう,0.0
537.309,草,1.0
537.32,勝ちにいこ,0.0
537.348,勝ちたいね,0.0
537.423,それはそうw,1.0
537.689,それはそうw,1.0
537.869,うおおおおおおおおおおおお頑張れ,0.0
537.869,勝とうぜ！,0.0
537.999,草,1.0
538.066,葛葉ありがとうな,0.0
538.19,勝つぞー！！！！,0.0
538.199,がんばれ！,0.0
538.384,かわいいなw,1.0
538.586,それはそう,0.0
538.615,そうねw,1.0
538.736,勝とうぜ,0.0
539.139,うんうん,0.0
539.16,勝ちてえね,0.0
539.678,いいねぇ！,0.0
540.658,それはそう,0.0
540.713,勝ちてえ,0.0
540.997,勝ちてえよな！,0.0
541.172,草,1.0
542.104,そうねw,1.0
542.225,勝ちたいね,0.0
542.278,勝ちたいねえ,0.0
542.496,草,1.0
542.518,勝とう,0.0
542.741,ええな,0.0
542.797,頑張れ！,0.0
542.87,今ww,1.0
543.306,勝とう！,0.0
543.415,勝とう！,0.0
543.621,だーにょ,0.0
543.978,草,1.0
544.224,あっww,1.0
545.48,まーーーじで楽しみにしてた,0.0
546.006,草,1.0
546.069,楽しんで,0.0
546.173,草,1.0
546.309,草,1.0
546.34,ｗ,1.0
546.452,めいきゅ〜ん,0.0
546.469,草,1.0
546.508,草,1.0
546.649,草,1.0
546.706,勝ちたいよね,0.0
546.71,草,1.0
546.739,サンタのね,0.0
546.845,サンタの人,0.0
546.902,かわいいｗ,1.0
547.009,頑張れ！,0.0
547.967,草,1.0
548.376,草,1.0
548.64,草,1.0
549.874,「にょっす」「にゃっす」,0.0
550.685,あれねw,1.0
550.717,衛門じゃなくて“ウジ虫”な？純もいってただろ,0.0
551.019,草,1.0
550.986,草,1.0
550.974,女装w,1.0
551.233,キャリーしたいよね,0.0
551.859,なっつw,1.0
552.405,草,1.0
552.44,サンタさんだ,0.0
552.491,女装w,1.0
553.059,女装の方ww,1.0
553.096,兼ｗ,1.0
553.14,サンタコスねｗ,1.0
554.551,可愛かったよねｗ,1.0
554.569,勝つぞ勝つぞ勝つぞ勝つぞ,0.0
554.683,対よろ( ⌯'꒳'⌯),0.0
554.704,でたw,1.0
554.934,頑張れ,0.0
555.044,除草の方？！,0.0
555.156,寝ぼけ事件ね,0.0
555.201,草,1.0
555.835,草,1.0
555.971,がんばれー！！！！,0.0
556.348,サンタコス...,1.0
556.881,草,1.0
557.835,良い思い出にしよ,0.0
558.577,女装兼プロゲーマー,0.0
558.899,女装の方って呼ぶなw,1.0
559.928,女装好きな人なんか,1.0
560.25,すまにょ,0.0
560.946,草,1.0
561.054,草,1.0
561.369,あったねｗ,1.0
561.566,草,1.0
562.869,草,1.0
562.858,勝つぞ勝つぞ,0.0
563.059,草,1.0
563.083,草,1.0
563.731,草,1.0
563.825,草,1.0
563.92,美脚のめいくん,0.0
564.095,草,1.0
564.861,＊葛葉は衛門です,0.0
565.119,サンタさん,0.0
565.332,草,1.0
565.693,草,1.0
565.716,草,1.0
565.766,草,1.0
565.877,女装の方,0.0
565.924,ああww,1.0
565.94,草,1.0
566.092,草,1.0
566.445,勝つぞ！,0.0
566.592,純も女装してたぞ,1.0
566.683,あったね,0.0
566.788,してたなw,1.0
566.945,草,1.0
567.048,草,1.0
567.888,あったなw,1.0
568.248,草,1.0
568.261,草,1.0
568.315,めいくん,0.0
568.403,あーあの人か！,0.0
569.281,やぁ,0.0
569.27,草,1.0
569.624,おれはすぎだぞ,0.0
569.696,草,1.0
570.241,草,1.0
570.433,草,1.0
570.493,草,1.0
570.555,寝ぼけてな,0.0
570.558,草,1.0
570.638,あれなw,1.0
570.675,草,1.0
570.962,びっくりしたｗ,1.0
572.329,寝ぼけ方が特殊,0.0
572.462,懐かしいなw,1.0
573.465,やあ,0.0
573.581,あまりにもかわいかったかw,1.0
574.744,草,1.0
574.826,草,1.0
575.078,w,1.0
575.586,大喜びだったよw,1.0
575.621,可愛いのがまた草,1.0
575.92,草,1.0
576.396,ww,1.0
576.888,草,1.0
576.95,対よろ,0.0
577.222,草,1.0
578.455,草,1.0
578.985,草,1.0
580.069,草,1.0
580.572,あ,0.0
580.795,草,1.0
581.049,美脚のね,0.0
581.103,草,1.0
582.561,しますw,1.0
582.709,草,1.0
582.826,吸血鬼を魅了しちゃったか,0.0
582.994,草,1.0
583.681,そんなことあったねw,1.0
583.982,草,1.0
584.347,ww,1.0
584.721,草,1.0
585.021,するなよ笑,1.0
585.074,女の子ちゃうねんw,1.0
585.733,w w,1.0
586.697,その印象つよいなw,1.0
587.62,します！！,0.0
587.773,草,1.0
587.904,やあ,0.0
588.097,可愛いからええやろ,0.0
588.332,しかも可愛いっていうね,0.0
589.072,草,1.0
592.84,あ,0.0
592.9,ミニスカサンタww,1.0
593.287,おい！かわいいな！,0.0
593.827,女の子(),0.0
594.053,こん〜,0.0
594.616,あ,0.0
595.65,ww,1.0
596.109,可愛かったからなぁw,1.0
596.109,ボドカも女装の人だぞ！,0.0
596.573,寝ぼけてねw,1.0
598.195,流石に加藤純一相手は立ち回りむずい,0.0
599.083,にょっす,0.0
601.991,葛葉スカイ？,0.0
602.65,ドラゴンエネルギー歌ってくれ,0.0
603.474,あ,0.0
604.336,衛門はみんなもう帰ったぞw,1.0
605.098,あの方か,0.0
607.767,にょっす,0.0
608.487,かわいかったよね,0.0
609.054,関さんなんでもできそう,0.0
614.986,スカイ株式会社,0.0
617.567,スカイきちゃ,0.0
618.043,にょっす,0.0
619.52,にょっす,0.0
619.582,何人やればいいんだよ,0.0
620.129,大将とも久しぶりやな,0.0
627.402,ｗｗ,1.0
627.437,関さんなんだかんだ強そうなんよな,0.0
628.049,にょっすwにょっすwにょっすw,1.0
629.756,やぁ,0.0
629.792,草,1.0
630.124,ｗ,1.0
630.542,こんです,0.0
631.781,こん〜,0.0
631.801,もでーらいつも,1.0
631.867,草,1.0
633.004,ﾑｽﾞ；,0.0
633.06,ww,1.0
633.856,草,1.0
633.898,草,1.0
634.096,加藤と勝とう,0.0
634.6,葛葉のスカイは安心感えぐい,0.0
634.858,？,0.0
635.128,がんばえええええ,0.0
635.563,対よろ,0.0
636.196,草,1.0
637.169,w,1.0
638.692,くーちゃんどこぉ；；,0.0
638.958,にょっす,0.0
639.702,草,1.0
639.902,草,1.0
641.019,むっずw,1.0
642.183,葛葉さん応援してる♡,0.0
642.191,葛葉スカイすきだ,0.0
642.784,スカイ情報感謝,0.0
642.836,頑張れ関さん！,0.0
644.051,こんです,0.0
644.439,ムズいかも…w,1.0
646.778,にょ、にょまれ〜,0.0
647.7,まじで勝ってくれ,0.0
648.34,勝てたらいいなー噛み合え〜,1.0
648.78,大将,0.0
649.479,関さんもともと何使ってたんだろ?,0.0
649.822,まずいw,1.0
651.198,このメンバーまじですげえな,0.0
651.585,ファイト〜,0.0
651.825,挨拶が荒らし判定きついっす！,1.0
653.733,草,1.0
654.184,まだいるよ〜＾＾,0.0
654.28,も、モデさんがんばれ…,0.0
655.833,頑張れー！,0.0
656.725,関さん頑張れ,0.0
657.159,がんばれ！！,0.0
657.764,ジャスコール楽しみw,1.0
657.793,ローレンとかバニさんとかに破壊される可能性あるからガチガチでやらな,0.0
661.177,うい,0.0
662.083,まずい,0.0
662.206,やあ,0.0
664.369,勝てよ,0.0
665.748,対よろ　スカイ確定っすか？,0.0
666.562,うおおお,1.0
667.932,やあ,0.0
669.274,なんか静かじゃない？,0.0
669.933,ゲーム音お願いいたします,0.0
672.677,やあ,0.0
676.79,もう擬態しか居ないでしょここ,0.0
679.631,もう楽しいなー,0.0
681.66,がんばれ〜,0.0
683.387,CRのバニラさんってなんのプロの人？,0.0
683.516,どのチームも上手い人いるから緊張するな,0.0
684.333,対戦相手強いしな〜,1.0
684.417,がんば〜,0.0
686.372,やっぱそこが正解なんか,0.0
686.753,やあ,0.0
687.248,そんな荒れてないやんw,1.0
689.412,ミュート中？,0.0
689.8,ゲーム音上げてくれ,0.0
689.919,ゲーム音はあえて下げてるんだよ,0.0
690.424,メンツほんとすごいな..,0.0
690.604,対よろ！,0.0
692.477,すごいメンバーだ,0.0
693.352,最初練習の時間あるんか,0.0
695.116,がんばえ,0.0
695.506,本番いつから？,0.0
695.984,みんな仲良くするにょ,1.0
698.569,がんばれ,0.0
698.756,楽しんでなぁー！,0.0
699.138,たのしみ〜,0.0
701.546,クソ勉強なるなぁ,0.0
701.945,タレット置く位置勉強になるなぁ,0.0
702.007,いいね,0.0
703.074,さすが関さん,0.0
703.462,バニラさんはフォトナの元プロ,0.0
703.764,やあ,0.0
705.924,メンツすごー,0.0
705.893,気遣い,0.0
706.391,このチーム強そうやな,0.0
707.167,がんばれ～,0.0
707.458,やあ,0.0
708.463,がんばれ,0.0
708.433,やああ,0.0
708.94,バニはフォトナじゃなかったか？,0.0
709.006,このメンツで勝ちたいね〜,0.0
710.505,22時〜,0.0
711.052,他チームの一番手も強いもんなめちゃくちゃ,0.0
713.404,リスナー側が変に緊張してそう,0.0
713.659,fight,1.0
714.374,コメ欄新鮮でちよっとおもろいなw,1.0
714.46,バニラはフォトナ,0.0
715.195,２２時から試合開始やっけ,0.0
716.279,こんばんは〜,0.0
716.928,22,0.0
717.753,本番22時よ,0.0
718.309,豚さんと仲良くしよ～,1.0
718.355,22:00,0.0
719.002,なんならしっかり挨拶してるしな,0.0
719.144,言うほど荒れてない対立煽りしたいだけやね,0.0
719.674,対よろ,0.0
720.238,ケイオーじゃなくて平気？,0.0
720.79,みんな仲良くするにょ,1.0
721.064,勉強になるな,0.0
721.502,草,1.0
721.552,草,1.0
722.232,バニラはだるまの相方だぞ,0.0
722.445,さっきわざとゲーム音下げてたよ〜,0.0
723.287,微荒れだね,0.0
723.257,詳しいな,0.0
723.346,ガンバ,1.0
723.389,w,1.0
723.6,基本荒れるの相手チームだぞ,1.0
723.917,大丈夫そう,0.0
724.26,アセントスカイあんまり見ないから楽しみ！,0.0
724.376,ただ挨拶しただけなのに静かにしてくれっておかしくね？,0.0
724.401,kusa ,0.0
724.499,草,1.0
724.631,w,1.0
724.625,加藤さん！浮いてます！,0.0
724.741,コメ欄も祭り感あってたのし,0.0
725.435,草,1.0
725.989,後1時間あんのか,0.0
725.995,ww,1.0
726.197,話聞くためにゲーム音下げてるんじゃない？,0.0
726.226,草,1.0
726.343,老人介護よろしくね〜,0.0
726.511,草,1.0
726.59,元w,1.0
726.643,草,1.0
726.669,やああああああああああああああ,0.0
727.165,大丈夫うちにはじゃっさんがおる！,0.0
727.835,純は面白いしいい奴でイケメンだけど、リスナーがヤバい,0.0
728.102,草,1.0
728.392,草,1.0
728.507,アセントじゃないけどw,1.0
728.854,草,1.0
728.889,にょにょにょ,0.0
729.164,草,1.0
730.304,ww,1.0
731.067,草,1.0
731.086,草,1.0
731.212,草,1.0
731.597,元……,0.0
731.611,草,1.0
731.636,草,1.0
732.324,わろたw,1.0
732.482,草,1.0
732.57,草,1.0
732.779,草,1.0
732.84,草,1.0
732.922,がんばれー！,0.0
732.951,草,1.0
733.674,ww,1.0
735.027,草,1.0
735.932,めっちゃランク気にしてる草,1.0
736.289,草,1.0
736.389,草,1.0
737.679,草,1.0
738.771,関さん１回イモタッチしてなかったけ,0.0
740.055,草,1.0
740.15,にょっす,0.0
743.765,コメ制限してないのやるじゃん,0.0
743.972,草,1.0
744.163,にょっす,0.0
744.367,昔の杵柄がありましたw,0.0
744.809,介護よろね～,0.0
746.131,舐めんでくださいいいなw,1.0
747.786,草,1.0
748.329,草,1.0
748.516,てか葛葉kayoちゃんでも良いな,0.0
750.342,アセント！？,1.0
750.608,関さんw,1.0
750.745,盛り上げてくれるねw,1.0
750.995,関さん超久しぶりだな,0.0
751.081,あ,0.0
751.141,石原さとみさん？,0.0
751.93,今来た頑張れ,0.0
752.502,楽しんで勝てたら最高やな,0.0
752.959,葛葉と純の絡み全く見れないからここでたくさん見たいよ！！！！,0.0
757.969,ｗｗ,1.0
758.851,笑,1.0
759.453,ｗｗ,1.0
760.116,ｗ,1.0
760.408,草,1.0
760.484,過去のランク持ち出すのイッチャンかっこ悪いってw,1.0
760.496,やあ,0.0
760.503,草,1.0
760.609,草,1.0
760.744,元w,1.0
762.65,草,1.0
762.738,草,1.0
762.848,草,1.0
763.133,あ,0.0
763.725,眠らせてるw,1.0
763.783,草,1.0
764.229,草,1.0
764.324,草,1.0
764.472,草,1.0
765.088,やってんな,0.0
765.644,v,1.0
765.704,寝かしとくタイプね,1.0
766.278,草,1.0
766.323,草,1.0
767.707,がんば〜,0.0
768.425,草,1.0
768.606,頑張ってくれ,0.0
768.606,やりんさいw,1.0
768.692,やってないやんけww,1.0
768.861,眠らしてるw,1.0
769.08,大将頼むーw,1.0
769.092,挨拶が可愛い,0.0
769.471,だせぇw,1.0
770.305,ww,1.0
771.216,ちょっとせこいｗ,1.0
771.404,あれ？コメ欄制限してないじゃんいいね,0.0
771.483,草,1.0
772.276,やあ,0.0
772.873,w,1.0
773.163,草,1.0
774.666,草,1.0
774.8,草,1.0
775.028,草なんよ,1.0
775.839,草,1.0
776.826,なんかじゃない？w,1.0
776.883,せこいってｗ,1.0
778.493,草,1.0
778.583,保険かけてるなw,1.0
778.885,w,1.0
779.502,ニコニコ動画さんだ,0.0
780.188,にょ、にょまれ〜！,0.0
780.331,ドラっす,0.0
782.239,へ～そんな仕様あんのか,0.0
782.794,草,1.0
783.218,加藤さん、相づち教えて下さいになってるよ？,0.0
783.823,ゴールド落ちたら泣いちゃうよ,0.0
784.581,対よろ,0.0
784.776,w,1.0
785.995,がんばにょ〜,0.0
786.027,こすいw,1.0
786.912,関さん優しいなー葛葉が入りやすい煽る流れにしてくれてる,0.0
788.916,せこいてw,1.0
789.376,にょっす,0.0
790.135,にょっすにょっすにょっすにょっすにょっすにょっすにょっすにょっすにょっすにょっすにょっすにょっす,0.0
796.004,かはや,0.0
800.756,楽しみ,0.0
800.826,みんな声通るなぁ,0.0
806.145,おうおうおう,0.0
807.422,プロチームのオーナー×2、大御所、奥歯,0.0
809.298,KAYOとスカイどっちがいいんやろか,0.0
810.467,にょっすにょっすにょっすにょっすにょっす,0.0
810.716,対よろ,0.0
811.795,割と荒れないね,0.0
812.485,葛葉声だせば勝率上がるからがんばれ！,0.0
814.927,にょっす,0.0
816.331,この人がちーちゃんだよ,0.0
818.879,たーのーしーみー,0.0
818.907,対よろ,0.0
819.981,たのしみ(^-^),1.0
821.219,こん〜,0.0
821.386,楽しんでけぇ！,1.0
821.462,すまにょ,0.0
822.491,衛門さんたちよろしくなぁ〜,0.0
823.139,頑張れー！,0.0
823.881,頑張れ！,0.0
824.847,純から来すぎ帰れ,0.0
825.823,やあ,0.0
827.731,楽しみや！,0.0
828.218,頼むぞい！,0.0
828.736,これがちーちゃんかあ,0.0
828.85,ほぇ～,0.0
829.901,草,1.0
830.912,良くないかあｗ,1.0
831.208,あったね,0.0
832.245,にょっす！ｗ,1.0
832.975,にょ,1.0
833.179,にょっすはBANしてんの？,0.0
833.77,よくないかｗ,1.0
834.595,草,1.0
835.059,がんばれー！,0.0
835.328,草,1.0
835.35,良くなかった,0.0
835.954,コーチw,1.0
835.975,ちーちゃんのサブスクください,0.0
836.181,草,1.0
836.318,草,1.0
836.356,豪華だー！,0.0
836.377,よくないw,1.0
836.436,草,1.0
836.475,あ,0.0
836.907,良くないかｗ,1.0
838.159,あれあかんやつかw,1.0
838.299,がんばれ〜,0.0
839.139,良くないw,1.0
840.204,葛葉さん頑張れ♡,0.0
840.529,そうなんだ,0.0
840.879,よくない、、？w,1.0
840.996,よくないw,1.0
841.331,まずい,0.0
842.628,ジャスが壊してくれ,0.0
842.91,コーチの感情w,1.0
843.824,あ,0.0
844.405,そうなのか,0.0
844.568,なんそれｗ,1.0
844.993,草,1.0
844.987,よくないんだ,0.0
845.529,草,1.0
847.363,グリッチなのｗ,1.0
847.465,おっと？,0.0
847.894,グリッジなんだ,0.0
848.017,草,1.0
849.019,よくないっすねw,1.0
849.855,にょっす,0.0
849.986,いやずっと前からあるよ笑,1.0
850.076,頑張れー！,0.0
852.053,スイッチのとこ？,0.0
852.107,頑張れぇ〜,1.0
852.748,lazさんやってた,0.0
852.951,lazさんのやつね,0.0
853.417,バグ？w,1.0
854.301,あ まずい やめべ ひん,0.0
855.167,まずい,0.0
858.52,まずは情報の精査からかw,0.0
859.083,ヘイヴンは見たけど,0.0
861.254,にょっすにょっす！,0.0
861.484,昔からあるやつね,0.0
862.411,キルジョイウルトの抜きを研究してる方いるよね,0.0
862.511,楽しんでくだされ〜,0.0
864.661,葛葉頑張れ〜！！,1.0
867.94,"がんばれ！( ⌯'꒳'⌯)⚐""",0.0
869.435,あれグリッチリスト入ったんだw,1.0
870.813,やあ,0.0
872.472,頑張れ！！,0.0
872.611,ファイト〜,0.0
873.011,がんばー,0.0
875.579,meiyさんか,0.0
875.8,れｔ５６７８９,0.0
878.572,各自ブロックなり報告なりで無視安定,1.0
879.122,やあ,0.0
880.285,おいすー,0.0
883.536,ファイト,0.0
883.994,にょっすって何？,0.0
884.008,おお～,1.0
885.83,まだ練習だから音下げてる,0.0
886.553,メンバーに衛門居て草なんよ,0.0
886.615,今作線会議中か,0.0
887.587,やあ,0.0
888.233,みんな仲良くするにょ,1.0
888.798,期待してるぞ！,0.0
888.939,ゲーム音は会話聞こえないから下げてるだけだよ,0.0
889.299,頑張れー！,0.0
889.735,登録者モードは加藤さんに失礼だからやらん言うてた気がする,0.0
889.883,頑張れやあ,0.0
891.872,挨拶かわいいw,1.0
892.531,ゲーム音はあえて下げてる感じです,0.0
893.766,たいよろー,0.0
893.884,おいすー,0.0
894.439,今来た頑張れー,0.0
894.696,座学だから音下げてるんでしょ,0.0
894.994,セットほしいな,0.0
896.516,ジャスぱー,0.0
897.116,いいね,0.0
898.524,ジャスさすがや,0.0
898.571,草,1.0
898.685,フルパならでは,0.0
899.614,昨日エクスさんが言ってたとこだ。,0.0
899.148,試合始まったら上げてくれたらええ,1.0
900.872,草,1.0
901.282,ww,1.0
901.589,草,1.0
901.764,そいやじゃすCRか,0.0
902.245,くさ,1.0
902.377,にょ、にょまれ〜！,0.0
902.391,草,1.0
902.607,草,1.0
902.658,草,1.0
903.461,ここだけの話でｗｗ,1.0
903.785,CRのやつww,1.0
904.28,おいw,1.0
904.414,いいねｗ,1.0
904.526,草,1.0
904.907,やばいｗｗ,1.0
905.038,ここより純のコメの方が荒れてて笑う,1.0
905.365,草,1.0
905.411,草,1.0
905.631,今日は祭りだな,0.0
906.997,草,1.0
907.718,草,1.0
908.006,草,1.0
908.033,まずいw,1.0
908.068,草　　,1.0
908.333,とな,0.0
908.504,草,1.0
908.625,草,1.0
908.713,草,1.0
908.891,ww,1.0
909.05,対よろ,0.0
909.953,えぐいww,1.0
910.131,草,1.0
911.082,草,1.0
911.181,純いくわ,1.0
911.955,加藤さん！！？,0.0
911.999,座学中だからゲーム音下げてるのか,0.0
912.275,草,1.0
912.28,草,1.0
912.927,強いなこのチーム,0.0
913.525,草,1.0
914.768,草,1.0
914.779,最低じゃんｗ,1.0
915.642,草,1.0
916.856,やばすぎだろw,1.0
917.804,ﾃﾞｭﾝｽﾁ,0.0
917.805,なんかにょにょ可愛い,0.0
919.112,リドルとムラッシュにバレるw,1.0
920.233,聞き出そうとしてるｗ,1.0
922.922,リドルも競技シーン参入するんだっけw,1.0
924.791,草,1.0
926.152,笑笑,1.0
