コメント,ラベル
なんださっきのw,1
ささるささるｗ,1
それはほんとに意味不明かもｗ,1
こーれ、まずいですw,1
エコでＣですかｗ,1
ヴァンダルあるんよねw,1
この感じ懐かしいと感じるw,1
腹いてぇw,1
通るんだよねｗ,1
犬よわいだろｗ,1
統率が一切取れてないの草,1
な？ｗ,1
猫犬ｗ,1
猫犬？w,1
ねこいぬｗ,1
猫犬w,1
ねこいぬw,1
鳥獣戯画ｗ,1
ふわごろうw,1
それぞれのフィジカルだけで戦ってるｗｗ,1
フワゴロウww,1
ムツゴロウw,1
ふわごろｗ,1
宣言やめてw,1
よくないなぁｗ,1
ごめんねｗ,1
事前に？ｗｗ,1
フワゴロウw,1
誰だよw,1
会話がふわふわでいいw,1
デスマしてない？w,1
報告おかしいw,1
実況いるなｗ,1
ギャル？w,1
だれw,1
何w,1
なぁいす！,1
こんにちは,1
とぅーっ,1
ナイス～,1
とぅーね,1
めっちゃいい,1
ないすう,1
おしー,1
足音出しちゃうかぁ,1
りりさーん,1
わかんないか～ｗｗ,1
おしいぃ,1
死体が喋るなぁ,1
わかんないかぁ＾；,1
死体共笑,1
わかんねえかw,1
したいどもｗ,1
死体どもww,1
おい4体！w,1
ぉぃw,1
したいどもさぁｗ,1
死体が喋っている,1
死体共が！,1
死体っ！,1
だとしても足音はw,1
だまれよぉっw,1
死体がしゃべってる,1
気持ちはw,1
死体どもがw,1
気持ちしかねぇw,1
気持ちはねw,1
死体どもw,1
死人に口はない,1
死体w,1
誰も出さないのである！,1
他力本願寺だったｗ,1
足音出しちゃうかぁ〜,1
他力本願寺ｗｗ,1
気持ちはなｗ,1
他力本願寺です,1
本願寺でまくり,1
焦っちゃったか,1
めちゃくちゃすぎるｗ,1
出た他力本願寺,1
だとしてもなのよw,1
他力本願寺w,1
海老尾を勝たせる約束がｗ,1
バタバタ未来人かわええわー,1
芸人しかおらんｗ,1
他力本願寺っw,1
神エイムきたｗ,1
うそやんｗ,1
神すぎたw,1
流石にタイトル回収ね？w,1
ガバガバで草,1
神AIMだったw,1
ナイエコｗ,1
シンプルごめんｗ,1
リアルごめんw,1
ごめんっw,1
ごめんｗ,1
神エイムだったｗ,1
謝り方草,1
ごめｗ,1
荷物重いかw,1
気負わせてごめんやんmw,1
おもろすぎるｗｗ,1
さすがの神エイム（笑）,1
スカイ背負いすぎw,1
ウルト合戦草,1
飽きちゃったかw,1
飽きちゃったｗ,1
ウルト溜まってるスカイに渡すのヤバw,1
ふわごろうさんw,1
フワゴロウさんｗ,1
勝つ気ないやろ笑,1
なんでこんなボコられるw,1
犬でドライピークめっちゃ面白いｗ,1
名前だけじゃわからんｗ,1
変なことするからｗ,1
今のはおわってるｗ,1
イメージ完璧やった,1
ｽｰｯ…,1
うええい,1
未来人かっこええｗ,1
ナーイス,1
ナーイス！,1
ないすーー！,1
かっけぇ！,1
かっこよすぎいい,1
カッコよ,1
かっこ！,1
鈍器草,1
顔面ぐちゃぐちゃ,1
イケメンハンマー,1
うぉぉおお,1
うぉーー,1
未来人かっけえ,1
りりさんかっこいい,1
前歯ﾎﾞｯｺｰﾝ,1
ナイスゥー！,1
かっこよ,1
頭カチ割ったw,1
ナイス撲殺,1
はんまー！,1
ハンマー最強！,1
かこよ,1
顔面潰れた,1
イライラしてたからスッキリしたな,1
クラシックのつもりでハンマーだしたのかｗ,1
ナイフキルうおお！,1
かっこよ、,1
ハンマーの正しい使い方でた,1
え？,1
顔面かっこよ,1
ラインハルトいた,1
ハンマーナイスゥ！,1
はやw,1
エビオスごww,1
ちょっと失礼で草,1
何回やったよw,1
おｗ,1
かっこわるw,1
ふふw,1
なんだこれ笑うｗ,1
やばいなw,1
ふわっちヤバいってw,1
ふわっちほんま草,1
未来人がいつもイモ引いてるの草生える,1
攻め終わりたがってるやんw,1
ふわちの声かわいいw,1
自分でw,1
自分に言い聞かせてる？w,1
えｗ？,1
自分に言い聞かせてて草,1
自分に言ってるやんw,1
自分に言い聞かせてるｗｗ,1
自分w,1
暗示かけてたw,1
下に出てきて草,1
自分でコントロールｗ,1
自分に言ってるのまじで草,1
こえーよwふわっち,1
ふわっちおもしろすぎるw,1
やしときずみたいな概念やめてw,1
猫はいないのよｗ,1
嘘やんｗ,1
何しとんw,1
ぐっちゃぐちゃだｗｗ,1
りりさんノイキャンで聞こえねえw,1
そうかｗ,1
せやろかｗ,1
へんなｗ,1
リベンジあかぴゃ,1
相変わらずうぉうぉうぉがラークなんや,1
いいねぇ～！,1
ナーイスゥ,1
いいよ！,1
本当に守りマだったのか,1
ナイスゥー,1
ショーティ兄弟,1
ふふww,1
再放送,1
オウムもいます,1
ぉもろw,1
AQFだものw,1
再放送w,1
AQF同じ事言いがちだからｗ,1
自分で気付くのもおもろいｗｗ,1
条件反射と雰囲気で会話してるw,1
AQF集まった途端知能指数がw,1
バレたw,1
飛行機！？ｗ,1
飛行機？w,1
飛行機かわいいなｗ,1
うっま草,1
ほんとにAで草,1
飛行機初めて聞いたw,1
まずいまずいw,1
負け筋だｗ,1
まずいw,1
ししーモンタージュ始まっちゃった？ｗ,1
ナイスｗ,1
エグい削り食らって草,1
四天王式やめw,1
おけーーいw,1
あぶねーw,1
ないけずｗｗ,1
おもろww,1
いいねえw,1
煽り草,1
意味ないってｗ,1
遊ぶなw,1
やめw,1
露骨すぎw,1
今のいる？ｗ,1
キーボード音まできこえるw,1
うるせえｗｗ,1
うるさww,1
ちょちょちょちょちょちょいっw,1
つっよｗ,1
ひまちゃんつっよw,1
おかわりw,1
寄りかかり始めてるｗｗ,1
えびお安定のキモ武器で草,1
犬と散歩してるのかわよw,1
っておおいい,1
守マやーん！っておいー,1
＼ドッ／,1
っておいー！,1
っておいい,1
いいねぇw,1
っておいー,1
ほんとに守りで草,1
守マやんw,1
やーん,1
っておいーー！,1
守マですやーん,1
守マやーん！,1
ておいー,1
やーーん,1
おい〜,1
いいねぇ,1
まもマだったかー！,1
って、オイイ！,1
まもまだったか,1
ってオイイ,1
っておいい！,1
銀魂w,1
ってオイー！,1
やめてww,1
テンションがww,1
急に銀魂になるの草,1
５連取まじかｗ,1
っておい～ｗｗ守マじゃねぇえか～ｗ,1
葛八！？,1
結局上手いやつが勝つゲームだった,1
葛葉オーダーもアイムもいいな,1
怒られたｗ,1
うるさいなぁは草,1
中学生いる,1
やんやーんww,1
うるさいんですけどw,1
銀さんｗ,1
工事中,1
普通に怒られたw,1
AQF歯茎えぐいってw,1
下水におじさんｗ,1
おじさんブリーチかとおもたww,1
ナイブロw,1
ぐきw,1
運任せw,1
あみだくじｗ,1
あみだ草,1
まさかのあみだw,1
あみだくじでww,1
ちょっとおもろそうじゃんw,1
まじでまもまになってるw,1
楽しげで草,1
エンジョイがすぎるw,1
YouTubeでみたw,1
何か草,1
ひまちゃんかわいいw,1
やりたいw,1
勉強したのねｗ,1
ヘビーぴーまーっていった？w,1
かわいｗｗ,1
動画勢w,1
無邪気w,1
動画勢ｗ,1
まじ便利ｗ,1
ちょっとよそ見ねw,1
よそ見w,1
ACE見えてきて草,1
AQF全滅で草,1
よそ見しちゃったかぁw,1
うまいw,1
トイレｗｗ,1
早いってｗ,1
GGww,1
GGははやすぎるｗｗ,1
ふわっち自由だなw,1
ggはっやｗ,1
ABO草,1
ggすなw,1
AQFさん？w,1
ggやめろｗｗ,1
トイレｗ,1
GGは草,1
ヤケクソgg草,1
お漏らしggやめてw,1
早漏ggやめてww,1
はええw,1
まだ勝ってるからｗ,1
気が削がれるw,1
早漏GG出てますｗ,1
そうなんだｗｗ,1
雑談ww,1
外野ｗ,1
温度差ｗ,1
ほんまかｗ,1
自由やなw,1
ぽいねw,1
ぽいw,1
ボタン目w,1
たしかにww,1
盛り上がるなw,1
第五が出てくるとはw,1
でも動きなよw,1
エビオ間に合うか？w,1
またかw,1
エビオトイレ遅いよなｗ,1
間に合ったww,1
えびおw,1
V最思い出すなw,1
ギリw,1
えくすw,1
おお来たｗｗ,1
なんやねんw,1
エクスw,1
飯食ってんのw,1
飯食ったことにされたｗｗ,1
可愛いw,1
うぉうぉさんうんまw,1
ししーに狩られてるw,1
今の会話なんやねんw,1
大痔主草,1
そっかAQFそろってるんかw,1
オペうまいｗ,1
ハユンうっまww,1
ええ勝負やw,1
あぶねえｗ,1
わぁ～,1
くるくるｗ,1
ななああいｓ,1
ええ,1
わああ,1
おおナイス！,1
未来の人「今？」,1
ジャッジなんだよねぇ！,1
わぁお！,1
えぐーー,1
うおおないす！,1
きもてぃー,1
？！,1
ジャッジなんだよねえ,1
うえ！？,1
わぁー！,1
ジャッジなんだよねぇーー！,1
あんた！,1
つよーー,1
ジャッジ戦隊かな,1
つよつよつよつよ,1
うおお！,1
えぐうう！,1
まじ,1
ナイスナイス！,1
天才や,1
やばいな、これは犯罪,1
ま？！,1
ないすぅー！,1
うわぁｗ,1
パラとか関係ないんだよね,1
れちごーー,1
ジャッジなんだよねぇ,1
まじか！ないす〜,1
ないつぅーー！,1
すごー！,1
やっぱジャッジよ,1
ナイスベイト,1
えっぐい笑,1
レッチごー！,1
犯罪でーーす,1
わあーー！,1
ジャッジなんだよねー！,1
ジャッジ最強！ジャッジ最強！,1
ちょちょー！,1
わぁ〜,1
つーんよ,1
精神を破壊するショットガン,1
つよつよ,1
なにこれ,1
ジャッジなんだよねえ！,1
ジャッジなんだよねー,1
ジャッチなんだよね,1
ジャッジ最強,1
ジャッジうまぁぁ！,1
ないぐさ～ｗｗ,1
にげもらは何？ｗ,1
時間かかったなぁw,1
ふふwないすぅ！,1
エイムｗｗ,1
AIMw,1
あたんねw,1
ないすｗｗ,1
うっまｗ,1
死ぬんかいww,1
えぺｗ,1
ぴょんぴょんで草,1
後半笑いながら撃ってるw,1
エイムやべえなｗｗ,1
ジャンプw,1
神エイムでたなあw,1
エイムが神が勝ってたw,1
逃げてもらおうか？ww,1
DD茶漬けｗ,1
ぶってない？ｗ,1
怖すぎて草,1
焦り過ぎw,1
気持ちわかるｗ,1
るw,1
焦りすぎw,1
あぶなw,1
焦り方草,1
焦りすぎやw,1
あせあせw,1
焦りがすごいｗ,1
未来人疲れ切ってるｗ,1
ふわっちおもろすぎｗ,1
めっちゃ焦ってて草,1
リリさんそんな焦る場面じゃないw,1
judge+odin kills w,1
あせってるw,1
つよいｗ,1
勝ちに来たw,1
オーメン27Killｗ,1
AQFWIN！,1
ぐちゃぐちゃにw,1
何事やww,1
GGはやいってｗｗ,1
一瞬でw,1
１テンポずれたw,1
あんまり寄れてなかったかw,1
報告ないｗｗ,1
gg使い所ちがうくないかw,1
デスマｗ,1
嫌な予感がするw,1
OTがんばれ～！ｗｗ,1
負けそうで草,1
これでバランスいいの葛葉強いなw,1
１２はまずいｗ,1
つよ！,1
つんよ,1
つよ,1
つっよ,1
がんばれ！？,1
つええ,1
ぽんぴまん！,1
つっよw,1
！？！？,1
ぽんぴま！？,1
ぴまぴまつええ,1
グレ痛すぎたな,1
おお！,1
何が起きたんや!,1
ぽんぴ！,1
ぴまんつよ,1
本暇つっよw,1
プラチナがキャリーしてるんすわ,1
住人きちゃ,1
おー,1
うああ,1
いええ,1
つっよい！,1
うしろだよーんw,1
プレデターの後頭部,1
うぇ〜い！,1
いいね！,1
強かった味方,1
ぴまぴまナイス,1
モク中にエビオあり,1
12を超えたぞうおお,1
うおお呪いをこえろ！,1
12を超えたAQFは勝てるぞ！,1
OWやってる？w,1
owか？,1
納得できなかったか,1
野良いね？ｗｗ,1
どしたw,1
なんやろなぁ？,1
ことわざ生まれたw,1
ことわざｗｗ,1
おどれ！w,1
辞典みたいな説明草,1
クロロｗ,1
だれだよww,1
ありありｗ,1
遅延風味てなんだw,1
おしw,1
もったいないw,1
不安w,1
不安にさせるｗｗ,1
不安にさせるw,1
不安ｗｗ,1
心理戦w,1
血の気多すぎww,1
待てしてるみたいふわっちｗ,1
OTなのでw,1
ふわっち最高やw,1
OTですw,1
勝負したい、しか言語を知らない人になるｗ,1
勝負したくてウズウズしてるじゃん笑,1
ふわっちおもろすぎw,1
勝負したい！w,1
ふわっちおもろすぎるｗｗ,1
ふわっちいいねｗ,1
ふわっちの自問自答おもろすぎｗ,1
ふわじいｗｗ,1
イキリ草,1
ふわっちおもろｗ,1
今の何w,1
今の声おもろいw,1
ふわっちがうるせいw,1
グーフィーw,1
グーフィーww,1
グーフィーｗｗ,1
チームバランス最高だなw,1
いいぞ,1
頑張れ〜！,1
いいぞー！,1
えびおないす,1
てぃむないす,1
いーね！,1
いいぞ！,1
相手読みｗ,1
ししー,1
ナイスーー！,1
ナイス～！,1
我慢勝ちないす,1
読めてるねー,1
ついに！？,1
なああいす！,1
ナイスゥＧＧ,1
ないすー！gg,1
ＧＧ,1
天才,1
ナイスー！？,1
ないすgg,1
うまーー,1
なーいす！,1
ナイスゥ～！gg！,1
なーいす,1
なああいす,1
うおおgg！,1
なぁぁぉぁあいす,1
ないーす！gg！,1
エビオやっとやー！,1
うまー！,1
ないすう〜！,1
gg〜！,1
ナイスです…！,1
エビオ勝ててよかった,1
最高やん！,1
ナイスー!,1
全勝やー,1
OTアツかった～！,1
victory★ ,1
GGすぎるぅ！,1
エクス背負ったなｗ,1
おめでとう,1
熱すぎるw,1
エビオ勝てたな！,1
りりむ2-7つっよ,1
ｇｇ！,1
つええｗｗ,1
エビオ良かったねw,1
りりむに弱すぎて草,1
勝負なんだよねｗ,1
どっちかは勝つのよw,1
紅白戦きちゃ,1
おお紅白！,1
いいね～,1
全勝いいよおー,1
うおお紅白戦だ！,1
紅白戦！、,1
きちゃあ,1
そっかししー負けてるのか,1
紅白戦うおお,1
あっつ,1
紅白きちゃ,1
あっ,1
うわああ,1
あかちゃん；,1
紅白うおお,1
おぉ！最高！,1
ああ,1
男女きつそ〜w,1
ししーさん；,1
わお,1
うわああ；,1
しし,1
あー,1
ししー！？,1
煽るね～ｗ,1
おおー,1
にじさんじで男女やると大体男負けるんだよなぁｗ,1
煽りえぐいって,1
しし；,1
うぐぐ,1
強いのにw,1
葛葉が全勝だもんね！w,1
ししーちゃん,1
ししー全敗かあ；,1
葛葉が全勝ち？,1
ししー；,1
え、あんな強いのに？,1
全勝だああ,1
しし〜,1
あかちゃん,1
葛葉だね,1
獅子堂めちゃ強なのに；,1
葛葉やw,1
全勝かー,1
葛葉全勝だねぇ,1
あんたや,1
くずふわやね,1
あかちゃん;,1
葛葉全勝？,1
お隣さん,1
そうか葛葉ずっと勝ちだから対面のあかりちゃんがw,1
うおー,1
うぇ〜い,1
あかぴゃ,1
うえーい！,1
ハユン強キャラなのかわええ,1
ぷわもか？,1
ししどーと葛葉の組み合わせみてぇよ…,1
葛葉つよ～！,1
ぉお,1
どっちも応援してます,1
ふわずは2人！,1
全勝葛葉の対面だから、,1
葛葉とふわっち全勝やね,1
全勝すごい,1
葛葉の対だからね,1
くずぷわナイスー,1
全勝,1
ししー;,1
ふわくず,1
ししーさっき暴れてたのに；,1
どっちもバス乗ってますｗ,1
ロックマンOP,1
ししーうぉうぉうぉさん,1
なお、フラグ2.3.4は女子の模様,1
ししどさんあんな撃ち合い強いのにか,1
ししー:,1
運だったのかｗ,1
エイムは運,1
運ｗ,1
運！？！？,1
カバー意識と頭は誰にも負けんｗ,1
運で汗まで行ったんかw,1
運なのかw,1
エイムは運ｗｗ,1
かわいいww,1
運だったのかw,1
思想の違いがw,1
エイムは運ｗ,1
エイムは運なんだw,1
運w,1
エイムは運なのかw,1
運かぁw,1
エイムは運w,1
どこの派閥よそれw,1
トリッキーな子だw,1
おみくじタイプここにもおって草,1
運なんやw,1
運勝ちだとしたらえぐすぎでしょｗｗ,1
運！？w,1
エイムは運ww,1
エイムは運、マ？w,1
冗談やんかｗ,1
エイム運w,1
ししエイムめちゃええけどw,1
それこそ運ゲーじゃないかロータスｗ,1
でたｗ,1
アイボかぁw,1
またジャッジマップにもってこうとしてるやついるw,1
マジかよw,1
マジ！？ｗ,1
BO3草,1
うそんw,1
おっもｗ,1
朝までやる気か？ｗｗ,1
ま？w,1
やるきすごw,1
今からまじかｗｗ,1
大会ｗ,1
BO3マ！？ｗ,1
BO3w,1
BO3ｗ,1
やる気すごいw,1
まじかw,1
やろうやろうw,1
ガチすぎるｗ,1
あつすぎｗ,1
今からBO3w,1
体力すごw,1
強すぎw,1
BO3ww,1
終わるの何時だってw,1
こっから3試合はハードだぞ？ww,1
マ？w,1
ボコろうw,1
BO3鬼畜で草,1
白組ふぁいてぃんw,1
ぷわセージ好きだなｗ,1
バトルセージｗ,1
sage? w,1
チェンバー折るやん！ｗ,1
なんとなくw,1
なんとなくはやめぇw,1
なんとなくｗ,1
ぽーかー？ｗ,1
これは強いw,1
なんとなくww,1
これつええｗ,1
やばいってw,1
初期のowじゃねえんだぞw,1
それ守り強すぎだろｗ,1
これつよw,1
2枚ずつは強すぎｗｗ,1
今の一言で評価ダダ下がりw,1
秘伝の一族WIN,1
はやいｗ,1
恒例w,1
早いのよw,1
時間逆行ｗ,1
逆w,1
それはないw,1
誰も否定しないw,1
今からｗ,1
ガチ感あるなぁw,1
ガチでワロタw,1
編成遊んでるw,1
ありそうｗ,1
相手Bどうするのw,1
1人w,1
鬼教官来たw,1
部活やww,1
いきなり男臭いww,1
厳しいw,1
体育会系？w,1
葛葉士官学校,1
みんなカーテン待ってたw,1
リリムステップうまｗ,1
きっも,1
ひばＷ,1
葛葉キラーりりむ,1
やばい急な熱血ツボw,1
草１,1
ナイス～ｗｗ,1
にゃいｓｗ,1
うぇーい,1
えびおうまww,1
いいねえ！,1
うめぇw,1
いい位置ｗ,1
うますぎww,1
ナイスナイス！w,1
ないすー！w,1
ヒールもらいにきたw,1
ささったｗ,1
まじでうめえｗ,1
うめええw,1
エビオやばw,1
動き深すぎw,1
追い込み漁おもろすぎw,1
居るとは思わんｗ,1
勝ち方おもろｗｗ,1
えぺだわw,1
ふざけてるだけだろｗｗ,1
やらしー,1
ABOやばw,1
ヴァロではないw,1
天才だこれw,1
ナイス！w,1
いい意味でキモいw,1
かなり不快な動きw,1
動き草,1
帰ってくれw,1
ABOきもｗ,1
絶対きもいって言われてそうw,1
別ゲーやってる？w,1
お祭りしてるw,1
ヒール貰うのおもろすぎww,1
回復要求かw,1
今回はカーテン待たないのねw,1
なんてｗ,1
なにしてんだよww,1
負けるなw,1
なにしとるｗ,1
この5人好きｗ,1
ラークなのか？それｗ,1
4ラークｗ,1
それ本体やw,1
それ本隊じゃね？ｗ,1
お前がラークやんｗ,1
沼バトルあざすｗｗ,1
にゃらかｗ,1
エペやんw,1
神エイムきちゃw,1
神エイムw,1
お互い沼ったww,1
ないすww,1
ちょい沼w,1
当たらないｗ,1
お互いｗ,1
ぬまｗｗ,1
どっちも沼ｗ,1
沼バトルしてたw,1
沼すぎで笑った,1
沼と沼ww,1
沼ファイトｗｗ,1
被ダメ０だったのうけるｗｗ,1
エビオ見せてくれw,1
沼だったなぁw,1
被ダメ0草,1
たのしそーw男子だけだしかな,1
igl光り始めてるｗ,1
うおおw,1
なんか連携イなｗ,1
ええやんw,1
t1かｗ,1
なんかいけてるの草,1
夢の13-0ｗ,1
オーディン？w,1
オーディン！？ww,1
２６９はいってない？ｗｗ,1
もうダメだw,1
オーディンw,1
オーディン練習は草,1
マスターズ行くかｗ,1
今日ヤバめか笑,1
くやしがってんだろうなあw,1
かわいい声ww,1
エビオww,1
ボロクソで草,1
バランスえぐw,1
見えてるよw,1
わかってるやろw,1
わかるw,1
ないすう！ww,1
ままｗ,1
おもろすぎ笑,1
報告おもろいｗ,1
やばいおもろすぎるw,1
ふわっち絶好調w,1
ふわっちなんでこんなおもろいw,1
ツッコミ甲斐があるねｗｗ,1
なんで勝てんだ？w,1
わちゃわちゃおもろすぎるw,1
ほんっとおもろいんだけどw,1
ABO本当におもろいw,1
よく考えたらこのメンバー全員ふわふわしてんなw,1
おもろいw,1
浅くねw,1
断末魔えぐｗ,1
共鳴しまくりw,1
断末魔w,1
迫真w,1
断末魔ｗ,1
フルダイブしとるw,1
叫び声がw,1
断末魔ｗｗ,1
事件性ｗ,1
フェイクだよねえw,1
うぜぇｗ,1
うるせｗ,1
きめw,1
きめえｗｗ,1
ヒバ明るくて良いね,1
きもw,1
うざww,1
うるせww,1
きもすぎるww,1
怖いねぇ^ ^ww,1
ウゼェってw,1
うざすぎw,1
男どもがw,1
しれっとボルサリーノおらん？ww,1
おもしろすぎww,1
高校生？w,1
全員ずっと喋っとるw,1
ニチャニチャすぎw,1
嫌だなあw,1
終わってるww,1
女の子相手にキモすぎるw,1
うるさすぎるw,1
男子校かよ,1
男しかおらんからみんな自由やってw,1
にちゃり手達の夜が今始まる,1
vcネッチョリしてる,1
ないすなのにうるさww,1
なんかキメてんだろｗｗ,1
チームみんな歯茎出てたww,1
男子ヴァロもおもろw,1
男子高校生しかおらんw,1
よくわからんくて草,1
交通事故ｗ,1
わああww,1
もう一人きてたｗ,1
なんだ今のw,1
この感じで強いの笑うｗｗ,1
棒立ちで草,1
事故おきたw,1
なんだこいつw,1
勢いすごいなw,1
ふざけてるのに強いw,1
相手視点みたいw,1
エビオw,1
うまくて草,1
勝ったw,1
全てを理解しているw,1
キモすぎるw,1
プロw,1
ナイスゥ！w,1
ショットガンを理解しすぎてるｗｗ,1
ショットガンのプロやんw,1
エビオまじで動きがヴァロじゃねぇww,1
ショットガンナーすぎるw,1
ショットガン博士おるってw,1
そんなプロやだw,1
千束で草,1
キモいｗ,1
弄んで弄ばれるの草,1
ショットガンの弾道線見えてるw,1
女性陣応援したくなるw,1
ソバエントリー草,1
ソヴァ？w,1
ナイスすぎｗ,1
A B A w,1
びびるw,1
え？ｗ,1
うそだろww,1
わからんw,1
今来た感じだったわw,1
エビオ読みされてたかw,1
ABO読みw,1
ABOいつもこれや笑,1
カウントダウンＴＶｗ,1
CDTV草,1
カウントダウンTVww,1
CDTVw,1
うほいｗ,1
攻めオペｗ,1
ハユンにも語録がうつってるｗｗ,1
りりむによく撃ち負けるなｗ,1
ふわっちに着いてけるはゆんもうだいぶ日本人だなw,1
盾よわw,1
りりむと相性悪いな笑,1
いてえw,1
ジップはええなｗ,1
あーーw,1
おしいww,1
はやすぎww,1
マジレスやめろw,1
ほんとにそれw,1
正論すぎて草,1
急にまともなのやめてｗｗ,1
正論ｗｗ,1
正論パンチw,1
ふわっちがそれを言うのがおもろすぎるｗｗ,1
ごもっともで草,1
正論やめてw,1
急なマジレスやめてくれww,1
普通の？笑う,1
ナイスこわし,1
理論派ふわっちおもろいw,1
うんめえ,1
なああいｓ,1
あぶねええ,1
なぁーーいす！,1
すげええ,1
うんま,1
うまあ,1
うおおナイス,1
あっぶね,1
耳でっか,1
kikoeta!?,1
耳良すぎ侍,1
耳でか,1
うっまま,1
えびお耳よすぎー！,1
耳すご,1
異常聴覚だ,1
うますぎぃぃ,1
聞こえんかったw,1
解除音報告えっら,1
耳すご！,1
耳でっかナイス,1
耳でかすぎ！,1
耳でかすぎ,1
耳出っっか！,1
ヒーローだ,1
うんま！,1
うんまぁぁ！？,1
耳でかすぎだろ,1
サイドエフェクトきた,1
異常聴覚は伝染する…,1
すげえなエビオ,1
なんで今の聞こえた！？,1
あの戦禍の中よくきこえたな,1
耳いいな！？,1
しかもABOよう聞こえたな,1
みみでかかった,1
耳デカすぎうおお,1
エビオないす,1
mimi deka,1
コウモリ？ｗｗ,1
まじで聞こえんかった,1
aboナイスやん,1
耳デカすぎだろ,1
えびお耳でっか,1
耳デカ！,1
今日の異常聴覚,1
ウマ！？,1
異常聴覚きたああ,1
すっごいエビオ,1
耳でけー,1
全然聞こえてたぞ,1
ピピっy,1
周波数あんの？w,1
若いか,1
耳でけぇ,1
イルカおるやん,1
フラッシュと被ってわからんかった,1
耳でかー！,1
エコー帰って来てるｗ,1
ABOしか聞こえてないｗ,1
イルカｗ,1
異常聴覚は草,1
イルカw,1
イルカと会話できるw,1
赤ちゃんやなw,1
エビオ高音に強いw,1
澤構文みたいw,1
若いからなｗ,1
そういう生態w,1
周波数ww,1
モスキート音も余裕か笑,1
人間の耳じゃないかw,1
若さ出たなw,1
若さとかではないだろw,1
うまだｗ,1
りりむかぁw,1
おしいｗ,1
呪いあるけど勝てるやろw,1
AQF反応すんなｗ,1
まっさかーw,1
絶対12になるんだよｗ,1
それすきｗ,1
12に反応するん草,1
相手の構成的にｂむりじゃね？ｗ,1
全部12なの草,1
足して12かぁ…w,1
12w,1
おばさーんｗ,1
おばさーんw,1
おばさんw,1
なんでww,1
やっぱヴァイパーかｗ,1
毒おばww,1
毒おばｗｗ,1
毒おばw,1
おばさんww,1
わかってるよw,1
どのおばさんw,1
ハユンに悪い知識がw,1
それバウンス1かもw,1
ボドカに教えてもらったリコンがｗ,1
アレスおしｗ,1
どーんｗ,1
ヒバナイスｗ,1
ひば良いねぇｗ,1
ふわっちマジおもろいw,1
ラッキーw,1
タレットww,1
タレットw,1
たのしすぎるw,1
えww,1
タレットｗｗ,1
草やめろ,1
こんなこともあるのかｗ,1
６ｗｗ,1
タレットがいっちゃん強ぇww,1
新人ちゃんを全力で泣かしに行くスタイルw,1
フラグトップで草,1
まじでソーヴァの位置じゃないw,1
このトムうるさいなｗ,1
はユンうめえ,1
君たち強いねえ,1
ナイスゥウウ,1
うめい,1
ナイスゥ！gg！,1
ナイスgg,1
すんごい行くw,1
ナイスgg〜,1
ハユンくんうんめええ,1
ナイスゥ！強！gg,1
ししー…,1
くず不破全勝？,1
まずは1本,1
そゆとこｗ,1
楽しくて強い,1
BO3か,1
すご！GG,1
あと,1
強いしおもろいし最高やんけ,1
そいうとこね,1
rきたw,1
レディはやいw,1
ｒはやいｗｗ,1
レディきたw,1
？w,1
readyw,1
何言ってんだあんたらw,1
チャット見てないw,1
パールかw,1
readyしてね？ｗ,1
ぱーるww,1
レディーきたw,1
パールかｗ,1
レディーw,1
readyかw,1
頭おかしくなる会話ww,1
だとしたら怪文書だろｗ,1
帰ってこんなあw,1
悔しい？w,1
ロータスやばw,1
ロータスｗｗ,1
スーパーなやつかｗ,1
お礼w,1
かわよｗ,1
チャットw,1
チャタリングw,1
ひまちゃんかわいいｗ,1
昨日のフラクチャーがよぎるｗ,1
neon? w,1
ネオンだからかw,1
できないんかいｗｗ,1
フラクチャーでヨル！？,1
ネオンマップか,1
ネオン強いからか,1
できんのかいw,1
葛葉ブリーチ？,1
ネオンだるそー,1
できないんだねw,1
よ、る,1
わっちゃりうぇ～いか,1
ちゃ～,1
バインドで…！？,1
yoru w,1
ぶりぶりれいずふぇいどきるじょい,1
ネオンのイメージあるなぁ,1
ブリーチじゃない？,1
レイズネオンとか,1
エビオにはレイズやってほしい,1
レイズか？,1
ゲッコーか,1
お先に,1
レイズじゃない？,1
フラクチャーはネオンが光りそう,1
ブリーチとかスカイとか,1
レイズ強い気がするけども、,1
3カードきた,1
きたきたｗ,1
ブリーチ必須じゃね?,1
葛葉のデュエ見てぇ,1
レイナみたいなぁ,1
スカイ祭りw,1
スカイ多め,1
5スカイｗ,1
みんな仲良しww,1
全員スカイw,1
全スカイw,1
ランダムはやばいｗ,1
ランダムピック行こう,1
5スカイw,1
ランダムにしようよ,1
ランダムｗ,1
なんけきてない？,1
顔てかてかなるｗ,1
危ない危ないw,1
スカイ株式会社,1
えっぐい歯茎w,1
あぶないあぶないw,1
ヤバスンギ,1
ヨルやろう,1
5due,1
ランダムw,1
5スカイww,1
動物ばっかりww,1
TAU!?,1
ふざけ出した,1
魂の5D's？,1
うん,1
遊び出したw,1
ふざけてない？ww,1
ランダムきちゃ,1
まぁガチャやね,1
ランダムいくぞおお,1
ワロタｗ,1
ランダムうおお,1
ランダムピックまじかw,1
ランダムだー！,1
わっちゃりこいこいこい,1
gacha w,1
1番上なるんじゃ？,1
うわああｗ,1
遊び始めたw,1
わ～ｗｗ,1
