ラベル,コメント
1,あーあ
1,あかちゃん；；
1,夜泣き
1,ひまちゃんボコボコにしてるw
1,草
1,しししーさぁん
1,泣かせたああああああ
1,赤ちゃん泣いちゃったw
1,草
1,泣いてる；；
1,泣かせちゃった
1,あらw
1,あああああああ
1,あーあ
1,泣かないで；；
1,あああ
1,あーあー
1,泣いちゃった・・・
1,泣いちゃった
1,あ
1,あ……
1,ガチ泣きですw
1,あ
1,あーあ
1,あ～あ、泣いちゃった
1,しししー
1,泣いちゃった…
1,最高w
1,あーあ泣かせた
1,あぁ?
1,あーあー
1,泣いちゃった...
1,えへえええん(Ｔ＿Ｔ)
1,泣いちゃった
1,あかちゃんが
1,泣いちゃったぁ
1,でも今回のでししどうちゃんめっちゃ強い印象しかないよｗ
1,ちょっと男子?
1,泣いちゃった
1,ほぼエビオのせい
1,ww
1,あ～あｗ
1,かわいいいw
1,男子が泣かせた?
1,泣いちゃった；；
1,強くなりたくば喰らえ!!
1,しししー
1,ししし?w
1,なすりつけられたw
1,ww
1,大体エビオのせいか
1,草
1,ww
1,草
1,泣かした～
1,ジャッジガキに泣かされた
1,ほぼエビオで草
1,あーえくすが泣かせたー
1,アカちゃん泣いちゃった
1,草
1,くやしくて…
1,ちょっと男子～
1,やってたなぁw
1,ちょっと男子?
1,男子が泣かせたーー
1,しししー;;
1,えけちゃん泣いてる
1,意味わからんｗ
1,攻めジャッジチェンバー
1,エビオおぉ?w
1,あーあABO～
1,それはエクスが悪いか
1,ちょっと男子?；；
1,草
1,ちょっと男子??！！
1,マジかよエビオ！最低だな！
1,ww
1,ジャッジチェンバーよー
1,エビオｗ
1,草
1,英雄のくせに
1,ししどさんのスコアめちゃ強いけどね試合通して
1,草
1,草
1,Kuzuha + Akari please
1,えびお??
1,しししー泣かないで
1,人の心無いんか！？
1,草
1,えびおさあ
1,草
1,w
1,草
1,ｗ
1,それがエクスだからw
1,草
1,これがエクス・アルビオ
1,草
1,陰口ｗｗ
1,ほなABOが悪いか
1,ww
1,陰口じゃないw
1,ちょっと男子ぃ?w
1,草
1,えびおw
1,ww
1,草
1,草
1,嫌われてて草
1,草
1,草
1,エビオw
1,直接言ってるんよw
1,草
1,メンタル抉ってきたw
1,攻めジャッジチェンバー
1,草
1,エクスくんが泣かせた??
1,陰口ww
1,草
1,確かにw
1,草
1,えびおw
1,自分でｗ
1,表口w
1,自分で言ってない？w
1,草
1,影じゃなくて草
1,これがモクなかにエビオありってやつか
1,陰口は隠しておいてくれ
1,草
1,自分で言うんかｗ
1,草
1,草
1,もく中にエビオありw
1,陰口ではないかもなww
1,自己申告w
1,草
1,自己申告草
1,陰口って知ってる？
1,本人申請w
1,自己申告ｗ
1,自己申告w
1,自分で言うんだww
1,ちょっと男子ぃ～
1,草
1,自己申告制はおもろいｗ
1,自己申告で草
1,自己申告w
1,自己申告悪口
1,自己申告w
1,ほかほかになっちゃったｗｗ
1,マジかエビオ
1,自己申告ｗ
1,あかちゃんまじ強かった！
1,あらw
1,草
1,成仏してしまうよそれは
1,草
1,草
1,草
1,自白するんだよね
1,かわいいw
1,告げ口する奴が一番性格悪い定期
1,草
1,ww
1,草
1,草
1,嫌われたなぁ
1,草
1,草
1,草
1,草
1,草
1,嫌われたw
1,あははは
1,嫌われてて草
1,嫌われて草
1,草
1,草
1,草
1,ちゃんとあったまってるw
1,あーあw
1,草
1,嫌われたww
1,草
1,最高やんw
1,あららw
1,嫌われたw
1,草
1,ww
1,あーあw
1,草
1,ABOww
1,草
1,オーバークックw
1,草
1,もっと仲悪くなりそうなww
1,オーバークック仲良くなれるのかw
1,草
1,OW2か
1,オーバークックいいねww
1,ヘイトがすごいw
1,草
1,草
1,草
1,草
1,草
1,えびおをたおすげーむw
1,そこまで言うw
1,草
1,owやるか
1,草
1,出禁w
1,草
1,今からOWやるか
1,草
1,イモ枠w
1,恨まれてるレベルやんw
1,草
1,ヘイトがすごいw
1,嫌われすぎww
1,ヘイトえぐいw
1,草
1,もうやりたくないのかw
1,そこまでw
1,めっちゃ嫌われてない？ww
1,草
1,カスタムではキモいかw
1,草
1,エビオ不憫枠w
1,ローレンに次ぐ出禁枠にw
1,立ち回りレディアントかw
1,草
1,ww
1,ww
1,消えてもらおうかw
1,草
1,草
1,だいぶ根に持ってらっしゃるww
1,草
1,草
1,同じチームやったらまじで頼もしいんだけどなww
1,草
1,忖度w
1,草
1,草
1,ww
1,ww
1,おもろそうww
1,草
1,ジャッジ杯w
1,クソ大会じゃねぇかw
1,おもろそうww
1,草
1,草
1,面白そうw
1,草
1,ジャッジ杯ww
1,おもしろそうw
1,やばw
1,見たすぎるw
1,面白そうw
1,草
1,おもろそうww
1,おもろそうw
1,それはそれでおもろそうw
1,えぐw
1,ちょっとおもろそうww
1,ジャジガキ杯w
1,ちょっとみたいw
1,別ゲームw
1,角こわw
1,それはそれで見たいww
0,ぼけっとしてたらこんな時間｡チャリあるから食べにでたいのに…
0,月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!
0,COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。
0,不確かな夜風が待ち人連れ去りぬ。???ふと､待ち人は来ないのではないかという疑念に駆られる。微かに絡みつく風に、煮え切らない自分の心を見たようで。…うーむ。いいねぇ｡
0,自己否定感が強い人は他人も否定する｡批判の多いのは、自分に自信がないと宣伝しているようなものだ｡自己肯定の人は、周りがなにを言っても気にならない｡それはそれと受け止めるのだ｡
0,何でもないようなことが幸せだったと思う?何でもない夜のこと、腰痛で寝れないよーる?
0,少し前から毎日のようにつきまとわれている｡姿が見えない日もあって油断してるときっちり現れて､最近では睡眠妨害までしてくる…もういい加減にしてほしい!!!
0,腰痛の話｡寝てもさめても腰痛い｡痛みよ､去れ!イたとん!!
0,この性格の悪さを何とかしたい…
0,結局、わがままなんだな。己の幼さが歯がゆい。
0,田中里奈、たなかりな、ティーナカリーナ…
0,ホームパーティー楽しすぎてお泊まりした帰り道。祭りのあとはいつも寂しい
0,寒いってことに支配されて建設的な思考が奪われるから、冬は嫌い。
0,なにいってんだか…
0,｢悪の教典｣観てきた。体温と心拍の異常いまだやまず…握りしめすぎて手がしびれてる。
0,好きな少年漫画をきかれて、「定番ですけどONE PIECEですかねぇ」と無難に答えてしまう私は臆病者です。趣味が片寄りすぎて公言できないんだ！
0,あぁあ～小朝師匠！自慢の金髪が！金髪がぁ…！
0,久しぶりにヤツが来た。ちきしょう、油断してた…コルセット生活、再開!!(T_T)
0,あと30秒で、HEY!HEY!HEY!が、終わる！
0,終わった…音楽は終わらない、その通りだ！君がッ！泣くまで！音楽を愛すのを、辞めない…！
0,今日初めてアスリートみたいに腰に注射したんだけど、なかなか痛くて打つまえより痛くなったんだけど大丈夫なんだろーか
0,忙しくて体痛いし眠いしゲームする余裕がない
0,帰省の車内で可愛コちゃんに声をかけられた。｢お隣いいですかぁ(^▽^)？｣かっ可愛い！是非座ってほしかったけれど、先客がいたので断念。うぅ、無念…。 あ、明けましておめでとうございます☆こんな感じで本年もぬるっと行きますのでよろしくお願い致します。
0,りあるキッズのメガネ久々に見た！前々からきづいてはいたけど、ますますあかん感じに…
0,何かもうキャラが迷走しすぎてきたので、まずはめちゃくちゃ普通の人、やります。頑張って美容師ぶるの、休憩。まぁ元々ぽくないけど…
0,ぐさりと刺さっても、笑ってスルーするー。でもやっぱり気にして髪形変えたりする。
0,今年初稽古。一時間前からいく気満々だったのに、五分前からめっちゃめんどくなってきた。
0,動物も子供も普通に好きですが、わぁー！って寄っていくのには抵抗があるのです。外から見ててうらやましくて一人でドッグカフェ入ったことあるけど、まっったく盛り上がらんかった。当たり前か…
0,不本意なことってほんまにあるなぁ。原因は自分にあるんだから日々まっとうに生きるしかないね。頑張ります。
0,マッサージいけばよかった…orz
0,【お詫び】お聞き苦しい発言があったことを、お詫びいたします。
0,久々に自炊した。以前はワンプレートで済ませていたけど、品数を多く食べたいので明日も3食賄えるくらい色々作った。が、ほとんど平らげてしまった… あったらあるだけ食べちゃうんだよね…
0,毎日毎日飽きもせず、己の未熟さにへこむ。でも当たり前じゃないか！人生まだ半分も来てないんだから！ そう思ってがんばります。100まで生きてやる!!
0,胃腸かぜって、辛いですよ。ぜひともお気をつけください。
0,薬のんで暫くしてから戻した場合、もう一度飲んだ方がいいのかなぁ…
0,お薬の情報をくださった皆さん ありがとうございました。モーローとしていたので、結局飲んだのか飲んでないのか分かりませんが…
0,お腹いたい…
0,寝込むたび、死について考える私は大袈裟でしょうか
0,ネットとられたら多分発狂する。そうでなくなりたいものです。
0,ここ数日、精進料理みたいなものしか食べてないので、串カツとか、ラザニアとか、ハンバーグとか食べたい。でも多分、カフェラテを飲んだだけでごろごろしてしまう今の私のおなかさんは彼らを拒否するだろう…
0,部屋の暖房が全然効かなくて寒い。28℃に設定してるのに…省エネの夏か。
0,"OGG,KBB おなかゴロゴロ、顔ぶっつぶつ。"
0,人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…
0,苦労して育ててくれた親はもちろんのこと、親しくしていた周りの人間も、無力感や罪悪感にさいなまれることになる。
0,アラーム、サイレントモードでも鳴ってよ…歯医者寝過ごしたorz
0,今日、とある会合に参加した。ら、緊張と楽しさで飲みすぎた。なんの役割も果たせなかったことを悔いながら、寝ます…オヤスミナサイ
0,夜中から出掛けようと思って、一から化粧したのに結局出掛けずにそのまま寝てしまった。起きたら顔ぱんっぱんですごい寝癖やのに、眉とチークだけバッチリ決まってるから凄く滑稽。
0,久々真面目にお稽古に行こうと思ったら、道具が根こそぎない。久々でそれはダメだろ～っと躍起になってさがしてみたが、ない。気づけばもう30分遅刻している。ほんっと、どーしょーもねーなぁ。
0,ハイ、反省ターイム。日々、反省材料が多くてへこむ。でも80まで生きるとして、まだ半分も来てないんだから当たり前じゃないか！と、思い直して明日も強く生きます。
0,お店やっても、家族は養えない。今ここにある現実。
0,眠くなった時に寝かせてくれよ!!やる気なんて出ねぇよ!!
0,どこもかしこも明るいなぁ。この街は俺には眩しすぎるんだ…
0,眠すぎて傘持つのもダルくて上着のポケットに引っ掛けてズルズル～って目ぇつむって歩いたけど、みっともないからやめなさいなんて言わないでほしい。寝ます。オヤスミナサイ…
0,小栗旬に手をつながれたところで目覚まし。くぅ～
0,二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…
0,花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様
0,寝る頃になると、目と鼻がムズムズ…目を閉じてもゴロゴロ… ちきしょう、また、私の睡眠を邪魔する輩が増えたと見える…
0,ゆうべは遅くまで飲んで知らぬ間に寝てしまい、起きたら鼻がずるずる。歯医者に行ったら思いの外悪かったらしく麻酔されて半顔麻痺。さっきからくしゃみも止まらない。今日は初のインデアンカレーの予定だったけど、全くやる気がなくなった。
0,就活用に撮ったぶりに証明写真を撮ったら、自分の顔の歪みっぷりに愕然としたので、左側で噛むことにします。
0,何年ぶり、いやもしかして初めて？ほっぺに吹き出が。噂のニベア美容、やってみようかな…
0,毎度おなじみ後輩指導。またもきつい言い方をしてしまい、へこむなう。ご飯食べよ。
0,男女問わず、気を許してる好きな人には、抱きついたり腕を組んだり、そーゆうところでしか愛情表現できないので、それを奪われるとなかなか困る。
0,あー高飛びしたい。
0,私も人を批判しがちやわぁ。気を付けよ。
0,どーあがいたって自分からは逃げられないんだよね。ちっ！
0,もうだめだ…私もアラサーちゃん買おう…
0,TSUTAYAの延滞料2400円。何やってんだろ…
0,きっと、私みたいなだらしないヤツのおかげで儲かってるんだろうな。てか、このままだと私は一生儲かんないんだろうな。
0,喉痛い。耳聞こえない。節々いたい…
0,さ、さ、さむい…！
0,暑い…寒い…暑い…
0,この歳の風邪は辛い。昔は少々なら気合いでいけたし、仕事してたら紛れた。最近はほんまになんもできんし、長引く。えづきそうやけど、すき焼きとか食べよかな。
0,医者よ！それはやり過ぎやろ！15センチはくだらない綿棒を鼻に突っ込むなんて！涙が止まらない！
0,思い出し笑いならぬ思い出しくしゃみ！家にいたときより悪くなってるじゃないか！
0,調子が悪いので病院行ってから行きます。って連絡いれて、そのまま夕方まで気絶して、結局休むってゆう、常套化してきているパターン。
0,店の買い出しアップ。週末の梅田をナメてました。めちゃくちゃ疲れた…Orz
0,あーもうなんてゆーかこう…、、出家したい。Orz
0,お昼が遅かったので夜は炭水化物を抜いて冷しゃぶサラダ。…二人前は食べたしおなかパンパンなのに口の中の水分を全部持ってかれる台湾おやつをどんどこ食べてしまう…苦しいのにどんどこ…
0,何か視界がおかしい。そうだ、さっき右目が痛くてコンタクト外したんだ。もう両方はずそう…５分後。あまりにとれないので鏡を見ると、外したはずの右目は黒々とし、まさぐり続けた左目はつぶらにこちらを見ていた。涙が止まらない。
0,世の男子の夢や希望は 取り返しがつかな位、ですかね…
0,あぁっもうっ！山Pの歌う｢サマーヌード｣がイライラするっ！ カバーせんでいいやん!!(｀ロ´;)
0,ドラマ製作チームの皆さん、 ドラマにおける主題歌、挿入歌の選択は、そのドラマがヒットかする否かを決める上でかなりのウェイトを占めていると思うのです。 タイトルに採用したからって、山Pに歌わせるとは、どういった戦略なのですか… そこに真心はあるのかい!?
0,【お詫び】 先程、なんかダジャレみたいなんを言ってしまったことをお詫び致します。
0,【速報】 歩ける距離の店までバスに乗ったら、全くお金を持っていませんでした。 な、情けねぇ…(´д｀|||)
0,【速報】 しかも、その目的の店は月に一回の休みでした。 ど、どんくせぇ…(´д｀|||)
0,～でなければならない、に、追いかけられている。
0,ライブ行きたいライブ行きたいライブ行きたすぎて発狂しそう～((((｡Д゜)))
0,一昨日から寝不足でめっさ眠いけど明日はテレビの点検の人が来るから大掃除！でも寝不足の原因のゲームが気になってはかどらん！ 約束の時間に起きれないとまずいので諦めて寝て起きてからまた片づけよ… って、寝不足のもうひとつの原因の漫画読んでしまってこんな時間！ 目が痛い…
0,午前中の来客の予定さえなければ、最高の休日前夜なんだけどなぁ。
0,久々にはらわたが煮えているのですが、こーゆうとき、どーするんだっけ？ しょーもな過ぎるからガッと怒ってガッと忘れたい。
0,眠すぎるから早めに寝床に入ったのに、全く寝れない。目が痛い。
0,休み明けはエグい。 明日も朝からエグい。 おやすみなさい。
0,スキマ立ち見って…
0,今日行った服屋さんで対応してくれた男の子、かなり乙女系で興味をそそられたので友達になってみたかったけど、 試着したスカートが気に入らず返品したため何も発展しなかった。ちぇっ、残念。
0,友達から、6日に地震来るから備えとけ、との連絡。何情報か知らんけど、彼女の言うことにはいつもどことなく説得力があるので、水と缶詰買ってきた。こわいなぁ。
0,あと五分のところで受付時間に間に合った！ と思ったら、眼科が30分前に終わりましたとな。。。 やっと買ったチャリぶっとばしたのに… 一週間も我慢したのに…
0,今日の最大のイベント、｢コンタクトを買う｣は、頓挫しました。
0,今夜もまーたー眠れない～♪ …ほんまに寝よ。
0,久々に緊張した。 時間まで気を紛らそうと軽いお酒を飲んだら、動悸がとまらなくなった。 思った以上にノミの心臓。。
0,うぅ…ポメラニアン…
0,今週はほんまにしんどかった。 休みの予定を励みに何とか持ち直すとか、通じませんでしたね。 とにかく眠い…
0,お腹すいたし夜ご飯食べななぁ…思ったら、うそやん、昼も食べてないやん…
0,【残念なお知らせ】 眠くて死にそうやからとりあえず何か食べて早く寝たいのに家には見事に何もない。
0,非常用の缶詰め食べるか…
0,久々に、朝からカンヅメでお勉強。 疲れた…。ほんとーに疲れた…。まさかのプレゼンタイムで人前で喋るという拷問に遭い、この涼しいのに汗だくになり、精も根も尽き果てました。 しばらく賢者タイムに入ります。
0,気づかぬうちに人を傷つけていることが多いように感じる。 ので、そうしないよう練習中です。
0,腰が痛い。 遅くまで起きてるといいことないね。
0,しましまんず池上が離婚した芸人としてテレビに出てる。 そこそこ男前やと思ってたのに、めっちゃくたびれて別人みたい。 離婚って色々消耗するって聞くけど、その結果なんかな。 こわい。
0,うなぎ食べそびれた。かなしい(・_・`)
0,毎週楽しみにしていた「昼顔」だけど、どんどん修羅場に近づいてきていて、前回くらいからすごいヤダ。 もう見たくないよー
0,あーもうやだやだ！こわいよー！
0,見終わって20分経つのにまだ引きずってる。 やっぱり修羅場は見るのも遭うのもイヤですね(；´_ゝ`)
0,とったつもりのライブのチケットがとれてなかった。しかも完売。 ライブなんてなかなかいけないのに！もう、めっちゃいやや！
0,訳あって朝まで飲んだその2時間後に電車に乗っている。 めっっ ちゃしんどい。あかん。
0,わ！僕らの音楽最終回なんや！ 見逃した！
0,片付けが苦手なせいで、また損をしました…( ´△｀)
0,慣れないもの飲んだらすんげー眠いのに寝れない。 明日がこえええ
0,不要品を整理しようと、まず、下駄箱の中身を全部だしたら靴が44足もあってゾッとしてる
0,すごく残念なことがあって、分かりやすく落胆してる。 残念だよぉぉぉー！とか、叫んだり。
0,晩御飯仲間が誰も捕まらず、一人ごはんもピンと来ず、 はじめての一人おうち焼き肉なう。 けむい…
0,外飲みが好きな友達のために久々に訪れようと調べたら、大好きだったお店が閉店してた。 むかーし昔の彼とよくいった店。 そろそろ当時の私の魂も成仏しただろうからまた行きたかったのに。 さみしいな。
0,表でカラスがすごい鳴いてて怖い…
0,今度はパトカー走りまくってる。 誰かなんかしてんの？怖いってば…
0,明日、当たる気満々でガッチリ外れたライブ。 いきたすぎたので、潜入にチャレンジしようかと思っている。 仕事終わるかなぁ…
0,人見知り治したい…(T_T)
0,謎に首が腫れてる。痛い。 年越しまでもってくれ、、体！！
0,今朝、弱ってるやつがいるからと父が金魚の水槽に薬をいれていた。 夕方、外出から戻ると、他のにつつかれないよう隔離されていた。 もう、横になってしまっていて、たまに動かしていた胸びれの動きも少なくなった。 がんばれ、と思うけど、 そろそろあかん。
0,明日の朝帰るんだけど、起きたらあいつは動かなくなってるのかな。 やだなぁ
0,インフルエンザ。 両ハナから鼻水ダラダラ体験。
0,ひとつは自分の家族出演。 多分実家で暮らし始めたら、父が料理を作っている。てかうどん。 カレーの味をみてほしいとわざわざ電話がくる。 最後に父のカレーを母が食べて冷めたリアクションをしたのが切なかった
0,もうひとつは忘れてしまった。 久々に眠れたら11時間も寝た。 からだがいたい
0,インフルエンザこわい。 四日間きっちりのたうち回った。 今朝になってやっと、人間の体温になった。 あと１日は出歩くなと言われてるけど、明日から仕事なんだがどうしよう
0,３日間風呂も入らずのたうち回り、物の上下もわからない状態で、 いつしたかわからないペディキュアや 剥がれかけの派手なネイルが悲しくて、まるごときれいに落としたら、歳なりにきっちり劣化した体が出てきた。
0,部屋を片付け始めると、必ず途中から紙類とか引き出しの中の整理とかにはまってしまって、 かなり時間かけたあとにふと辺りを見回しても、やる前と変わってないし何なら余計に散らかってる印象。 ざっくり全体を料理する能力がほしい。色々な場面で。
0,恋愛がなくてもあってもダメになる。 そんなわたしはダメ人間です
0,精神的に自立しなくては…
0,好きなものを好きといって何が悪いの
0,うわ、、コインランドリーの乾燥機に、洗濯物入れっぱなしやん、、 て気づいた午前１時。 テンションさがる。
0,しかも昨日もやん、、、 しっかりしろ、、
0,別れたあとも自分と付き合ってた頃の写真をSNSのアイコンにしてた相手が、ある日違うアイコンに変えてるのに気づいたときはなんかショック。 別にいいけど…
0,それなのにいち早くいいね！してくる感じ、理解不能。 別にいいけど…
0,つかれた…もういやだ。 八時以降は家でくつろぐ時間でしょうが。
0,長時間働かないと稼げないシステムから早く抜け出したい
0,なんとなく忙しくて、忙しすぎて、眉毛つながりそう。
0,おなかいたい。食べ過ぎたかな…
0,福山さんの手前の駅まで戻る裏技使って一応乗れたけど、これからあのレベルまで乗り込んでくるのかと思うと恐ろしい… どうか皆さんわたしより先に降りてください…
0,なんか最近おなか弱い。
0,おなかってか食べたあとに胃が痛むことが増えたような。
0,もうさぁ、いい加減、まともな大人になりたい。 口の聞き方も知らないチンピラです…私は。
0,来世はチンピラ以外になりたい…
0,かささすの苦手。 重いし、投げたくなる
0,多分指おれてるっぽい
0,変な時間に目覚めて眠れずひとしきりSNSやラインチェックして、 ふと変な考えが浮かんで送信したくなるけど、 夜中の思考回路は恐ろしいのでうかつなことはしない方が良い。 と送信することで何とか耐えたつもりになる作戦
0,指曲がらんし胃きしむし、 もしかして、これ死ぬやつか？
0,ずっと混乱してる。10年くらい。
0,思えばいつも、今を生きてこなかった気がする。 過去にとらわれて、叶うかわからない未来を見て、今から目を背けている
0,合わない相手と付き合うのはとても消耗するので、できれば波動の良い人としか付き合いたくない。もしくは一人で過ごします。
0,大阪、風すごい。窓外れそう
0,自分がめんどくさくてツライっす…
0,からだが鉛みたいに重い。 マラソン出たとき以来の衝撃
0,ものすごいリアルで怖い夢みた。 コンパかなんかで知り合ったインテリ男にストーカーされる夢。 見たこともない男やのに顔つきや服装、行動のディテールがリアルすぎてほんまに怖い。
0,以前に増して、夢をよくみる。一晩に何度も夢を見て起きる。窒息しそうになって目覚めたり、階段を踏み外して起きたり。つかれてるのかなぁ。
0,学校の先生の質がゴミとかなんとか言っちゃう感じがものすごく癪にさわるので反面教師にさせていただくことにした。 最近勉強を少しサボっていたけど本気でやらなきゃこいつと同じ、いわゆる「ワーホリちゃん」になってしまう。それだけは本当に嫌だ。原動力をくれてありがとう。
0,オーストラリア4ヶ月目。同じ家にいる若い日本男子が電話で誰かと話してる。「ここほんとつまんねえ早く帰りたいわ」ってさっきから聞いてりゃそらあんた程度の英語力でコミュ力もやる気もないやつにはつまんねえだろうよ ってかつまんなくしてるのは自分だって早く気づくか明日日本帰れ。
0,役に立たない画数の多い語彙はたくさんあるのに、他人と繋がるためのやさしい言葉はスムーズに出てこない。 言葉は三角どころか角だらけだよ。
0,脚立でおもいっきり頭ぶつけて目が回っておる。
0,人が、自分に興味がなくなる瞬間を見るのは辛いもんだ。ゆっくりと覚めていく様がわかるのも同じく。
0,驚くべきことに祝日の明日がお休みになり、喜び勇んで飲みに行こうか迷ったもののたまった仕事を片付けることを選び、相当疲れて眠いのに眠れない。遠足の前の日の子供か。。ただいま午前５時
0,色んな価値観があり、ましてや親を越えて祖父母の世代。分かり合えなくて当然だし、それぞれ好きな思想を持っていい。ただ、接客業で色んな人が出入りするなかで、なんの配慮もなく出た言葉だとしたら悲しい。当事者がそばで聞いてるかもしれないのに。
0,ティッシュひと家族ひとつまでなのに2つ買ってるご老人………………………………お前みたいなののせいでな…………………………………………………………… 
0,くしゃみした女子高生に怒鳴るおっさんと咳エチケット出来てないおっさんを戦わせて勝負の行方を見守りたいのですが 
0,いいぞ??????????！！！！！！！！！！！！転売野郎破産しろ！！！！！！！！！！！！！！！！！！バーーーー?ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーカ！！！！！！！！！！！人の尻なんだと思ってやがんだ一生下痢の時に限ってトイレットペーパー切れる呪いに苦しめ 
0,トイぺデマクソ野郎の処分しっかりやって 
0,サレタガワのブルーいい感じに胸くそ悪いぜ！！！！！！！！！！！ 
0,ミヤネ屋がやったんか???????クソすぎ 
0,シャンプー買い忘れ 
0,納豆ひとつも売ってなくて草 
0,週刊誌が情報源の人って総じてどうしようも無いな 
0,これどうせジジババやんやろな(偏見) 
0,結構子連れ女もこういう支離滅裂クレーム付けてきたりするけど 
0,覚えたての単語で医師と議論しようとする人々、もうちょっとなんかこう……意味をしっかり調べようとしないのかな…まとめサイトや情報サイトの非医療人にも分かりやすく簡略化された説明や素人が適当な妄想で語っている内容だけで戦えると思っているようで見ているだけで恥ずかしい… 
0,県民全員から頭シバかれてほしい 
0,バカだなあ、バカは勝手にしんでくれればいいけどバカのせいで怪我したりしぬのは本当に嫌 
0,バカのためにコンプレッサー本体に「肛門に空気を注入しないでください。最悪の場合死に至ります」とデカデカド派手な注意書きが必要になるでしょ 
0,もうなんか好きにしてくださいって感じ…… 
0,もう経済の方が心配 
0,複数のバカなジジイのせいで多くの医療従事者の努力が水泡に帰すかもしれない 医療崩壊が起きれば救えるはずだったコロナ以外の患者も救えなくなるかもしれない はァ??? 
0,当たり前っちゃ当たり前なんだけどまとめサイトとかで新コロ記事取り上げられていると医療の医の字も知らん素人が専門家は信用出来ないとかヤバイヤバイ騒いでいてイライラする 迷惑 
0,群馬県太田市長が新コロ患者の特定可能なレベルの個人情報をツイートしてる　おわっとる 
0,イタリアさすがにヤバいな 
0,自己中の塊かよ マスクの前にタバコやめろや 
0,こいつ医クラにつっかかってた気がするな 
0,専門家同士で意見が割れるのではなく専門家(笑)に対して感染症専門医が「それは違います」と指摘しているだけ 
0,神様擁護のリプくっそ頭悪そうでイライラしてくる 
0,"PCR検査のキットをインフル迅速検査と同じものと勘違いしている自称""医療現場で働いている垢""がおれは現場にいるから医療にくわしいんだ?！PCR検査なんて臨床検査技師じゃなくて病院で看護師もチャチャっと検体採ってすぐ結果が分かるんだ?！検査しろしろ?！言うてて頭抱えた "
0,というか実際現場で働いていたらそんな余力ないこと分かるはずなので察しって感じ… 
0,あとテレビで和歌山モデルのことやってたんだけどそれについてどう思うかインタビューされた一般の人が「早く見つかれば軽症で済むと思うので良いと思う」と言っていて、全くこの人に非はないが早期発見で早く治療が受けられて軽症で済むというものでは無いということも徹底周知されるべきと思った 
0,暇人によるトイレットペーパー買い占めっていつになったら終わるの？一生棚空なんだけど 
0,ドラッグストア行くと消毒液ティッシュトイペ売り切れですって貼り紙あるにもかかわらず絶対に「すいませーん！消毒液ある？？！」「トイレットペーパーないの？」ってわざわざクソデカボイスで店員さんに聞きに行く年配女性いるんだけど確定イベントなんこれは 
0,ウワ～～～～～～～～～ン　朝からそれ正解とかにたまに出てほしい 
0,タクロウ～～～～～～～～～～～～～～～～～～～～～！！！！！！！！！！！ 
0,1万円ちょっとじゃなんも出来ないよあべちゃん！！！！ 
0,新型コロナウイルスによって日本人のバカさが浮き彫りになっているので毎日失望している 日本人こんなにバカだったの？知らなかった 
0,年齢を重ねる毎につまらない人間になっていくってn度目 
0,ドブ鬱の森 
0,喋り方キモすぎて5秒で見るのやめちゃった 
0,こんなん前からそうだけど本当に許せないよね メディアの医療デマ発信で割食うのは医療従事者と患者 
0,ツイフェミの味方をするつもりは毛頭ないんだけど、こういう仮想の女性案内員に対してセクハラ質問する奴はどう逆立ちしようがクソキモいことに変わりはないので、うまくいなすような返答を準備するのではなくグロや心霊系のショッキングな画像でも返すように設定しておけばよかったのにとは思います。 
0,可愛いねくらいは別にいいと思うけど結婚してるの？はちょっとキモいしスリーサイズ聞いてんのはキモさがカンストしてる 
0,腹具合よろしくないな 
0,リヘナラドールキモすぎて泣いちゃう 
0,終わってしまった…… 
0,ネトゲ出会い厨の定義は出会い目的にネトゲをやっているとか相手が嫌がってるのに言いよるとかだと思います 
0,真っ当な理由で受給している人もまとめて生保という言葉を使って差別する医療従事者ヤバすぎん？病気や怪我で働けなくなっても自分が生きるために人の稼いだ税金で生きながらえる後ろめたさを感じながら生保一括りに批判される苦しみを是非味わってみてほしいな 
0,あのねこれ個人だけの問題じゃなくて親が働けなくなって生保受けないといけなくなった子供に対しても言えんの？って感じなんすよね 
0,不正受給者を指して批判したいのは分かるよ けどそれならきちんと正確な言葉を使わないと 
0,コントロール良好な喘息患者が重症化してえくも使ってるって聞いてドキッとするなどしている 
0,冷食売ってなくて草 
0,肉も売ってねえ 
0,もうすごいな 意味不明なんだけどなんで2Lペットボトル大量購入してる人いるんだろう 
0,今差し迫っているのは感染者拡大による医療崩壊の危機でしょ 
0,別にウイルス単体の毒性が高まった訳でもないのにデマ撒いたり過剰に騒ぎまくってた某大型保守垢をマンセーする人々…… 
0,バイオ4面白かったからRE:2買ったんだけど4に比べて難易度まるで違うし怖すぎて夜にできない 
0,バイオ4はまだ爽快ガンアクションゲーだった 2は怖すぎる 
0,ロッカー開けたらアイテムあるかと思いきやゾンビが倒れてきた時はマジでちびった 
0,志村けん ECMOで延々サーチかけていちいち突っかかってる暇人おるんだなあ 
