投稿時間,コメント,ラベル
2587.116,草,1
2587.132,wwwwwwwwwwww,1
2587.097,wwwwwwwwwwww,1
2587.926,ｗｗｗｗ,0
2587.947,塾終わったので見に来ました~,0
2588.364,wwww,1
2588.472,gg,0
2588.827,www,1
2589.241,:_くさぁ:,0
2591.26,wwwwwwwww,1
2591.426,ｗｗｗｗｗｗ,0
2594.622,ｗｗｗｗ,0
2598.168,自分でやっとるんやんけwww,1
2599.692,ｗｗｗ,0
2600.013,えぐいてぇwwwwww,1
2600.81,"оо , Hola Hina chan",0
2602.411,えぐいwww,1
2604.805,手のひら返したwww,1
2604.773,ヒューズでもそんなことしてたな,0
2606.02,弱いw,1
2606.943,www,1
2607.114,断言したw,1
2607.35,wwww,1
2608.222,即オチ過ぎるな,0
2608.78,マッドマギーをピックしただるーまが悪い,0
2609.358,掌ローリングw,1
2612.786,手のひらくるっくる！,0
2616.082,ｗｗｗｗｗｗ,0
2615.908,ww,1
2616.596,こっちもヒューズ出そう,0
2618.323,弱いよ？w,1
2621.296,マッドの極みｗ,0
2624.343,でもデュオ大会で活躍してたよ？,0
2624.477,ヒューズきちゃｗ,0
2625.263,えぇw,1
2627.422,掌ドリルやんけwww,1
2632.424,ヒューズで自殺してたことあるからな,0
2633.353,www,1
2637.402,ヒューズきちゃ！,0
2640.425,ｗｗｗｗｗｗｗ,0
2641.016,www,1
2641.319,wwwwwwwwwww,1
2641.704,ｗｗｗ,0
2641.818,wwww,1
2643.885,草,1
2644.214,ヒューズ！,0
2644.226,笑い死ぬってえぐいてwwwwwwww,1
2646.06,www,1
2647.927,www,1
2648.113,ちなみにだるさかはこんなテンションで600pt溶かしたことあるからな、今日は伝説が見れそう,0
2648.947,wwww,1
2649.259,www,1
2652.633,www,1
2652.971,草,1
2654.799,きたー(ﾟ∀ﾟ 三 ﾟ∀ﾟ),0
2654.878,ww,1
2657.187,www,1
2663.758,www,1
2669.452,ちゃんとだるまスキンや,0
2670.264,メインピックだからね,0
2680.54,まじめにやったら最強のメンツなのに、、,0
2686.197,ヒューズの流れまずいなぁ,0
2689.911,www,1
2692.074,だてにカスタムで4000ダメ近くだしてないからね,0
2693.358,ガチ実績やんけｗ,0
2695.969,実績（非公認）,0
2698.609,肩書つっよ,0
2700.584,カービンうまぁ,0
2702.873,つよすぎるんよｗｗｗ,0
2705.525,ひなーののヒューズを信じろ,0
2708.273,ガチだすなww,1
2710.198,:_nice:,0
2710.476,:_nice:,0
2714.232,うまい,0
2715.935,:_nice:,0
2720.724,:_nice:,0
2724.149,だるまヒューズとかいうネタ枠,0
2725.175,:_nice:,0
2727.618,:_nice:,0
2737.75,ネイティブ,0
2737.701,でゃー,0
2752.888,:_nice::_nice:,0
2753.305,:_nice::_nice::_nice:,0
2753.391,:_nice:,0
2754.031,:_nice:,0
2756.61,ないすぅ,0
2758.251,:_nice::_nice:,0
2759.078,:_nice::_nice:,0
2762.259,:_nice::_nice:,0
2762.764,:_nice::_nice:,0
2771.61,ナイス〜,0
2774.245,すっごい声きこえた,0
2783.88,安心する暇マジでない,0
2783.796,相手のヒューズには負けられんなぁ,0
2791.446,いい当て感,0
2791.829,うまいｗ,0
2793.258,:_nice:,0
2793.643,:_nice:,0
2794.263,:_nice:,0
2795.108,めっちゃ刺さってるなｗｗ,0
2797.886,:_nice:,0
2799.47,:_nice:,0
2802.629,:_nice:,0
2804.064,:_nice::_nice:,0
2804.227,:_nice::_nice:,0
2804.7,:_nice::_nice:,0
2804.77,:_nice::_nice:,0
2804.816,:_nice::_nice:,0
2805.703,つよいw,1
2806.276,:_nice::_nice::_nice:,0
2807.528,:_nice:,0
2809.639,:_nice::_nice:,0
2810.82,:_nice::_nice:,0
2811.325,ないす！,0
2812.719,つっよいんだからぁ,0
2814.433,:_nice::_nice:,0
2816.148,:_nice::_nice:,0
2818.116,漁夫無限w,1
2818.636,皆来るなあｗｗ,0
2818.812,ガチヒューズやんけ！,0
2820.721,ﾅｲｽｩ！,0
2821.872,無限戦闘編,0
2824.924,強い,0
2825.567,まだ23時超えてないから、、,0
2827.671,まだくる！？,0
2828.584,:_nice::_nice:,0
2829.748,あぶないw,1
2834.127,無限漁夫はじまった,0
2837.502,つよ,0
2837.816,ガチで無限やんwwwww,1
2839.101,ウェーブ形式やめて,0
2846.765,キルポに困らないねぇ,0
2862.184,無限漁夫始まったwww,1
2866.165,もうプラスになってるのがw,1
2868.797,マジで一生くるwww,1
2881.472,エペの刃〜無限漁夫編〜,0
2881.683,返してるの強すぎんか,0
2884.318,喉かなり良くなったね！よかった,0
2900.201,ないふぁいGG,0
2902.388,うっひひひひ,0
2902.625,ないふぁい:_じーじー:,0
2903.323,gg,0
2905.048,ないふぁい:_じーじー:,0
2904.896,ないふぁいｗｗ,0
2907.269,ないふぁい,0
2907.488,:_sad:,0
2907.728,無限漁夫w,1
2907.569,敵多すぎて草,1
2907.996,nf ! :_じーじー:,0
2907.998,ないふぁい:_じーじー:,0
2908.016,nf gg,0
2908.301,これだからオリンパスは,0
2908.783,ないふぁいGG,0
2909.448,ないふぁい:_じーじー:,0
2909.351,ないふぁい:_じーじー:,0
2909.851,プラスだしw,1
2910.016,ないふぁい:_じーじー:,0
2911.461,今日声なんか違う？？,0
2911.714,ないふぁい,0
2912.038,漁夫えっぐい,0
2912.044,:_じーじー::_じーじー:,0
2912.623,ないふぁい:_じーじー:,0
2914.88,wwwwww,1
2915.331,ないふぁい:_じーじー:,0
2919.137,無限にドームいる,0
2919.599,ないふぁい,0
2919.83,ないふぁい:_じーじー:,0
2920.824,ないすぷらすww,1
2923.245,ドーム足りんw,1
2924.054,プラス:_nice:,0
2924.573,ないすプラス,0
2926.411,土曜日やだなぁw,1
2927.557,体力持たんのよｗｗｗ,0
2928.249,えぐいｗｗｗ,0
2929.051,NF!:_じーじー:,0
2929.117,草,1
2929.668,こんひな！！,0
2930.121,ﾅｲﾌｧｲ,0
2932.353,胃もたれしちゃうｗｗｗｗ,0
2934.327,もう逃げられないwwww,1
2934.404,漁夫に耐えられる構成いるな,0
2935.928,wwwwwwwwwww,1
2936.478,一緒に頑張ろうｗ,0
2938.547,これやってるからフィジカル強くなるんだろなw,1
2938.694,結構生き延びるんだからすげぇんだわ,0
2940.362,逃げられない,0
2940.44,あと2時間の辛抱,0
2946.373,人間をやめるしかないな,0
2947.291,なるほどね,0
2955.294,ゴースティングまじでやべぇーな,0
2967.098,今のうちに喉のケアしとくか,0
2967.511,お母さん！？,0
2972.327,プラスになるの11時以降なんよ,0
2978.089,おしがまエイムｗｗｗ,0
2978.601,www,1
2983.238,今来た なぜこのメンツ・・・w,1
2983.416,wwwwww,1
2983.527,これで、逆に鍛えられそう,0
2984.804,データキャラ！？,0
2985.481,のせさんか〜,0
2985.542,極限状態の集中力か,0
3000.771,,0
2988.119,我慢AIMw,1
2998.874,メガネｸｲｯ,0
2999.5,じゃあおしがまAPEXやな,0
3002.026,wwwwwwwwww,1
3002.753,やばw,1
3003.079,終わるまではやばいw,1
3004.983,ソースよわすぎ,0
3005.115,ｸｲｯ,0
3007.837,wwwwwwwww,1
3008.82,もらしてるwww,1
3013.428,w,1
3015.089,急にエイム悪くなったらそういうことやん,0
3018.535,オムツペックス,0
3020.591,草,1
3022.298,あｗ,0
3023.162,あーあww,1
3028.676,1つ学びを得たww,1
3028.655,ヒューズ似合うw,1
3028.627,www,1
3030.138,それはそう,0
3030.329,草,1
3030.415,ｗｗｗｗｗ,0
3031.879,でたでたw,1
3032.214,草,1
3034.017,www,1
3035.111,あっw,1
3035.053,www,1
3035.547,ごもっともw,1
3035.986,そうやねww,1
3037.069,www,1
3039.829,飛べやぁｗｗｗ,0
3041.404,それはそうｗｗｗ,0
3042.263,それはそうw,1
3043.893,ここはねぇwww,1
3046.47,多いしなーw,1
3047.261,そこまで？w,1
3051.225,それは効きそう,0
3051.799,結婚できないww,1
3052.035,草,1
3052.203,どういう悪口？w,1
3055.461,ｗｗｗｗ,0
3056.144,:_hii::_naa::_noo::_naa::_noo:,0
3056.692,www,1
3056.746,結婚できないｗｗｗ,0
3057.965,wwwwww,1
3059.146,www,1
3061.618,あ、,0
3062.193,やっばｗｗｗ,0
3062.419,全人類www,1
3063.752,ジャンマスやらせといて文句は流石にダメだろ,0
3065.849,ありぴw,1
3066.719,規模がえぐいw,1
3067.171,結婚www,1
3067.26,改善する気なしとｗｗｗ,0
3068.72,www,1
3068.964,wwwwww,1
3076.631,全人類!?,0
3084.228,なんかあった？？,0
3085.477,フリーならいいのではww,1
3090.309,エステート君・・・,0
3095.637,たしかに,0
3096.907,wwww,1
3098.215,全否定ｗｗｗ,0
3098.278,形？？ｗ,0
3098.917,形がきもいw,1
3099.845,言いたい放題なんよなｗｗ,0
3103.112,形がきもい・・・？,0
3103.9,今来たけど何この神コラボ,0
3105.672,かわいそう,0
3107.965,見た目すらdisっていくぅwww,1
3111.69,エステート君「」,0
3112.48,ひっどw,1
3116.158,エステートアンチw,1
3116.746,開発陣涙目,0
3117.259,wwww,1
3117.381,えっぐw,1
3117.627,形w?,1
3120.755, もうマップ作った開発者辞めたって聞いたけど,0
3127.298,いつもの,0
3127.418,ｗｗｗ,0
3127.986,草,1
3127.947,あの・・・,0
3127.95,ｗｗｗｗｗｗｗｗ,0
3128.823,？,0
3129.16,あ,0
3129.428,www,1
3129.715,あ,0
3130.032,あれ,0
3130.098,つまり結婚しよ？,0
3130.403,あ,0
3130.597,www,1
3130.974,あ,0
3131.235,はいｗｗｗ,0
3131.307,:_daipan:,0
3131.479,あ,0
3131.616,wwww,1
3131.931,あっ,0
3132.403,エステートは確かにキモイ,0
3132.404,白定期,0
3133.588,wwww,1
3134.46,ナイス,0
3134.661,あ,0
3134.715,あｗ,0
3135.155,へった,0
3135.501,あww恒例のww,1
3135.949,おっと,0
3136.169,2連続白だなぁ,0
3136.307,あ…,0
3137.217,あ,0
3137.28,あ,0
3138.204,あっw,1
3138.61,ん？,0
3138.625,あ,0
3140.105,あ,0
3140.389,あ,0
3140.822,2/2 100%,0
3142.211,定期,0
3142.277,下手すぎ,0
3143.751,へったw,1
3145.566,:_nice:,0
3145.915,白出してます！,0
3147.411,草,1
3150.335,あw,1
3152.774,マーヴィン警察ｗｗｗｗ,0
3153.393,ｗｗｗｗｗ,0
3153.953,草,1
3153.837,ダサ,0
3154.609,www,1
3155.04,あ,0
3157.72,ｗｗｗｗ,0
3158.47,証拠隠滅した,0
3160.888,ｗｗｗ,0
3161.062,それはバレるやろｗｗｗｗ,0
3164.262,†昇天†,0
3168.247,wwww,1
3168.666,審議中,0
3168.922,証拠の隠蔽へたかwwwww,1
3169.205,ｗｗｗ,0
3170.087,あっ…,0
3171.253,証拠wwwwww,1
3171.435,アーマーおくのw,1
3172.626,ｗｗｗｗｗｗ,0
3173.433,この2人はマービン厳しいぞ,0
3173.598,小細工がｗｗｗｗ,0
3173.767,草,1
3173.776,草,1
3173.992,wwww,1
3174.175,まっずいな〜…,0
3174.431,草,1
3177.72,アーマー…育ってますねぇ…,0
3179.331,wwww,1
3179.292,www,1
3179.357,ｗｗｗｗ,0
3179.642,Wwwww,1
3181.339,事件のかほりが、、,0
3181.431,ｯｽｩｰｰ,0
3185.159,証拠隠滅www,1
3187.068,www,1
3187.865,こざかしい,0
3189.241,警察がwww,1
3189.956,青デもトロールよりなんよw,1
3190.393,ｗｗｗｗｗｗ,0
3190.52,まぁアーカイブ見れば一発ですね,0
3192.561,バレテーラ,0
3192.645,wwwwww,1
3193.326,壊すの逆に答えにならん？,0
3194.729,育ってんだよなぁ,0
3196.107,:_てんさい::_sairiumu1:,0
3199.146,調査タイムw,1
3202.041,ｗｗｗｗｗ,0
3203.137,www,1
3203.31,草,1
3204.393,ｗｗｗｗ,0
3205.058,遺族に腕渡さないでくれｗｗ,0
3205.572,何の成果も得られませんでした？,0
3206.002,wwwwwwwwwwwwwwww,1
3206.855,wwwwwww,1
3207.339,ｗｗｗｗｗｗｗ,0
3207.679,wwwwww,1
3207.875,やり返されてるw,1
3208.183,過激派おるなぁ,0
3208.488,www,1
3209.163,育ってアーマでバレてる,0
3209.303,マービンww,1
3212.102,この2人に関しては死刑なんよなー,0
3213.433,ここでその返し天才ｗｗ,0
3214.605,おｗ,0
3216.297,ブーメランｗ,0
3216.234,カウンターきたw,1
3217.215,カウンターされとるｗ,0
3217.303,www,1
3217.568,これ負けです,0
3217.603,ゆーてだるまさん白率高いよw,1
3217.6,昨日だるまさん白出してけどな～ｗ,0
3219.104,wwwwwww,1
3220.364,攻守の交代が早いんよ,0
3222.783,マービン警察厳しいからなあ,0
3224.415,なんでそんなにマービン下手なの,0
3225.56,wwww,1
3227.335,やり返されたwww,1
3227.423,こんひな！,0
3227.724,草,1
3228.211,www,1
3229.451,マーヴィン白にきびしいだるさか,0
3230.147,ここでカウンターきたw,1
3231.787,まっずいwww,1
3232.507,www,1
3232.788,だるまさん最高w,1
3234.973,せやな,0
3236.367,ｯｽｩ-,0
3241.295,ｗｗｗｗｗ,0
3241.396,マービン城=独身確定は初心者殺しすぎるww,1
3242.166,草,1
3242.507,wwwwwwwwwwww,1
3242.853,www,1
3243.995,wwwwww,1
3245.018,だるまさん昨日白ばっか出してたような・・・,0
3244.94,確かにwwwwww,1
3246.147,それは・・・そう,0
3247.317,wwww,1
3247.497,隠しちゃったかーｗ,0
3247.57,wwwwwwww,1
3248.548,かくすｗ,0
3248.673,wwwwwwwww,1
3249.824,ｗｗ,0
3249.814,隠したもんなwww,1
3250.188,ｗｗｗｗ,0
3251.572,ド正論で草,1
3252.446,ちなみにだるまさんは白出します,0
3253.281,ｗｗｗｗ,0
3253.839,www,1
3254.784,だるまさん最近白出して隠蔽してました,0
3255.143,:_くさぁ:,0
3255.532,せやなｗｗｗ,0
3255.481,wwwwww,1
3257.042,グサッ,0
3258.548,www,1
3258.471,だるまさん攻撃力エグいてw,1
3260.08,だるまさん？あんたも隠したやろ？w,1
3261.995,正論パンチ,0
3261.978,白状しとこうよ,0
3262.349,wwwwwwwww,1
3263.703,詐欺師だるまさんやん,0
3266.047,詐欺師www,1
3270.481,犯罪予備軍ってこと？ｗｗ,0
3273.235,草,1
3273.71,ロボット保護法違反や,0
3275.639,ｗｗｗｗ,0
3277.339,ｗｗｗｗｗ,0
3278.054,ｗｗｗ,0
3278.784,おかしいなぁw,1
3278.883,wwwwwwwww,1
3279.042,wwwwwww,1
3280.667,謝れてえらいw,1
3281.811,結論 犯罪,0
3282.017,ダルマ法律事務所やw,1
3282.447,白状したなw,1
3282.563,結婚したいってことねｗ,0
3282.873,www,1
3283.044,:_くさぁ:,0
3284.651,自白した,0
3286.376,だるまさん隠蔽常習犯ですよ（笑）,1
3286.956,正直:_naa::_noo:,0
3287.163,自白ｗｗｗ,0
3289.241,ｗｗｗ,0
3290.072,ｗｗｗｗｗｗ,0
3291.083,攻撃時の舌の回りがえっぐいんよ,0
3291.054,死刑、、かなぁ,0
3292.175,wwww,1
3293.223,情状酌量の余地はあります！,0
3294.384,執行猶予もらおう,0
3294.841,白状したwww,1
3294.774,素直に謝れてエライ,0
3296.731,執行猶予かな,0
3298.805,こんひな〜,0
3301.063,質問来てた、｢マービンで白を出したら犯罪ですか？｣結論、犯罪になる場合とならない場合がある。,0
3301.436,ダルマ法律事務所はじまった？,0
3301.433,ｗｗｗｗｗｗ,0
3303.274,wwwwwwww,1
3303.559,wwwwwwwwwwwww,1
3304.577,草,1
3304.523,えっぐ,0
3304.587,マービンやらずに壊そう,0
3304.641,ｗｗ,0
3305.204,終わったw,1
3306.334,おんもw,1
3307.262,重すぎる,0
3307.226,重た,0
3308.258,おわたー,0
3309.547,死刑w,1
3310.386,結局死刑やんけwww,1
3311.444,おっもｗｗｗｗ,0
3312.071,おもたっ,0
3312.02,慈悲はない,0
3314.131,軽犯罪でもやで,0
3315.563,死刑予備軍,0
3315.623,執行猶予ありｗｗｗｗｗ,0
3317.105,死んじゃったwww,1
3317.349,罪おも,0
3317.853,それはもう介錯よｗｗ,0
3319.128,なっが,0
3319.874,重すぎw,1
3319.885,ちなみに昨日だるまさん白出してました,0
3322.162,お重すぎるww,1
3323.629,おっもw,1
3324.867,死刑じゃねーかwww,1
3332.695,重すぎやろ,0
3341.97,執行対象か,0
3343.856,まぁ執行猶予中模範ならね、、、,0
3345.025,重いwww,1
3355.354,危険があぶない,0
3362.797,ｗｗｗｗｗ,0
3363.413,ｗｗｗｗ,0
3363.409,wwww,1
3363.888,がんばれｗｗ,0
3364.107,壊せ壊せ,0
3364.585,ｗｗｗ,0
3364.74,やっばいな〜,0
3365.107,ｗｗｗｗ,0
3365.481,初動なら紫出せたんだけどねw,1
3367.556,おもろすぎる,0
3367.803,壊す？,0
3368.368,怖そう,0
3369.902,がんばれww,1
3370.335,oo lol,0
3370.597,がんばれ,0
3371.651,最速しかできないんよなw,1
3371.802,みそぎ,0
3371.91,※ランクです,0
3372.321,おおおおおおおおお,0
3372.746,:_nice::_nice:,0
3373.67,:_てんさい::_てんさい::_てんさい::_てんさい::_てんさい::_てんさい:,0
3374.098,おー,0
3374.099,:_nice::_nice::_nice:,0
3374.525,ｗｗｗｗ,0
3375.557,うおおおおおおおおお,0
3375.691,ナイス,0
3375.771,:_nice::_nice::_nice:,0
3376.633,おお！,0
3376.635,wwwwwwwwwwwww,1
3376.866,逆転無罪！！,0
3377.22,:_nice::_nice:,0
3377.508,おおおお！！,0
3377.712,:_nice::_nice:,0
3377.632,草,1
3377.836,なんでやw,1
3378.163,:_nice:,0
3378.899,こえでてるw,1
3379.404,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
3379.944,:_nice::_nice::_nice:,0
3380.021,:_nice::_nice::_nice:,0
3380.255,Www ,1
3380.543,:_nice:,0
3381.119,:_nice:,0
3381.309,よーし！,0
3381.794,:_nice::_nice::_nice:,0
3381.829,生き延びたwww,1
3384.063,8888888,0
3385.705,良かったw,1
3385.924,:_てんさい::_てんさい:,0
3386.494,wwwwwwwww,1
3386.734,:_けいぐ::_けいぐ::_けいぐ::_けいぐ::_けいぐ:,0
3387.108,8888,0
3388.705,あぶねーw,1
3389.074,:_nice::_nice::_nice:,0
3389.174,:_nice:,0
3389.736,こんな緊張するマービンある？ｗｗｗｗ,0
3390.192,おおおお,0
3390.404,減刑をお願いします！,0
3390.551,ふぅ,0
3391.215,8888,0
3391.503,はじめてみた,0
3391.484,なんてあっｗｗｗ,0
3391.974,だるまさん、見本を,0
3393.981,よくやった,0
3395.59,死刑免れたw,1
3395.78,:_nice::_nice:,0
3396.182,:_nice::_nice:,0
3396.293,裁判長にもやってもらいましょ(),0
3397.149,次はだるまさんだなw,1
3397.915,重罪が残ったw,1
3398.34,わかる,0
3401.4,知ってたw,1
3402.152,this all random,0
3409.456,最速ミスってたけど,0
3409.708,白過ぎたタイミングやぞ,0
3413.527,あれでも…,0
3422.537,紫確定で出す方法ありますよーー,0
3430.007,enemy！！,0
3445.356,Welcome New Member!,1
3447.861,よく刺さる,0
3453.637,刺さるね,0
3459.433,刺さってる〜！！,0
3460.459,:_nice:進化,0
3462.092,マザーひなーの,0
3470.139,さすがヒューズに自信ネキ,0
3470.42,ヒューズ上手いねぇ,0
3471.977,マザロプレデター,0
3473.759,上手い,0
3476.147,:_nice::_nice::_nice:,0
3476.527,ヒューズ上手いんだよなあｗｗ,0
3476.801,:_nice:,0
3477.396,今回は落ち着けるか？,0
3477.866,刺さっていくぅ〜！,0
3479.125,:_nice:,0
3479.671,:_nice::_nice:,0
3480.813,:_nice::_nice::_nice:,0
3483.242,ヒューズ本人,0
3484.349,ママはマザーロードうめえや,0
3484.239,うんめうんめ,0
3486.89,:_nice::_nice:,0
3488.042,:_nice::_nice:,0
3490.033,:_nice::_nice:,0
3495.965,マザーロール美味しそう,0
3537.414,おっけー、全員潰す。,0
3540.742,あっひない,0
3571.834,www,1
3574.342,wwww,1
3576.648,wwwwwwwww,1
3576.835,www,1
3577.288,あっあっ,0
3577.751,wwww,1
3577.824,www,1
3578.252,やばいｗｗｗ,0
3579.169,無限におるｗｗｗ,0
3580.205,www ,1
3580.444,大人の人ーーー,0
3580.566,www,1
3580.869,うわあああ,0
3582.31,ｗｗｗ,0
3583.149,やばw,1
3583.364,くさ,0
3584.257,wwwwwwwwwwwwwww,1
3585.719,いじめだwwwww,1
3587.937,あっwww,1
3587.91,ｗｗｗｗｗｗ,0
3589.085,:_くさぁ:,0
3591.865,ｗｗｗ,0
3592.021,ｗｗｗｗｗｗ,0
3592.709,:_じーじー::_くさぁ:,0
3592.741,えぐいて,0
3592.766,草,1
3592.91,ｗｗｗ,0
3593.145,ｗｗｗ,0
3593.369,wwwwwwwwww,1
3594.722,wwwwwwww,1
3594.77,www,1
3595.162,面白すぎるｗ,0
3595.176,WWWWW,1
3595.418,wwwwwww,1
3595.958,この状況なにｗｗｗ,0
3596.282,wwwwwwwwwwww,1
3596.478,:_くさぁ:,0
3596.945,wwww,1
3597.653,やっばいwww,1
3597.557,ないふぁい:_じーじー:,0
3597.831,wwwwwwwwww,1
3597.845,おもろいｗｗ,0
3597.861,エグいww,1
3598.013,そらそうなるのよ,0
3598.051,www,1
3598.14,ｗｗｗ,0
3598.219,:face_with_tears_of_joy:,1
3598.353,wwwwwwwwww,1
3598.848,wwwwwwww,1
3599.361,www,1
3599.772,おしいwww,1
3600.056,www ,1
3600.234,えっぐいwwwwwwwww,1
3600.337,たーくさんいる,0
3600.659,ｗｗｗ,0
3601.191,:_じーじー:,0
3602.109,www,1
3602.201,:_くさぁ:,0
3602.444,:_じーじー:,0
3602.973,おもろｗｗ,0
3605.299,領域展開！みたいに言うなwww,1
3605.604,lol,0
3606.992,絵面がじごくw,1
3607.068,wwwwwwwwwww,1
3607.443,Lmaoo,0
3607.975,:_じーじー:,0
3608.115,www,1
3608.241,これはエステートですね,0
3608.698,wwwwwww,1
3609.666,めっちゃくるw,1
3609.796,やっぱエステートはダメだな,0
3610.017,:_じーじー:,0
3610.249,www,1
3610.933,これだからエステートはwww,1
3611.153,ないふぁい:_じーじー:,0
3612.935,www,1
3613.671,未婚の地,0
3615.545,wwwwww,1
3616.756,:_じーじー:,0
3620.774,:_じーじー:,0
3622.293,最後の漁夫にならないとダメかw,1
3630.483,エステートはやばいねぇ,0
3634.764,wwwwww,1
3635.096,nqrseのシールド展開でたぁw,1
3636.688,敵がたーくさん:_けいぐ:,0
3638.678,エステートえぐいw,1
3639.889,エステートアンチがまた一人,0
3648.491,エステートアンチ増えたでwww,1
3649.991,wwwwwww,1
3658.624,wwwwwww,1
3663.665,こんにちは,0
3670.058,やっぱ形きもいからね,0
3691.546,エステードでマービン白はどうなる？,0
3691.631,www,1
3692.904,えっ！？美少女おる？,0
3693.424,観念したw,1
3694.01,wwww,1
3698.578,お,0
3707.934,wwwwwww,1
3707.898,エリジウムかぁ,0
3708.197,ｶﾜｲｲｶﾜｲｲ,0
3714.689,おねがい:_hii::_naa::_noo:,0
3717.019,没収wwwwwwwww,1
3717.867,没収されたのかw,1
3738.574,没収されてたねw,1
3740.896,ｗｗｗ,0
3743.252,没収されたか〜,0
3750.85,こんひなー,0
3761.894,www,1
3763.539,なんでwwww,1
3764.385,プレ軌道無くなったみたいねw,1
3764.988,ｗｗｗ,0
3769.743,www,1
3771.344,www,1
3772.666,あーあ,0
3772.663,:_sad:,0
3775.79,www,1
3779.11,www,1
3779.955,え、おれおは？？？,0
3781.936,www,1
3783.42,wwwwwww,1
3784.965,:loudly_crying_face:,0
3789.073,www,1
3792.884,www,1
3793.047,かみーとおらんやん,0
3794.458,詐欺師だるまがなんかいってるってw,1
3795.602,wwwwwwwwwww,1
3798.826,ピーポーピーポーw,1
3799.026,救急車聞こえる？,0
3799.319,www,1
3802.776,こわw,1
3804.295,pi-po- pi-po-,0
3805.284,救急車草,1
3806.647,救急車,0
3808.009,ピーポーピーポー,0
3812.509,ﾋﾟｰﾎﾟｰﾋﾟｰﾎﾟｰ,0
3813.228,なんで別の人とあしんでるんや？！,0
3813.436,すごい救急車ってどんな救急車なんやろ,0
3814.449,お迎えか？,0
3815.221,www,1
3815.44,めちゃくちゃいっぱい来た？,0
3815.615,どんな救急車や,0
3817.223,すごい救急車w,1
3819.303,いったいどうすごいんだろ,0
3819.404,現実かとおもた,0
3821.657,すごい救急車w,1
3822.66,すごい救急車！？,0
3826.192,すーぱーQQ車！！,0
3826.5,それはすごいな,0
3827.535,それはすげえ,0
3827.985,ｗｗｗｗｗ,0
3828.643,かみーとも配信してるよ,0
3832.446,8階建ての救急車マジで草,1
3832.573,ブス通るんだw,1
3840.063,おれあぽ一緒にやろうよ,0
3840.317,ブス！？！？,0
3840.441,！？,0
3845.214,オレオいないやんけ！,0
3845.807,ダメでしよ,0
3847.203,え?,0
3850.643,伝染したかw,1
3855.644,カガスミー！？,0
3859.61,？,0
3861.163,www,1
3865.902,ブステロ！？,0
3866.73,ブステロw,1
3867.209,ブステロｗｗｗ,0
3867.286,おれおどこ？？,0
3868.756,ｗｗｗｗｗ,0
3868.952,ブステロwwwwww,1
3870.081,ブステロｗ,0
3870.077,フラットんよりおらんわ,0
3870.257,ブステロ！？,0
3870.237,ブステロwww,1
3870.513,ブステロwww,1
3870.939,ｗｗｗ,0
3871.923,テロかあｗｗ,0
3873.766,よりえぐいw,1
3874.021,ブステロw,1
3874.693,ブステロwww,1
3874.786,ブステロw,1
3875.082,ブステロwww,1
3875.506,ブステロも大概やぞ,0
3876.545,ブステロw,1
3877.983,ブステロw,1
3879.649,ブステロまずいなwww,1
3880.039,早くおれアポでやろうよ,0
3881.587,ブステロの方がまずいｗｗｗ,0
3882.035,ブステロはエグイｗｗｗｗ,0
3882.314,ブステロw,1
3882.762,ブスより上来た？ｗｗｗ,0
3882.891,思想感じるww,1
3884.152,ブスのテロ！？wwww,1
3887.755,テロ扱い草,1
3888.554,ブステロはまっずいwww,1
3889.036,ナイスー,0
3892.707,ステロに聞こえた,0
3895.643,悪化してね？w,1
3902.315,テロなのかwww,1
3917.651,ブスはテロなのかw,1
3917.697,ええ・・・,0
3918.261,何が起きたw,1
3919.692,:_くさぁ:,0
3920.441,www,1
3920.813,ｗｗ,0
3921.429,wwwwwwwww,1
3923.353,何があったんだw,1
3924.09,www,1
3925.857,え？w,1
3926.032,wwww,1
3927.517,ｗｗｗｗ,0
3927.849,www,1
3929.328,wwwwww,1
3930.221,声でっかwww,1
3931.078,地獄www,1
3932.774,音圧えぐw,1
3933.162,うるさw,1
3934.358,カオスやw,1
3935.784,ｗｗｗ,0
3936.758,ぐちゃぐちゃ,0
3940.816,:_nice:,0
3941.643,すんごいことになってるwww,1
3943.571,www,1
3945.572,www,1
3945.757,wwwwwwww,1
3945.756,あれで1人ダウンさせるの強い,0
3946.187,www,1
3947.404,ないふぁい:_じーじー:,0
3948.641,確はやw,1
3949.292,ｗｗｗ,0
3949.557,wwww,1
3950.594,www,1
3950.948,確殺の鬼w,1
3951.485,wwwwww,1
3952.147,確キルされた:_angry:,0
3953.083,ごっちゃごちゃｗｗ,0
3953.022,しんだやつおる？,0
3955.314,www,1
3956.587,はやw,1
3957.006,なんでぇ～↑やねん草,1
3957.247,wwwwww,1
3957.285,えぐい,0
3957.45,www,1
3957.56,これはだるまが悪い,0
3958.091,wwww,1
3960.209,www,1
3960.584,www,1
3960.701,なんでぇいやねん！,0
3963.207,ww,1
3963.707,:_angry::_angry:,0
3964.288,絶対確サツマン,0
3965.768,:_angry:,0
3966.45,キルポに命かけてる,0
3966.897,ポイント欲しかったやんなぁ,0
3970.617,www,1
3972.207,絶対確キル入れるマン,0
3972.623,マイナス減らすプロ,0
3974.84,www,1
3976.408,もう一回遊べるドン,0
3977.082,負けるならせめてキルポ精神やろw,1
3978.066,ｗｗｗｗｗ,0
