コメント,ラベル
おおー凄い,1
2位,1
上を下したのもでかそう,1
すげえやん,1
普通にすげぇな,1
3位すげええ,1
こーれ下剋上あります,1
おお！すごい,1
１位あかりん２位ロレ３位ここか,1
3位うおお,1
2位だと思う,1
２位じゃない？,1
マジ？,1
あかりんとこね,1
下馬評覆したぞおお,1
つよ～,1
すごいよー！トン兄が育てました,1
昨日が同率1位やった,1
全勝えぐw,1
決勝であかりんチームか,1
あかりんのところ全勝なのかよ,1
泥つけられたね,1
あかりんのとこはべにのとこに3-0やね,1
明日この勢いでジャイキリ見てえ,1
うっ…春のV最の記憶が…,1
こっちはマザーさんのとこと当たってないしな,1
こーれジャンプです,1
亜城木夢叶ｗｗ,1
バクマンw,1
マジで溶けてるなあｗ,1
お酒飲んだ？,1
書く方なのねw,1
なつかしー,1
バクマン…,1
本番はBO1だから何が起こってもおかしくない,1
デュフフ,1
オタクくんｗｗ,1
ヲタク君さぁ,1
まあローレンとこに勝てるならどこにも勝てると思う,1
オタクくんきた,1
オタク出てきた,1
ラプラスの声鳥肌たつわ,1
バクマンいつだよ,1
オタクww,1
オタクくんでちゃってるw,1
さすがだわ,1
ちよつと,1
あかりんところ座学ガチガチなんだよね,1
オタクくんさぁ,1
ﾊﾞﾊﾞﾊﾞﾊﾞｸﾏﾝ,1
ド葛で新妻エイジネタ無視されてたな,1
ラプちゃん漫画詳しいよねw,1
わかりてw,1
オタクくんｗ,1
オタクくんこわ,1
物騒だなww,1
コーチをｗ,1
下馬表はまず覆ったか,1
オタクｗｗ,1
ｸｲｯ,1
オタク君さぁ,1
そうだよw,1
オタクくん,1
バクマンネタ今日二回目じゃねえか,1
やしきずインストール,1
ヲタク君,1
ラプ様と葛葉漫画ネタ会話いいなぁ,1
それであってますｗｗ,1
正解だよ,1
集まったww,1
嫌いなコーチを一人消す権利をｗ,1
オタクくんww,1
いや草…,1
コーチが消されるの草,1
オタク君ｗ,1
ラプ様意外とオタクなんですねｗ,1
オタクってことにされたｗｗ,1
かっるw,1
かわいいお別れの仕方w,1
あれ？ｗ,1
帰ってきたｗｗ,1
戻ってきたw,1
KAWAII,1
最協は出来上がってる！明日は最強になろう！#TBGWIN,1
自分に厳しいって笑笑,1
切り抜き見られてたね笑笑,1
切り抜き観られてたの草だったな,1
もっと増やせｗ,1
4割かよww,1
切り抜かれるよww,1
ローレンさんは異次元w,1
バケモノねw,1
あいつは仕方ないwバケモンや,1
怪物だよｗ,1
でもローレン最後シナシナだったw,1
ひとりだけCRカップだったなww,1
バケモノって呼ばれてたの笑ったｗ,1
ﾊﾞｹﾓﾝで草,1
バケモノ言ってて笑った,1
化け物って呼ばれてたねｗ,1
ラスボス扱いクソ笑った,1
化け物って呼ばれてたねw,1
ほんとそうｗｗ,1
バケモン呼びされてたの笑っちゃった,1
だとした、5対7やってて笑う,1
BO1、何が起こるかわからんすぎるw,1
バケモン呼び笑った,1
うちのチームWピーク苦手だから1v1 3回やってるんよね,1
あだ名バケモノだったもんなww,1
ローレン最初にやるだけで向こうの勢いだいぶ無くなるw,1
バケモノ倒したー！ってラプ様らかわいかったw,1
まじでビリギャルｗｗ,1
ビリギャルww,1
それはほんとにそうｗ,1
かるびはえらいｗ,1
今日だいぶよくなってたw,1
「かるびはえらい」澤構文みたいになってるw,1
澤構文やめろｗｗ,1
澤構文ええてww,1
言っちゃダメだよ笑,1
本番の方がかるび刺さりそうw,1
めっちゃギリギリ間に合った感あるねｗ,1
体に染み込ませてきたのかw,1
昨日からよくここまで仕上がったなまじでｗｗ,1
わかるなーｗ,1
まだ発表されてないねw,1
その方が良さそうw,1
当日発表だから言わないでねw,1
体にしみ込ませたかｗ,1
フィジカルだからww,1
戦略的センスは壊滅してるしなぁw,1
本番大爆発しそうw,1
あいつ二言まえのことしか反応できんw,1
500Lvなのに知識まったくないしｗ,1
多くないだろｗ,1
三人やってｗ,1
多くはないやろww,1
ラプ様シルバーは嘘やろwもっと上手い,1
なるほどそっちかw,1
あーw,1
あーww,1
じわるw,1
いらないって言わなきゃかｗ,1
そりゃそうｗｗ,1
ダメっていわないとかｗ,1
スタン、要らない！じゃないとかw,1
日本語って難しいなw,1
日本語の難しいとこw,1
いらないって言う方がいいのかww,1
スキルある？からの行動早いんだよね〜ww,1
かるびは大会毎回強いよw,1
モク中でスキル構えてる相手に、モク中に突っ込みそうｗ,1
そだねw,1
スクリムお疲れ様でした！本番ふぁいてぃん！応援してます！#蜻蛉軍団WIN,1
ある意味最強のメンタルｗｗ,1
強いなあｗ,1
そういう意味では水無瀬君心配だなあｗ,1
葛葉がいつも大会前にやってる『笑顔ー』のやつ、明日やるといいよね。みんなそれで落ち着くかも。,1
あーあったww,1
めちゃめちゃわかるww,1
だから、カルビに強く言えないw,1
うんｗ,1
デバフは今日全部受けたんじゃない？笑明日は行ける！笑,1
早く楽になろうとww,1
まあw,1
かるびの口癖ｗ,1
かるび語録みたいなもんすねｗ,1
そうw,1
そうねｗｗ,1
そうかるびのw,1
うんｗｗ,1
元ネタなんなんだろw,1
メンタルケアw,1
わかってあげられるらしい,1
そうそうww,1
なるびが何もわかってないときに言う,1
かるびの名言だよ,1
国の言葉か,1
口癖？語録？,1
あの発音がいい,1
本番前みんなで口角あげてこ！,1
わかり手のかるび,1
逆に　わかってくれる？！もある,1
結構言ってるw,1
語録なんだw,1
わかるよーわかってあげられるよー,1
わかってあげられるよー,1
お肉の国の方言,1
ちょっと上からなのがかるびっぽい,1
かるびほんま可愛いよな,1
つめるじょー,1
おにくの国の言葉か,1
かるびがりりむの失敗に対して言った言葉,1
わかるよぉ〜 わかってあげられるよぉ〜,1
語録,1
わかるよ〜わかってあげられるよ〜,1
共感した！みたいなことをね,1
 みんな補いあっててすごいよ,1
お肉の国,1
おちん,1
うるさいなぁ〜とか分かってあげられるよ〜とか詰めるじょ〜とか,1
おちんこんでるもそう,1
かるびが「出来ない私はせめてどんな人でも分かってあげよう」と決めた末に作り出したセリフ,1
おちん、,1
つめるじょ〜,1
わかってるなら改善あるのみ,1
おちんこんでるか,1
葛葉のありがとうございま〜すと同じ感じやね,1
味方だよー仲間だよーって,1
お、ちん,1
セクハラやめてください！,1
お肉の国の風評被害がすごいｗ,1
まあおちんついて,1
何でもわかってくれるぞかるび,1
チンの者,1
お肉語録？,1
かるび語もっとわかるように,1
ネットリしてる、言い方が,1
わかってあげられるよぉ～,1
姫だしね,1
決め台詞は草,1
おちんこんでるはえぐい,1
理解った！,1
よく言ってるね,1
明日はまじでおちんつこう,1
うるさいなぁ〜,1
女の子だよね,1
最低の国って言ってたやつねww,1
あと小知識,1
姫様やぞ,1
うるさいなあ,1
おちんこまないでいこう,1
おちついんていこう,1
はぁーいもか,1
なんでもわかってくれる,1
あんま使わん方がいい感じ,1
おちんこんでるはもうまんまなんよ,1
姫…,1
おちんついて〜,1
つめるジョ〜,1
あのイントネーションクセになる,1
一応姫やね,1
全然わかってなさそうで草,1
姫だよw,1
姫な,1
肉の王、じわる,1
おちんついてTシャツあるよね,1
姫なんだよね。,1
合法的セクハラだもんなw,1
姫じゃなくて王なんだよw,1
かるびは人の欠点には凄い共感する,1
うるさいなぁ、わかってあげられるよ～、おちんついて,1
おちんこまないようにねw,1
かるびはホルモンが好きらしい,1
葛葉本番おちんついてこー,1
あれでも姫やからな〜,1
わたし結構あれ好きやけどなw,1
一応姫,1
おちん、こついて〜,1
肉の王はもうしゃるさんなんよ,1
ハイタニ先生大絶賛のおちんついて～,1
かるびのあれは手塚部長のやつと同じよ,1
やめてくれw,1
ちな王は居ません。,1
おちんついてはわかるけどおちんこまないでは笑った,1
ラプ様、本番すげぇ震えてそうw,1
わかるよ〜じゃなくてわかってあげられるよ〜なの草,1
#蜻蛉軍団WIN！,1
ラプ様tierおかしいでしょｗ,1
オーメンの時焦るともっこりモクしちゃうわ〜w,1
前日に感度変えるのすごいなw,1
今回Tierとかもう訳わかんないw,1
あれほんまw,1
びっくりしたあれww,1
Ｃ疑惑草,1
まじチーターの視点だったww,1
もくぬけみたいな感じかｗ,1
やべw,1
やめてくれww,1
ガチで切り抜きでたら草,1
実は赤色に光ったんでしょ？笑,1
悪意ある切り抜きw,1
大炎上だなぁｗ,1
今年もあと少しなのにww,1
やっちゃったんだｗ,1
でもそれめっちゃでかいなｗ,1
偏向報道だよw,1
言い過ぎで草,1
○くんエグゼスタンプなつｗ,1
そもそも合ってないから変えるんじゃないのｗ,1
絶対カスとか言わないw,1
言わない言わないww,1
言わないｗ,1
似てないw,1
合わないままの方がよくないやろw,1
酔っ払ったら言いそうw,1
わりと言いそうw,1
ちょっと言いそうなの草,1
いわんW,1
聞いたことないよw,1
言わないよｗｗ,1
あの左アングルの切り抜きにあるか？ｗ,1
言葉強いなw,1
さすがにksは言わんやろｗ,1
ファントムアンチだねｗ,1
アイソの件かｗ,1
普通に口悪いときあるw,1
Lazさんちと、らい様ぽいよねw,1
憎悪ｗｗ,1
「弱いクセに不快」のやつねw,1
アイソ皆ボロッカスにいってない？ｗ,1
まだQさんの方が信憑性あるw,1
アイソのやつまじおもろいw,1
ファントム拾ってうち負けた時の発狂笑う,1
アイソ褒めてる人をむしろ見てないわ今ん所ｗ,1
worldsのアーカイブとか今後見る？,1
明日はworldsもあります,1
#T1WIN,1
かるびのせーのが一生合わないの笑った,1
そうか葛葉Worlds見れないのか,1
最初はバラエティパックだと思ったw,1
明日はworldsと二窓するわ,1
またチームメイトにこの切り抜き見られるなw,1
今ならゲラゲラ笑いながらコードネームやってるの見えるもん,1
まるで漫画やん,1
最協やっぱりいいな,1
１９ｗｗ,1
がんばれｗｗ,1
寝れま20,1
相手レディアント2枚積みにいい勝負出来るチームなのに勝てて良かったなまじで,1
妖怪1足りない,1
お願いします,1
明日に取っとけよ,1
頼む！,1
寝るぞ,1
勝てるー、楽しみ,1
出してくれ,1
がんば,1
ちょっと通り過ぎるなエイムっｗ,1
占いきました,1
20チャレですので出ないと寝られません,1
1本集中,1
朝までかかるやつか,1
喋りながらw,1
このままだと徹夜,1
だからか,1
さっきから出てるよ？,1
みんなほんとに強いから頼もしかった,1
渋谷ハルデェス,1
血迷いすぎだろｗ,1
はよ出してねてくれ,1
渋ハルww,1
そこまで言わせるチームってすげぇな,1
それはだいぶおかしくなったな,1
く,1
頭おかしくなりすぎだろ,1
そんなんで決まっちゃうのかw,1
葛葉優勝頼む！,1
OT終わらんかったか笑,1
あっあっ,1
本当に頭おかしくなってて草,1
賞金スパチャくるぞ,1
負けたか…,1
幸先が,1
こーれ本番デバフです,1
渋ハルだいぶ頭おかしくなってんな,1
ええ…,1
余計にaim悪くなってない？,1
メンタル崩壊,1
本番に弱いってことかぁ…,1
タイムリープするんだ葛葉,1
いったん最下位か,1
お、わり,1
敗北者,1
こーれ最下位ですｗ,1
優勝ないか,1
や、ばい,1
葛葉がおかしなってない？w ,1
となると優勝ないか…w,1
存在しない回bot,1
渋ハルも末だな,1
ね、寝るか〜ぁ,1
うえいｗ,1
敗北か,1
分かってあげられるよ～,1
初戦敗退〜,1
19,1
ちょっと前に一回出てたけどね笑,1
惜しい,1
渋ハルの煽りが聞こえる,1
Ｖ最射撃訓練S1開催です,1
一旦なかったことにしようか,1
かるびのせいにすんなｗ,1
かるび姫w,1
あと1だー,1
あれ、？,1
叫んでそう,1
かるびパートだったか,1
最低で草,1
葛葉？,1
なんか生贄捧げられたｗ,1
かるび。,1
かるびまじかよ,1
生贄の肉,1
かるびおちんついて！,1
生け贄かるび,1
PK方式なんだよね,1
かるびに押し付けるなｗ,1
もうちょっとやってｗ,1
かるび宿ってた？,1
捧げるな,1
かるびとばっちりで草,1
かるび失敗,1
くずはがんばれ,1
かるびaimだけの女だぞ,1
あ、れ,1
カルビ！？,1
なんだかるび選手か,1
今度は誰だ？w,1
命借りるか,1
カルビ19体だいぶ強くて草,1
PK方式ww,1
謎のカルビ被弾。,1
えー、葛葉かるび以下ですｗ,1
うっ,1
葛葉～？,1
こーれラプラスさんです,1
カルビ以下,1
かるび以下確定したけど,1
かるび＞葛葉,1
気まず,1
かるび以下、と,1
あ、っ,1
カルビ以下で草,1
かるび行か,1
かるびWIN,1
カルビの方が強いか,1
しぬんだぁ,1
カルビ選手の勝ち,1
負けた,1
まあ最悪6人分の命をかけれるから,1
次は、誰だ？,1
仮想かるびに負けてね？,1
カルビの勝ち,1
かるびに負けたか,1
これ誰？失敗,1
なんかデバフってね？,1
わｗ,1
さ、チムメン何人登場すっかな,1
えー兄弟とさせていただきます,1
これ？かるび以下やんｗｗ,1
かるび以下だね,1
かるびのが上かー,1
勝手にメンバーうるなww,1
はい葛葉さんふぁいてぃんw,1
足しても20にならないよ…,1
人のせいで草,1
水無瀬w,1
デコイだ,1
リーダー！？,1
かるびより下…？,1
水無瀬さんマジか～,1
かるびのが強くね？,1
失敗させんなｗ,1
おちんつこ,1
水無瀬さああん,1
えぇ,1
水無瀬くんまじかよ；,1
チーム犠牲にしてる,1
リーダーしっかり～,1
弄りやすい順,1
味方を捧げるなw,1
花京院の魂も,1
リーダーさぁ…,1
リーダー,1
リーダーまで！？,1
あれさっきと言ってることが、,1
最低だよお前ww,1
いじりやすい人から生贄にするな,1
生贄にしてるww,1
こら〜w,1
身代わりやめてw,1
かるびの次に水無瀬さん失敗するの草,1
水無瀬の分か…,1
チームメンバーがどんどんｗ,1
言いやすい人から減らすなww,1
どんどん仲間が犠牲にｗ,1
仲間が犠牲に,1
あと３機w,1
水無瀬さんも犠牲になったw,1
生贄制度ｗｗ,1
味方の魂を賭けるなw,1
水無瀬かぁw,1
当てるなぁつｗ,1
雑にいじれる順でやるの草,1
味方の魂かけるなw,1
一生19w,1
生贄ｗ,1
寝れないw,1
ラプ様はまだ無事とw,1
犠牲者が次々にw,1
ラプ様を守れｗｗ,1
チームメイトにww,1
コーチ分もくるぞこれｗ,1
おいちーむになすりつけていくなwwx,1
きゅぴちゃんもとばっちりで草,1
全員生贄にするなよw,1
貯金がどんどんなくなるw,1
妖怪1足りない大量発生ｗｗ,1
ちかくねｗ,1
とんぼこるち出るぞｗ,1
ラプ様やばいか,1
こーれラプ様です,1
これは,1
えーと,1
ラプ様ごめん,1
これラプ様の分ね,1
残りの魂2つ,1
もうラプ様しか,1
これもてぃむの命を借りる葛葉で切り抜きです,1
沸く場所が悪いわーｗ,1
こーれ切り抜きです,1
これとんぼさんも失敗するかもしれん,1
ラプ様守れ！,1
おちん、こまないで,1
はやい,1
負けるよ！,1
らぷちゃん。,1
ラプ様はまずいですよ,1
これはソース,1
はやいってｗｗ,1
残機1です,1
もうここ切り抜き確定です,1
すでになすりつけるなｗ,1
ラプ様は犠牲になってしまったw,1
早いｗｗ,1
生贄がもうないぞ；,1
とうとうフライングし始めた,1
ストックないです,1
もう命がないぞ,1
残機扱いすな,1
ラプ様も中々やるな,1
コーチにまで手を出しそう…,1
真打ね,1
コーチもいます,1
早いよw,1
真打登場,1
言うのはやいｗ,1
もうあとがないw,1
先行草,1
あれれ,1
いっけええ,1
葛葉頼む！,1
総帥からソースへ.,1
こーれチーム2週目くるかw,1
真打登場？,1
次コーチかもw,1
次Tonboさんかな？w,1
味方全滅させてて草,1
こーれトン兄の魂も使います,1
とんぼコーチ出ますこれ,1
トン兄の分あるぞ,1
葛葉行けんのか！？,1
ここでコケる小ボケね,1
tonboさんか,1
まだこるち分あるか,1
トン兄も犠牲に,1
だああ,1
本番には弱かった,1
はい,1
くうう,1
トン兄〜,1
ガチラストだ,1
トン兄もでたなw,1
いのちかけるな笑,1
こるち,1
とん兄失敗,1
あれ！？,1
コーチはまずい,1
本物きた！,1
トン兄ナーフされてね？,1
ファイナルラスト,1
トン兄ww,1
全勢力出たw,1
賭けたどころか散ってて草,1
勝手に命掛けたw,1
もう残りいないぞどうするw w w w,1
命重いｗ,1
こるちの命がw,1
一番まずいｗｗ,1
ああ、,1
こるちを救ってくれ頼む；,1
まだ渋ハルがいる,1
蜻蛉軍団壊滅,1
ま、,1
タイムリープするど,1
今のは天月さんか,1
敗北です,1
おい、ねれないぞ,1
a,1
トン兄ィィ！,1
終わっちゃったんだ,1
残機、ゼロ。,1
13はひどい,1
リスナーをかけろ！,1
かるび化してる・,1
渋ハル,1
1番少ないw,1
一番低いｗ,1
おしめぇだ,1
とんにぃ…,1
葛葉一番下で草,1
酷いｗｗ,1
あーー,1
1番弱くて草,1
おわったか・,1
喋るとほんとに…笑,1
おつかれさまでした,1
みんな…,1
ワイルドカード,1
やっぱチート使ってたなこれ,1
誰だよ,1
未来の葛葉！,1
渋はるがいるよ,1
未来からw,1
最下位かぁ,1
まだ渋ハルの命がある,1
俺が増えとるw,1
だから今 1秒ごとに？！？！,1
レパートリー草,1
未来来るんや,1
未来の葛葉！？,1
12だったら怖すぎて泣くところだった,1
もう寝るか,1
たすけれるんかww,1
未来葛葉来た,1
未来の葛葉頼む,1
命前借りか,1
明日の葛葉か,1
タイムリープしてね？,1
無限にできる,1
無限じゃねぇかw,1
なんでもありで草,1
頼む、フューチャー葛葉,1
次は過去から来るぞ,1
何人いる,1
マルチバース葛葉か,1
葛葉動きます,1
ドラえもんの映画でもその展開見たわ,1
リゼロかな,1
過去改変きたあ,1
ばっくとぅーざｗ,1
あと何回で終わるか、みんなで予想しようぜ,1
葛葉助けてくれ！,1
喋りながらやるからエイム死んでない？,1
歴史修正しよう,1
救ってくれ,1
熱い展開きた,1
2077年から来た葛葉,1
これなにしてんのこれ,1
お前100歳越えだからずるいぞ,1
運命を変えてくれ,1
パラレルか,1
失敗した失敗した失敗した失敗した失敗した,1
フューチャー葛葉,1
うーん？,1
熱い展開,1
助けて〜葛葉〜,1
集合時間になっちまうよ,1
そろそろ皆で寝ようぜ,1
未来を変えてくれ…,1
時をかける葛葉,1
フューチャー！？,1
かるび＝きゅぴ＝とんぼ＞みなせ＝ラプラス＞葛葉,1
そんなこといってるからできんまである,1
ナイスゥ！ｗ,1
ふうう,1
こーれしんじさんです,1
背負うとaimブラちゃうのかな？,1
あっぶな,1
きたー,1
止めたｗ,1
未来葛葉ナイス,1
あぶね〜,1
おめ,1
ヨルが「俺がやる」って言ってました,1
おおぉ！,1
未来の葛葉うおお,1
未来の葛葉ありがとう,1
ヒューチャーー,1
フュずは,1
おめでとうーー,1
うおおぉおお,1
フューチャー葛葉ナイス！,1
ループ脱出,1
世界線を変えた︎,1
世界線かえたああ,1
優勝おめでとう,1
ファイト！,1
いくんかいw,1
やめろ,1
運命変わった！,1
優勝だー！,1
やっぱり最後には葛葉さんですね,1
決めろ,1
そうなればきゅんですｗ,1
課していくｗ,1
もうやめとけｗｗ,1
寝ないなこれw,1
やめとけw,1
一生おわらんｗ,1
なんで追い込んでくのww,1
わろたw,1
いけええww,1
大丈夫かw,1
おわらんw,1
今掛けていいんか？！,1
タイムリープものだった,1
リスナーの命もかけるぜ,1
敵想定して～,1
まだやるんかw,1
はっｗ,1
未来の葛葉が繋いでくれた！,1
いいからもう寝ろw,1
がんばれ！ww,1
がんば！,1
やめとけぇw,1
うん。ｗ,1
そういう願掛けみたいのわかってあげられるよ〜w,1
12/30やでこれ,1
シュタゲかな,1
未来のかるび来てない？,1
ただのbot撃ちで楽しませるな,1
セーフｗ,1
世界線を乗り越えた！,1
やた！,1
うおおきたああ,1
うおお優勝だああ,1
渋ハル残機にする？,1
しゃああ,1
やーる,1
いえーい！,1
やったぁ～！,1
やったああ,1
おおー！,1
やたああ,1
寝ろ寝ろ,1
優勝来たー,1
なきすす,1
優勝うおお,1
せーーふ,1
やったぁぁ！,1
わーーい♡,1
優勝か？,1
こりゃ優勝や,1
優勝おめでとうございます！,1
おめでとおお！,1
優勝おめでとう！,1
優勝だぁぁあ！,1
優勝おめでとおお,1
おめでとおお,1
お、おめ,1
おめ！,1
二次会行くか,1
未来の葛葉よくがんばったね,1
きたああ！,1
優勝だな,1
おめでとう！１！１,1
絶望の淵から,1
優勝だあー,1
渋谷ハルありがとうーー,1
優勝だ！,1
よし！二次会だ！,1
優勝おめでとーw,1
もう一回か？,1
優勝だ～ｗｗ,1
葛葉WIN,1
こーれ二次会あります,1
これ明日勝ったな,1
おやすみいい,1
おめーだよw,1
こーれ明日優勝です,1
めでてえ！,1
流石に泣いたぞ,1
明日はfakerも勝つし蜻蛉軍団も勝ちます,1
でも5人犠牲になったんだよな・,1
優勝のイメトレ,1
うおおぉ,1
おめでとうう,1
V最優勝だうおお,1
ってことは二次会決定ですね,1
優勝の一言,1
二次会は確定か,1
よし、おやすみだああ,1
気持ちよく寝れるな…,1
欠席まじかww,1
継続するんかｗ,1
欠席すんなｗ,1
いいのか？w,1
欠席w,1
欠席ま？w,1
なんでだw,1
二次会は出ろw,1
よっしゃああ参加決定ｗ,1
オチを作りに行くなw,1
二次会でたかったんじゃーんww,1
お疲れ様でしたｗ,1
二次会でたすぎｗｗ,1
出席やなw,1
二次会行きたいんだろw,1
このサムネめっちゃ好き,0
サムネいいねー,0
サムネめちゃめちゃすてき,0
サムネかっちょいい,0
サムネよすぎる,0
サムネ,0
たいよろ！,0
たいよろ〜,0
たいよろー！,0
ファイティーン！,0
対よろ！今日もがんばえ！,0
まってたーー,0
ふぁいてぃーん！がんばれー！,0
れちごおお,0
ファイティンー,0
ふぁいてぃん~！,0
よろ,0
まってた〜ワクワク,0
スクリムラストがんばれ〜,0
今日もファイティン,0
対よろがんばれ〜！,0
ファイトや,0
今日もがんばれー！,0
対よろ！頑張れー！,0
対よろ〜！楽しんでくれ！,0
対よろ〜スクリム最終日ファイトー！,0
いくわよー,0
応援だああ,0
ふぁいとーー,0
今日はないのかと思ってたから嬉しい,0
左に謎のやつが,0
頑張ってください！,0
ファイテン！,0
がんばー！,0
対よろ！頑張れ！,0
お菓子代。スクリム最終日！蜻蛉軍団最協の仕上げファイティン！今日も感謝,0
最終日がんばれー！,0
ふぁいと〜！,0
頑張ってください,0
なんか左下出てるぞ,0
サムネかっこいー！,0
こんー、対よろ、ふぁいてぃん！,0
皆様頑張ってください…！,0
がんばってこ〜,0
応援してる,0
最終日の相手に不足なし,0
！がんばれ！,0
ふぁいと！,0
ふぁいとーー！,0
ここの勝負1番楽しみ！,0
サムネカッコいい,0
対よろ～,0
相手どなたですか？,0
がるばるれ！,0
楽しんでね！頑張れー！,0
対よろ！ツイート,0
きゅぴちゃんと同じサムネだ！,0
最終日にあたりたくないチームやなぁ,0
ファイトー！,0
楽しんでがんばえー,0
ロレチームか,0
おほ,0
まじがんばれ！,0
ないすわんぴ！,1
はいつよい,0
ナイスワンピック,1
まじ１？！,0
た,0
dekka,0
ワンピでかい,0
最終日がんばって〜,0
今日も頑張れー,0
サムネとっても可愛いね,0
相手ろれチームかぁ,0
ロレチームに勝とう,0
いきなりローレンでかい！,0
ロレ落とせるのでかいよ！,0
MOTTOO KOROSEE,0
たいよろぉ,0
ロレチームと出来てラッキーやな,0
ないすぅぅうう,1
えっっおぉ！,0
こんばんわー　,0
ツイート葛葉さん,0
声出てるのよすぎる！,0
ナイスワンピックすぎる！,1
ピストルとったぞー！,0
おいコール量が激増やぞ,0
〜がんばれ〜,0
大丈夫だよ！いけてるいけてる！,0
ラプ様、声出てていいね,0
左下のuiなに？,0
いいねー！ないす！,1
コールの統一感が出た気がする,0
雰囲気良！,0
声出し最高！,0
なんかめっちゃいいかんじ！,0
冷静ゲーミング！,0
ディスコードの裏のあれなんなの？,0
ナイスピストル,1
トン兄って優秀なのか？もしかして,0
かっけー！,0
てんきゅーギャル,0
なんかめちゃいいよお！,0
ピストル取れた〜！,0
成長してる？！,0
ハンドガン取れたぞ！,0
やっぱ一戦目はいい感じやな,0
長時間の練習からのこの雰囲気あまりにも最高では,0
どんどんいいチームになってる！,0
ハンドガン取れたね！,0
相手チーム、アセント勝率100%だから、こっちも得意のアセントでどこまでやれるか楽しみやね,0
みんなコールがスマートになってる,0
なんか良くわからんけどコールかっけぇ！,0
今日もファイト！,0
空気美味しい,0
応援してます！,0
声掛けが良い！,0
せーのめ,0
ナイス１１,1
えぐえいむ,0
ピストル取れてるのいいねえ,0
みんなで合わせてかなっ　良い,0
最後のスクリム頑張ってー！みんなの努力が実るよう、応援してます！,0
今日いい感じか？,0
めちゃめちゃ良い感じや！,0
リテイク綺麗だぁ！,0
いいぞ！ナイス,1
めっちゃええやん！,0
いいよチーム！,0
こことれたあらあちぃ,0
エイムばちばちや,0
ピストルゲーミングだ,0
最終日かー,0
みんないい！,0
なんか安定してるな,0
強いやん！,0
エコ取れるのいいねぇ,0
声でてるのいいね！,0
コールと連携がいい感じすぎる；,0
かなり良い感じ！,0
ぱらりーや！,0
いい感じ！,0
ここ取れたらでかいね,0
めちゃくちゃええやん！,0
まじハンドガン取れてるのデカい！,0
きれっきれえいむ,0
頑張れぇぇえ！,0
アセント守りホントうまい,0
明らかにコールの質が高い,0
このままいけー！,0
ティムいいよー！,0
本番もコーチはバイの時話せるんですか？,0
ハンドガンラウンドでかいよ！,0
ピストルとれてるやん,0
うますぎる,0
めっちゃ良いチーム,0
かるびいいね,0
めちゃいい感じね！,0
報告もいいよー,0
かるびいいな,0
かるびコールめっちゃええやん！,0
選手おちんついて頑張れ～,0
アセントは毎回良い感じだから,0
本番は話せないらしい,0
苦手な守りで勝ててるのがでかい,0
エイム綺麗,0
報告いい感じ！,0
今日のかるびはいいな,0
hnt,0
あの距離見えんのか？,0
ないとら～,0
ロレ強くね？,0
ろれつっよ,0
エイムぷりっちまった,0
ろれつよ,0
ロレのところか さすがに強いな,0
相手も上手い,0
ありがとうございます,0
ふぁいふぁいふぁい！,0
いい失敗,0
声出てるぞ,0
エコなんだよね,0
ここ勝てたら自信えぐいな,0
声でてる！かっけ！,0
お、ハンドガンとってますやん,0
ろれのちーむ全勝なんだっけ,0
スクリム頑張って！,0
本番はBO1だしな,0
いい感じよ,0
オーバーレイの裏のって戦績のとかだっけ？,0
がんばー,0
このチーム倒すぞ！,0
コールいいなあ,0
これまでBO1ならうちも全勝だから今回も頼む,0
かるび見違えたな,0
ド葛本社面白かったで！　スクリムも頑張れ！,0
削られたなぁ,0
やっぱまだバラついとるか,0
いけるぞ がんばれ,0
ローレンにフィジカル負けてねえ！強い！,0
がちうまい,0
ないすないすないす,1
いいよー！,0
まじないす,1
落ち着いててナイスゥ！,1
nice!,1
葛葉のAIMあったまってるなぁ～！,0
守りいいね,0
ナイスじゃない！？,1
てぃむうますぎん？！,0
うまなってる,0
ヒバ強くない？,0
葛葉さんエイムぽかぽかだね～！,0
今の感じでいこう！,0
かっけーぞ！,0
3枚持ってくのえぐいて,0
対ヨロ,0
いけてるど,0
エイムホカホカです,0
ナイス耐えすぎた,1
葛葉が三人やってなかったらキツかったな,0
耐え過ぎだ葛葉,0
葛葉ナイス耐え,1
耐えたねえ〜！,0
コール良き〜！,0
ヒバうんめえな,0
ないてぃむ,0
３キルでかい,0
エイムあったまってるな,0
ローレンに勝て！ら,0
ローレンキラーやな,0
葛葉エイムが良いし、チームつよいぞー,0
強すぎやって,0
チームつよくなってる,0
今日いいよおお,0
葛葉強いぞー！,0
かるびの報告成長しすぎじゃない。？,0
ローレン潰したらいい感じや,0
緊張するーー頑張れーー！,0
Have fun.,0
読みと立ち回りいい感じ,0
まじでコールも流れもいい！,0
限界ポジの王子だからな,0
めっちゃ良い,0
足,0
ヒバが想像以上に強い,0
皆落ち着いてるしコールいい,0
対よろー！,0
にじさんじ最強,0
ロレにかてー,0
今きた最終日がんばれ〜！,0
かるび上手くなったなー,0
かるびちゃんほんとすごい,0
かるびさんナイスコール,1
カルビコールいい,0
報告がいいな！,0
かるびコールめちゃいいぞ,0
かるびいいコールだ,0
かるびめっちゃ報告いい,0
報告の成長がエグい,0
かるびのコールよくなりすぎだろ,0
かるびいいね〜,0
カルビ報告めっちゃ良くなってる！,0
