コメント,ラベル
オーメンする？久々に,1
スカイでは？,1
落ち着かないなこのメンツw,1
奥ｗｗ,1
わちゃw,1
まとまらないww,1
わーわー,1
決まらねえw,1
ふわっち焦るなw,1
スカイ～！,1
オクタン！？,1
バトルほんま草,1
戸惑いすぎw,1
きたあｗ,1
ゲッコーw,1
お,1
わちゃ,1
奥いくわ？,1
ゲッコーきちゃ,1
本人！？,1
ダチョウ倶楽部w,1
お、お、お、お、,1
本人きたああ,1
本人来ちゃ！w,1
ゲッコーうおお,1
きたあ,1
わっちゃりうぇい,1
うおお,1
わちゃりて！,1
わっちゃりうぇーい,1
わっちゃり！？,1
ゲッコーきたああ,1
わっちゃりうぇーいきた！,1
本物や！,1
uおお！,1
VC葛葉？！,1
本人きちやああ,1
葛葉が葛葉使ってる,1
本人うおお,1
ゲッコーきちゃー！,1
ゲッコー！きちゃあ！,1
わっちゃわっちゃ,1
わっちゃりうぇーーい,1
きちゃ,1
葛葉きちゃ,1
きたー！,1
わっちゃりうぇーい！,1
わっちゃりうぇいw,1
落ち着けw,1
葛葉や,1
わっちゃりうぇ〜い,1
うおおあおお,1
キター,1
本物きた,1
ゲッコーきちゃああ,1
本物だああ,1
声が似てると噂の,1
ゲッコー本人きた,1
ゲッコー！,1
本人きた,1
葛葉きたー,1
本人来た,1
え！,1
げこw,1
きたたああ,1
おお！？,1
りりむキャリーってマジ？,1
本人だ！,1
ゲッコーきちゃ！,1
お？,1
面白いな,1
わっちゃりうぇ～い,1
ひっそりいたｗ,1
本人きちゃ！,1
本人きたー！,1
本人きたｗ,1
ハユン君ｗ,1
使ってみようの精神w,1
ユンくん草,1
ユンくん黙ってたなww,1
ハユンw,1
ハユン君なんよほんとｗｗ,1
チェンww,1
ハユンｗ,1
自由ｗｗ,1
ハユンｗｗ,1
ユンさんおチェン好きだもんねww,1
こっそりチェンバーw,1
本人w,1
使いたいよねえw,1
チェンさんだった人多いなｗ,1
元チェンバーOTPの民だｗ,1
黙ってるんじゃなくて入る隙がないんだよw,1
やりたかったよねw,1
自由だw,1
本人vcきたww,1
ハンデチェンバーｗ,1
なるほどねw,1
VC助かるw,1
天才で草,1
まじで声似てるなｗ,1
初めてのモクがイレギュラーすぎるｗｗ,1
撃たれて終わりそうw,1
ならかママだw,1
ヘブンは…？w,1
設置できて草,1
すげぇわちゃわちゃｗｗ,1
うるせえこのチームｗｗ,1
ナイスウィングマン,1
うるさいｗ,1
かわいw,1
音圧ｗｗ,1
うるさすぎるww,1
うるせぇww,1
にぎやかw,1
うるさｗ,1
おもろｗ,1
音圧えぐいがw,1
おしい～,1
たのしいねぇw,1
うるさいw,1
おしいw,1
わぁぁおしい,1
おしいー,1
漢気すぎるｗ,1
かたｗｗ,1
騒がしいのよw,1
おしい〜,1
侠気ｗ,1
ガチ解すぎるw,1
ガチの顔してたww,1
そんなことなかったｗ,1
ブロ特有のｗ,1
ガチ解除通っちゃったw,1
漢だったw,1
ガチ解除かw,1
おもろすぎるw,1
りりむやっぱ元気だなぁw,1
葛葉さんのセージはなぁw,1
りりむマジうるさいw,1
たのしーw,1
セージの壁気をつけないとw,1
1ラウンドから熱いなｗ,1
ファストレーンでいいと思うもくの道ｗｗ,1
ゲーム音小さいよ？,1
りりむ！？,1
クsあ,1
ああ,1
楽しすぎｗ,1
草b,1
終わってるｗ,1
えびおｗｗ,1
わぁ〜,1
にゃらかww,1
事故が多発してるｗ,1
もうぐちゃぐちゃやw,1
ひばつっよ,1
なんかおばさんおらんかった？ｗ,1
ダメかもしれんこのチーム,1
えびおww,1
　おわらい会,1
にゃら？w,1
こんにゃらおもろすぎんか,1
ないすけずり,1
惜しい！,1
事故が多発してんなw,1
きもいw,1
消えてもら…,1
エビオがいっちゃんいやらしい,1
Nt,1
感謝(ㅅ´꒳` ),1
セー、ジ,1
よわｗｗ,1
よわ草,1
常識が通じない男,1
絶対ジャッジ持ったエビオいるぞ,1
ping1桁なってる。いいね,1
ナイスシュミレーション,1
戦績どんな感じですか？,1
りりむｗｗ,1
いいむ笑笑,1
騒がしいなw,1
うるさ,1
うるせえw,1
ぐっちゃぐちゃw,1
りりむうるせえww,1
うるせぇw,1
はしりうちすごw,1
りりむちゃんw,1
エゴがすぎるw,1
うるせえｗ,1
うるさｗｗ,1
めっちゃわらってるw,1
りりむ草,1
なんだなんだｗ,1
うるせぇ！,1
ボブ！？w,1
話聞かねぇw,1
スキルで進めないんよねw,1
終わってるw,1
騒がしいｗ,1
俺ボブ,1
りりむwうるさカワイイw,1
？｢魔界ノりりむうるせぇ｣,1
お前ボブお前ボブ！,1
ボブ？,1
オレボム！,1
りりむ報告ガチだな,1
りりむガチうるせえw,1
めっちゃ騒がしいw,1
うるせぇｗ,1
？「魔界ノりりむうるせぇ」,1
りりむうるせえｗ,1
おもろすぎ,1
パワーじゃねえかw,1
奈羅花にこにこやん,1
りりむかわいいな〜,1
りりむえぐい音量w,1
りりむｗ,1
わちゃわちゃｗ,1
ぐちゃぐちゃw,1
やかましくて草,1
わちゃわちゃおもろい,1
ふへっちやめてｗ,1
魔界ノりりむうるせえ！,1
騒がしいw,1
オープンへっち？,1
うるさw,1
no soundがすぎるw,1
やかましいw,1
ボブw,1
なぜ強いいw,1
りりむ5人分くらい喋ってるってｗ,1
なんもわからんw,1
りりむうるせぇw,1
ハユンの声があまり聞き取れない,1
ヴァカランド,1
りりむうっさいww,1
なんか勝って草,1
これにはイブラヒムもガチギレ,1
なんも聞こえんし面白すぎるｗ,1
みんな落ち着いて！,1
イブラヒムブチ切れで草,1
いいむ草,1
マジで報告が聞こえんｗ,1
りりむうるさ,1
よくこれでできるなハユンｗ,1
なんで勝てた,1
りりむちゃんかわいww,1
ナイス笑笑,1
なんでか勝ったww,1
りりむ5人分喋ってるｗ,1
なぜ強いw,1
何で勝てる？w,1
うるさすぎｗ,1
これが笑顔のヴァロかｗ,1
ハユン大丈夫か？w,1
リリム10人分ぐらい喋るやんw,1
騒がしくて最高だなw,1
地獄すぎるw,1
ウィンドウ部隊どうした言われてたw,1
姫賑やかw,1
魔界ノりりむうるせぇｗ,1
カオスw,1
にゃらか優しいｗ,1
騒がしw,1
いいむの声しか聞こえないw,1
ハセシンおるなw,1
こないｗ,1
無視w,1
無視ｗ,1
無視されたw,1
着いてこないw,1
めっちゃ楽しそうww,1
ネオンちゃんｗ,1
無視ww,1
無視ｗｗ,1
りりむさん？ww,1
honnin ww,1
子どもすぎw,1
無視草,1
シカトま？w,1
葛葉設置w,1
まじ似てる,1
スパイクが,1
設置せいや,1
いいむ！？,1
設置は？ｗ,1
うまいじゃん！,1
今度は言うこと聞いたｗｗ,1
またw,1
俺やww,1
エイムだけうまいｗ,1
りりむナイス～,1
設置忘れがちw,1
ありがとウィング,1
かわえー,1
やっばｗ,1
うんまぁ！,1
りりむほんとうまいわ,1
トコトコかわいいな,1
かわええ,1
ウィングマンかわち〜,1
たのしｗ,1
可愛い,1
設置しないと！,1
負けたな,1
お弁当持ってるの忘れがちw,1
ぉぉ,1
わっちゃわちゃww,1
仲良死,1
りりむ？,1
なかよ死,1
dann muss ich da diese scheisse,1
りりむぅ！,1
がんばれりりむ！,1
チビ助かわい,1
ナイスゥ〜！,1
ゲッコー初めて見るわー,1
なんだこれｗｗ,1
ナイス～！ｗ,1
なぁにこれぇｗ,1
すげw,1
りりむー！,1
つええw,1
なぁにこれぇ,1
ないすーw,1
りりむないすー！,1
なんでだww,1
りりむちゃん！,1
nice！,1
りりむぅ,1
りりむーー,1
最強〜,1
りりむさん,1
りりむさんな,1
なにこれぇ！草,1
ナイス‍ｗ,1
りりむサンダー,1
りりむさんだーないすー,1
リリムサンダーw,1
りりむサンダーw,1
りりむさんw,1
りりむサンダーｗ,1
勢いはあるw,1
普通にネオン行けるんだよなｗ,1
ファンモム？w,1
なんて？w,1
なんてw,1
なんて？Ｗ,1
なんて？ｗ,1
守りがこえぇw,1
ふぁんぼむ？w,1
変に待っちゃうデュエよりよっぽど強いw,1
一旦入るｗ,1
うおおナイス！,1
ich hab was gesagt,1
みんな自由だw,1
もうvaloわかんねえわｗ,1
すごいなもうｗｗ,1
勢いだけでサイト取ってんの草,1
あぁらパワーw,1
なんかぶちギレてたよなww,1
キレてたｗ,1
勢いすぎるw,1
爆弾にきれてたなw,1
荷物重いｗｗ,1
いうねぇｗ,1
重かったかw,1
荷物ww,1
重かったｗ,1
重いかぁw,1
荷物重いｗ,1
お荷物ですかーw,1
荷物重い草,1
かわいいｗ,1
ジジイw,1
じじいww,1
じじー草,1
なぜか強いw,1
じじぃｗ,1
荷が重いと荷物重いでだいぶ違うなｗ,1
かわいいw,1
ナイスチームワーク,1
ふとした時葛葉の声似てんなあw,1
つよー,1
高め,1
いいこすぎるウィングマン,1
設置できるんだかわええなぁ,1
ハユンすご,1
かわいい,1
元気ｗｗ,1
今北んですがお相手誰かわかりますか？,1
ハユン殺意高い,1
どたどたチェンバーw,1
わあｗ,1
ウィングマンかわいい〜,1
あらｗｗ,1
ざまあw,1
ああｗ,1
！？,1
ふわっちがﾀﾞﾌﾟﾀﾞﾌﾟﾀﾞﾌﾟしてる,1
ハユンくんのデュエつえー,1
いいねー,1
あらあら,1
炊いてるw,1
悲鳴w,1
びっくりしたw,1
さすひば,1
ホラゲーだｗ,1
toxic w,1
わかってるねぇーw,1
怒っちゃった,1
なんで戸を開けてしまったんだｗ,1
ガンギレw,1
wieso nicht,1
りりむ本気の悲鳴でてるやんw,1
ハユンくんチームチャットでほっこり,1
たのしすぎ,1
ここって攻めマです？,1
全チャ草,1
やらしいww,1
やらしいw,1
やらしいだのスケベだの,1
ニケ気に入ってるなｗｗ,1
顔面で語るｗｗこわｗｗ,1
りりむが持ってるw,1
暴言で草,1
雲雀はやらしい,1
わろた,1
いやいやｗ,1
こわｗ,1
えぐぅ,1
うわあ,1
わあ！,1
わお,1
なんで見てないんw,1
つっよ,1
やらしい,1
つよｗ,1
つよ,1
タイミング悪すぎww,1
にゃらかナイス,1
にゃらかつんよw,1
ショットガンばっかで草,1
勝てそうで草,1
死屍累々w,1
フィジカルで盛り返してて草,1
人間ビーコンね,1
にゃらつよ,1
はゆんさんもすご,1
なかよ,1
KR勢の大丈夫大丈夫なんか好き,1
KRのチェンバーだぞオラ！,1
巨人？ｗ,1
裏,1
普通に強い,1
なんかレティクルちかちかしてない？,1
ｷｮｼﾞﾝﾖ～！,1
高橋専用,1
なにそのななめ,1
ななめすご,1
巨人用ワイヤーw,1
静かにしろよｗｗ,1
とんでもないワイヤーあるｗ,1
通ってるww,1
通ってて草,1
綺麗なオチｗｗ,1
おるやんw,1
おおいいｗ,1
通ってんだw,1
いるw,1
ハユンうまいねぇ,1
通ってるw,1
ja ich geh schlafen,1
ゆーっくり,1
完璧なフラグ回収w,1
コントか？w,1
コントやんww,1
通ってんのかよ笑笑,1
あのセンサー深いのか,1
オチ完璧w,1
通ってるやんw,1
これできたら撮れ高たかいぞ,1
ウルト味方にも当たるからねｗ,1
通ってんじゃねぇかwゆーっくり,1
はちゃめちゃで草,1
ランプ,1
ハユンくん安定して強いな,1
わっちゃり,1
こっわ,1
あぶねえ,1
あぶねw,1
あぶねｗ,1
びびったｗ,1
2回目w,1
わからんけど勝ってる状況で草,1
りりむワチャワチャすぎるｗ,1
わっちゃわちゃw,1
わちゃわちゃなのに強いw,1
声すごい出るw,1
とりあえず勝ってるｗ,1
なついｗ,1
めっちゃ強くて草,1
どこにいるのかわかんねえよｗｗ,1
VC常にうるさいけど何故か勝ってるw,1
なつかしw,1
何言ってるかわかんねぇw,1
うるさすぎw,1
あの、ちびすけウルトだからw,1
エイムと勢いで勝ってて草,1
2回使ったよw,1
いなくなっちゃったｗ,1
声似てるなやっぱw,1
エビオに惑わされてるw,1
メディアきたｗ,1
対奈羅花兵器ｗ,1
AQF草,1
ABOに問題があるって言いたいんですか！？ｗ,1
エビオと合わないw,1
言いたいことはわかるw,1
語弊w,1
エビオに惑わされてへにゃへにゃだｗ,1
エビオがおかしいのは間違いではないぞww,1
エビオと合わないのは普通な証w,1
なんではいれるw,1
NICE,1
ナイスゥ〜,1
詰め方やばw,1
ナイス~,1
ぶっささったｗ,1
ないすすぎ！,1
ないすぅぅ,1
さすがに完璧かｗ,1
KR chamber ww,1
うんそうだよw,1
ベイトやんｗ,1
よし？ｗ,1
よしって聞こえたw,1
ん？ｗ,1
よし！w,1
あれw,1
秒やんw,1
ん？w,1
よしw,1
ちょっと荷物重いかw,1
いましたやろw,1
今までも結構不思議な攻め方だけどなw,1
かもねぇの言い方やさしw,1
なんかw,1
ふわちの喋り方なにw,1
自由行動ｗ,1
ナイスりりむ,1
自由行動w,1
言い方w,1
なんやw,1
自由行動草,1
自由行動？w,1
ふわっち話し方w,1
あぁ…w,1
ああw,1
今日ふわちイケイケだなあw,1
まじびっくりしたww,1
間に合うんだw,1
設置ナイス,1
なんでとおるw,1
ナイス設置だった,1
いいことw,1
でたw,1
とんでもないプレイw,1
ナイスう！,1
たのしそすぎw,1
ゲッコー本人w,1
がちで葛葉ｗ,1
VCw,1
本人ｗ,1
葛葉が喋ってんのかと思ったw,1
強そうw,1
にすぎてくさ,1
本人にしか聞こえないｗ,1
やったことないけどｗｗ,1
何この穴w,1
とどくのかなw,1
ちゃぽんｗ,1
落ちてきたｗ,1
犬とウイングマンがｗ,1
ドスケベカメラほんま草,1
スケカメｗ,1
すけべカメラw,1
スケベカメラww,1
スケベなカメラ嫌すぎで草,1
スケベカメラ草,1
すけべなカメラw,1
ウィングマンの歩き方ツボｗ,1
スケベカメラw,1
ドスケベカメラです！どうぞ！w,1
スケベ自称で草,1
スケベカメラやめてｗ,1
omen iina ww,1
NICEｗ,1
ﾅｲｽｩw,1
にゃらかずっとスケベ言ってるｗ,1
りりむ上手いの草,1
りりむ強いｗ,1
ナイスゥー,1
ふわちナイス！,1
kawaii,1
殺意がいいねw,1
いけいけだw,1
いいむナイス,1
りりむちゃんと強いなw,1
りりむちゃんナイスだ〜,1
このワイヤーキモすぎるw,1
いいむがちゃんと上手いのおもろいｗｗ,1
りリムジン快適で草,1
ないすう,1
ダブルSGw,1
りりむ後ろw,1
ナイスジャッジ,1
ジャルジないす,1
ナイス一本～！,1
ジャッジいいねえｗ,1
りりむとふわっちずっとうるさくて草,1
リテイクはやww,1
サナサナw,1
ジャッジ最強やw,1
ナイスナイス！,1
Nicee,1
ないすてぃーむ,1
ゲッコーもだいぶ刺さってるなw,1
勢いで足並み揃うしハユンのフィジでチーム締まってるなw,1
ベイブレードすなw,1
ベイブレードw,1
ゴーシュー草,1
ふんっw,1
勝負するんかいｗ,1
ぷりぷりｗ,1
2mmずつｗ,1
絶対銃口とか見えてる時あるw,1
肩出るw,1
2ミリすぎて武器先見えなんだよねw,1
世界で一番弱いピークしてたw,1
dondonpeek ww,1
opピークよねｗ,1
動き細かいんだよね笑,1
ふわっち勝負させんなw,1
うわぁ〜ww,1
うめえw,1
ないすーｗ,1
ナイス読み！,1
そのケージえろふぎやろw,1
おおないす,1
やらしすぎるわｗ,1
見かたきめえｗ,1
いいやｗ,1
個人でやって草,1
りりむ全部無視するｗｗ,1
個人でやってw,1
ひとりで連携草,1
1人でｗ,1
個人主義ですw,1
詰め待ちw,1
写ってたなぁw,1
それはそうw,1
突撃したなw,1
abow,1
その距離ｗ,1
遠距離ジャッジ草,1
おしい！ないとら,1
乙草,1
ジャッジの距離やないww,1
その距離から！？ｗ,1
その距離でまじかw,1
ジャッジあれ死ぬのw,1
まぁ、体力41だったしｗ,1
41だったからねｗ,1
ナーフはよｗ,1
ちょっと似てるな…w,1
違法やんww,1
家ｗｗ,1
楽しそうやなw,1
チキンきたw,1
ユンくん楽しそうでよかったw,1
楽しそうやなあw,1
いる,1
いいよ,1
ウィンドウは窓,1
あぶな,1
うあ,1
OMG,1
ナイフキルだ,1
ふわっちは誰ｗ,1
ふわっちなにいってるw,1
何を言ってる？w,1
誰ｗｗ,1
ぶつぶつなんか言ってるｗｗ,1
何言ってんw,1
ふわっち何キャラなんだよｗ,1
ナイスゥｗｗ,1
gg,1
ないすぅ〜！,1
勝つんかいw,1
歯茎やばすぎて草,1
GG,1
うw,1
耐えモク草,1
なにおいうとる？ww,1
ないすーー,1
ぷわw,1
gg！,1
みんなつよい,1
やってることがジェットｗｗ,1
利敵疑惑ｗ,1
2勝ナイス,1
耐えモクプレゼント草,1
これがバトルオーメンw,1
たしかにw,1
ナイスゥ！gg,1
GG！,1
ほぼジェット,1
確かにw,1
ジェットの入り,1
ほぼジェットｗ,1
gg ないすー！,1
なるほどジェットの動きなのかｗ,1
gg!,1
モクブリンクで草,1
ないすーgg,1
ブリンクと変わらんｗ,1
たしかに,1
ジェットの動きだったw,1
バトルオーメンかw,1
サイト内の確認ができないジェット,1
Ange1ｗ,1
実質ジェットかw,1
バトルオーメンやからな,1
ゲッコーよかった,1
にじさんじのエンジェル,1
いいねー！連勝してるよー,1
ジェット面のオーメン,1
よかった,1
Angelのオーメンは次元違うからw,1
利敵すぎるw,1
キャスはしとらんw,1
おとばらｗ,1
読みにくいw,1
すごい増えてるw,1
残念w,1
ひばみｗ,1
ヒバ美ｗ,1
ひばみww,1
AQF揃っちゃったw,1
aqfはまずいw,1
AQFWIN,1
あーあ、揃っちゃったｗ,1
ふわっちとずっと一緒w,1
きたw,1
まじかｗ,1
12連敗.w,1
それはえぐいw,1
えぐいてw,1
ひまちゃんの笑い声かわいい,1
まじで勝とうじゃあｗ,1
なんか笑えなくなってきた,1
エビオＳＧ使うからじゃないのか？ｗ,1
それはもうABOに問題が・ｗ,1
12はまずいw,1
ブリーチモクないよw,1
twelve…,1
12じゃ勝てないw,1
12…ｗ,1
おおいなw,1
変わってない提案ｗ,1
3イニシま？w,1
わーわーｗ,1
りりさんw,1
いらんいらんｗ,1
パッションw,1
セージはいらんw,1
セージｗｗ,1
セージw,1
セージ？ww,1
草 ,1
セージどっから出てきたw,1
まあスカイでもいけるしここ一応ｗ,1
これkjウルト壊せなくね？w,1
セージは…w,1
じゃあＢでいいだろｗ,1
ローレンコーチのやつやんw,1
キモすぎるｗ,1
crowさん宿れw,1
長旅だなｗ,1
えびお草,1
Bでいいやつきたｗｗ,1
長旅ｗ,1
ブリーチスタンで全部止められる運命あるなw,1
B抜けAはBでいいやんw,1
やりたいほうだいチャンネルｗｗ,1
りりさんがんばってw,1
抜けるの草,1
割と刺さって草,1
うまくいったｗｗ,1
うおおｗ,1
これ通るのかよｗｗ,1
いいぞいいぞw,1
抜けれたw,1
成功したｗ,1
回復w,1
いけたw,1
うっさw,1
やばすぎるIGLｗｗ,1
わちゃわちゃしとるw,1
くそうるさくて草,1
メンツ変わってもわちゃわちゃw,1
報告量凄いｗ,1
大会ばりのコールw,1
にぎやかすぎて草,1
わちゃわちゃw w,1
うるさいww,1
刺さってるの草,1
大会並みの報告w,1
拾ったｗ,1
skin ww,1
えぐww,1
わっちゃわっちゃw,1
やったかw,1
なんでいけるんだw,1
なぃすう,1
ねぇちゃん強えな,1
報告量大会やんw,1
破壊byほんひま,1
ぴまぴまつよつよ,1
派手シェリフ,1
ひまちゃん強いんよ,1
ぴま,1
いいなあ,1
武器差はね,1
まっずいw,1
葛葉とひまちゃん何か久々やな,1
C破壊！,1
プレミw,1
ん？,1
いーや0です,1
報告量が大会w,1
お決まりのね,1
ぽぴまん,1
ハユンくんのだぞ！,1
ねこw,1
無理やり押し通してるw,1
エビオがヴァンダルなんよねw,1
葛葉読みくるぞｗ,1
猫w,1
報告量で混雑してるw,1
流石のぽんぴまん,1
犬です,1
猫ｗ,1
ねこ？ww,1
ねこ？！,1
猫！？,1
猫？,1
ぽんぴ最強,1
猫もいます,1
いけ,1
にゃー,1
にゃんさんｗ,1
ねこ？w,1
ヤバすぎるｗ,1
猫なんだよねw,1
犬突撃,1
犬持ったままｗｗ,1
!?,1
そっからかよw,1
大胆だな,1
めちゃくちゃだよぉ,1
アーカイブ見ます｡おやすみー,1
犬抱えて行ったw,1
持ったままじかｗｗ,1
ばれてるｗ,1
ねええｗ,1
ﾀｽｹﾃｰ,1
AQF並の報告量w,1
シェリフ連打で草,1
沼過ぎて草,1
何やっとるw,1
なんなんこれｗ,1
みんなわちゃわちゃで草,1
なんだこれ笑笑,1
おもろすぎww,1
なにやってるw,1
お腹いたいww,1
おもろいなｗ,1
紙エイムで草,1
やってんなーw,1
ぐっちゃぐちゃで草,1
Cラッシュはいつものことなんだからww,1
紙エイム来たw,1
刀ｗ,1
タイトル回収あざすww,1
なんださっきのw,1
ささるささるｗ,1
それはほんとに意味不明かもｗ,1
死ぬほど沼でくさ,1
こーれ、まずいですw,1
エコでＣですかｗ,1
ヴァンダルあるんよねw,1
この感じ懐かしいと感じるw,1
腹いてぇw,1
通るんだよねｗ,1
犬よわいだろｗ,1
統率が一切取れてないの草,1
な？ｗ,1
猫犬ｗ,1
猫犬？w,1
ねこいぬｗ,1
猫犬w,1
ねこいぬw,1
鳥獣戯画ｗ,1
ふわごろうw,1
wut da hell Japan language,1
それぞれのフィジカルだけで戦ってるｗｗ,1
フワゴロウww,1
ムツゴロウw,1
ふわごろｗ,1
宣言やめてw,1
よくないなぁｗ,1
ごめんねｗ,1
事前に？ｗｗ,1
フワゴロウw,1
誰だよw,1
会話がふわふわでいいw,1
デスマしてない？w,1
報告おかしいw,1
実況いるなｗ,1
ギャル？w,1
だれw,1
何w,1
なぁいす！,1
こんにちは,1
とぅーっ,1
うっま！,1
とぅーね,1
めっちゃいい,1
おしー,1
guys tell me about this vtuber,1
足音出しちゃうかぁ,1
りりさーん,1
わかんないか～ｗｗ,1
おしいぃ,1
死体が喋るなぁ,1
わかんないかぁ＾；,1
死体共笑,1
わかんねえかw,1
したいどもｗ,1
死体どもww,1
おい4体！w,1
ぉぃw,1
したいどもさぁｗ,1
死体が喋っている,1
死体共が！,1
死体っ！,1
だとしても足音はw,1
だまれよぉっw,1
死体がしゃべってる,1
気持ちはw,1
死体どもがw,1
気持ちしかねぇw,1
気持ちはねw,1
死体どもw,1
死人に口はない,1
死体w,1
誰も出さないのである！,1
他力本願寺だったｗ,1
足音出しちゃうかぁ〜,1
他力本願寺ｗｗ,1
気持ちはなｗ,1
他力本願寺です,1
本願寺でまくり,1
焦っちゃったか,1
めちゃくちゃすぎるｗ,1
出た他力本願寺,1
だとしてもなのよw,1
他力本願寺w,1
海老尾を勝たせる約束がｗ,1
バタバタ未来人かわええわー,1
芸人しかおらんｗ,1
他力本願寺っw,1
神エイムきたｗ,1
うそやんｗ,1
神すぎたw,1
流石にタイトル回収ね？w,1
ガバガバで草,1
神AIMだったw,1
ナイエコｗ,1
シンプルごめんｗ,1
リアルごめんw,1
ごめんっw,1
ごめんｗ,1
神エイムだったｗ,1
謝り方草,1
ごめｗ,1
荷物重いかw,1
タイトル回収ナイス,1
気負わせてごめんやんmw,1
おもろすぎるｗｗ,1
さすがの神エイム（笑）,1
スカイ背負いすぎw,1
ウルト合戦草,1
飽きちゃったかw,1
飽きちゃったｗ,1
ウルト溜まってるスカイに渡すのヤバw,1
ふわごろうさんw,1
フワゴロウさんｗ,1
勝つ気ないやろ笑,1
なんでこんなボコられるw,1
犬でドライピークめっちゃ面白いｗ,1
りりむやるねぇ,1
名前だけじゃわからんｗ,1
りりむ、つよくね？,1
りりむうめ,1
りりむうまくなったなああ,1
フラッシュよけ若い,1
変なことするからｗ,1
今のはおわってるｗ,1
イメージ完璧やった,1
ｽｰｯ…,1
うええい,1
未来人かっこええｗ,1
ナーイス,1
ナーイス！,1
ないすーー！,1
かっけぇ！,1
かっこよすぎいい,1
カッコよ,1
かっこ！,1
鈍器草,1
頭カチ割ったw,1
ナイス撲殺,1
クラシックのつもりでハンマーだしたのかｗ,1
ハンマーナイスゥ！,1
はやw,1
エビオスごww,1
ちょっと失礼で草,1
何回やったよw,1
おｗ,1
ナイスよ〜,1
かっこわるw,1
ふふw,1
なんだこれ笑うｗ,1
惜しい〜！,1
やばいなw,1
おしぃ！,1
ふわっちヤバいってw,1
ふわっちほんま草,1
未来人がいつもイモ引いてるの草生える,1
攻め終わりたがってるやんw,1
ふわちの声かわいいw,1
自分でw,1
自分に言い聞かせてる？w,1
えｗ？,1
自分に言い聞かせてて草,1
自分に言ってるやんw,1
自分に言い聞かせてるｗｗ,1
自分w,1
ないすブリちゃん,1
暗示かけてたw,1
下に出てきて草,1
自分でコントロールｗ,1
自分に言ってるのまじで草,1
こえーよwふわっち,1
ふわっちおもしろすぎるw,1
やしときずみたいな概念やめてw,1
猫はいないのよｗ,1
嘘やんｗ,1
何しとんw,1
ぐっちゃぐちゃだｗｗ,1
りりさんノイキャンで聞こえねえw,1
そうかｗ,1
せやろかｗ,1
へんなｗ,1
ふふww,1
ぉもろw,1
AQFだものw,1
再放送w,1
AQF同じ事言いがちだからｗ,1
自分で気付くのもおもろいｗｗ,1
条件反射と雰囲気で会話してるw,1
AQF集まった途端知能指数がw,1
おおないす！,1
nice ~,1
バレたw,1
飛行機！？ｗ,1
飛行機？w,1
飛行機かわいいなｗ,1
うっま草,1
ほんとにAで草,1
飛行機初めて聞いたw,1
まずいまずいw,1
負け筋だｗ,1
まずいw,1
ししーモンタージュ始まっちゃった？ｗ,1
ナイスｗ,1
エグい削り食らって草,1
四天王式やめw,1
おけーーいw,1
あぶねーw,1
ないけずｗｗ,1
おもろww,1
ひまちゃんナイスゥ,1
いいねえw,1
ひまちゃんないす！,1
煽り草,1
意味ないってｗ,1
遊ぶなw,1
やめw,1
露骨すぎw,1
今のいる？ｗ,1
キーボード音まできこえるw,1
うるせえｗｗ,1
うるさww,1
ちょちょちょちょちょちょいっw,1
つっよｗ,1
ひまちゃんつっよw,1
ぽんぴナイス！,1
おかわりw,1
寄りかかり始めてるｗｗ,1
えびお安定のキモ武器で草,1
犬と散歩してるのかわよw,1
姉さんの威厳,1
ぽんぴまのオペは凶悪,1
どまどまどま！,1
いい勝負してるな,1
いけ～,1
つえー,1
なーいす,1
ナイスぅ！,1
守マすぎる,1
ないとぅ！,1
いいねぇ！,1
逆転ナイスゥ,1
逆転だぁ,1
いいぞいいぞ,1
まもまや〜ん,1
逆転うおお,1
おいおい,1
まもまやーん,1
さすがに守マか,1
みんな上手くね？,1
っておおいい,1
守マやーん！っておいー,1
＼ドッ／,1
っておいー！,1
っておいい,1
いいねぇw,1
っておいー,1
ほんとに守りで草,1
守マやんw,1
やーん,1
っておいーー！,1
守マですやーん,1
守マやーん！,1
ておいー,1
やーーん,1
おい〜,1
まもマだったかー！,1
って、オイイ！,1
まもまだったか,1
ってオイイ,1
っておいい！,1
銀魂w,1
ってオイー！,1
やめてww,1
テンションがww,1
急に銀魂になるの草,1
５連取まじかｗ,1
っておい～ｗｗ守マじゃねぇえか～ｗ,1
葛八！？,1
怒られたｗ,1
うるさいなぁは草,1
やんやーんww,1
うるさいんですけどw,1
銀さんｗ,1
普通に怒られたw,1
AQF歯茎えぐいってw,1
下水におじさんｗ,1
おじさんブリーチかとおもたww,1
ナイブロw,1
ぐきw,1
ナイスナイスゥ,1
運任せw,1
あみだくじｗ,1
あみだ草,1
まさかのあみだw,1
あみだくじでww,1
ちょっとおもろそうじゃんw,1
まじでまもまになってるw,1
楽しげで草,1
エンジョイがすぎるw,1
YouTubeでみたw,1
何か草,1
ひまちゃんかわいいw,1
やりたいw,1
勉強したのねｗ,1
ヘビーぴーまーっていった？w,1
かわいｗｗ,1
動画勢w,1
無邪気w,1
動画勢ｗ,1
まじ便利ｗ,1
ちょっとよそ見ねw,1
よそ見w,1
ACE見えてきて草,1
AQF全滅で草,1
よそ見しちゃったかぁw,1
うまいw,1
オレウチアイシタイ,1
トイレｗｗ,1
でも…,1
GG！？,1
早いってｗ,1
GGww,1
GGははやすぎるｗｗ,1
